LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Approximation,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9
1,Oracle,1271,9,Combined_Lower0.5Upper2_Additive100000,0,0,0,-9558.75248335498,162596.457370139,461764.99006658,,13.348054010426,4.44759761683105,11.8794467432403,8711.62891240894,27274.0146334417,16142.3417444747,125.425881735435,158.54083462268,111.143630605022
1,Vector,1271,9,Combined_Lower0.5Upper2_Additive100000,0,0,0,-9558.75248335498,162596.457370139,461764.99006658,,13.348054010426,4.44759761683105,11.8794467432403,8711.62891240894,27274.0146334417,16142.3417444747,125.425881735435,158.54083462268,111.143630605022
1,Oracle Vector,1271,9,Combined_Lower0.5Upper2_Additive100000,0,0,0,-9558.75248335498,162596.457370139,461764.99006658,,13.348054010426,4.44759761683105,11.8794467432403,8711.62891240894,27274.0146334417,16142.3417444747,125.425881735435,158.54083462268,111.143630605022
1,Dist L2,1271,9,Combined_Lower0.5Upper2_Additive100000,0,0,0,-9558.75248335498,162596.457370139,461764.99006658,,13.348054010426,4.44759761683105,11.8794467432403,8711.62891240894,27274.0146334417,16142.3417444747,125.425881735435,158.54083462268,111.143630605022
1,Dist L-inf,1271,9,Combined_Lower0.5Upper2_Additive100000,0,0,0,-9558.75248335498,162596.457370139,461764.99006658,,13.348054010426,4.44759761683105,11.8794467432403,8711.62891240894,27274.0146334417,16142.3417444747,125.425881735435,158.54083462268,111.143630605022
1,Value,1271,9,Combined_Lower0.5Upper2_Additive100000,0,0,0,-9558.75248335498,162596.457370139,461764.99006658,,13.348054010426,4.44759761683105,11.8794467432403,8711.62891240894,27274.0146334417,16142.3417444747,125.425881735435,158.54083462268,111.143630605022
2,Oracle,1271,9,Combined_Lower0.5Upper2_Additive100000,0,0,0,-9558.75248335498,148028.909678481,461764.99006658,,12.3734051743126,4.08522603496615,10.3999933962316,8070.31757821919,24954.5136337931,14741.6851316577,106.953483242292,135.956079354475,87.2845622910561
2,Oracle Vector,1271,9,Combined_Lower0.5Upper2_Additive100000,0,0,0,-9558.75248335498,148028.909678481,461764.99006658,,12.3734051743126,4.08522603496615,10.3999933962316,8070.31757821919,24954.5136337931,14741.6851316577,106.953483242292,135.956079354475,87.2845622910561
2,Vector,1271,9,Combined_Lower0.5Upper2_Additive100000,0,0,0,-9558.75248335498,148028.909678481,461764.99006658,,12.3734051743126,4.08522603496615,10.3999933962316,8070.31757821919,24954.5136337931,14741.6851316577,106.953483242292,135.956079354475,87.2845622910561
2,Dist L-inf,1271,9,Combined_Lower0.5Upper2_Additive100000,0,0,0,-9558.75248335498,148028.909678481,461764.99006658,,12.3734051743126,4.08522603496615,10.3999933962316,8070.31757821919,24954.5136337931,14741.6851316577,106.953483242292,135.956079354475,87.2845622910561
