LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Approximation,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9
1,Oracle,100,9,Combined_Lower0.5Upper2_Additive100000,0,0,0,-7368.3329650925,165830.783886177,470526.66813963,,11.4537976569357,3.917324416526,8.80662419037547,8768.38726981461,27737.6250025451,14367.9074273736,125.94917900125,153.868730618345,110.510145902145
1,Value,100,9,Combined_Lower0.5Upper2_Additive100000,0,0,0,-7368.3329650925,165830.783886177,470526.66813963,,11.4537976569357,3.917324416526,8.80662419037547,8768.38726981461,27737.6250025451,14367.9074273736,125.94917900125,153.868730618345,110.510145902145
1,Dist L-inf,100,9,Combined_Lower0.5Upper2_Additive100000,0,0,0,-7368.3329650925,165830.783886177,470526.66813963,,11.4537976569357,3.917324416526,8.80662419037547,8768.38726981461,27737.6250025451,14367.9074273736,125.94917900125,153.868730618345,110.510145902145
1,Dist L2,100,9,Combined_Lower0.5Upper2_Additive100000,0,0,0,-7368.3329650925,165830.783886177,470526.66813963,,11.4537976569357,3.917324416526,8.80662419037547,8768.38726981461,27737.6250025451,14367.9074273736,125.94917900125,153.868730618345,110.510145902145
1,Vector,100,9,Combined_Lower0.5Upper2_Additive100000,0,0,0,-7368.3329650925,165830.783886177,470526.66813963,,11.4537976569357,3.917324416526,8.80662419037547,8768.38726981461,27737.6250025451,14367.9074273736,125.94917900125,153.868730618345,110.510145902145
1,Oracle Vector,100,9,Combined_Lower0.5Upper2_Additive100000,0,0,0,-7368.3329650925,165830.783886177,470526.66813963,,11.4537976569357,3.917324416526,8.80662419037547,8768.38726981461,27737.6250025451,14367.9074273736,125.94917900125,153.868730618345,110.510145902145
2,Oracle,100,9,Combined_Lower0.5Upper2_Additive100000,0,0,0,-7368.3329650925,150702.460549855,470526.66813963,,10.7517925522692,3.76419569535026,8.15960509142364,8059.14104628345,25018.159189158,12882.4971849779,101.03429372949,131.359201427426,85.3515666722869
2,Vector,100,9,Combined_Lower0.5Upper2_Additive100000,0,0,0,-7368.3329650925,150702.460549855,470526.66813963,,10.7517925522692,3.76419569535026,8.15960509142364,8059.14104628345,25018.159189158,12882.4971849779,101.03429372949,131.359201427426,85.3515666722869
2,Oracle Vector,100,9,Combined_Lower0.5Upper2_Additive100000,0,0,0,-7368.3329650925,150702.460549855,470526.66813963,,10.7517925522692,3.76419569535026,8.15960509142364,8059.14104628345,25018.159189158,12882.4971849779,101.03429372949,131.359201427426,85.3515666722869
2,Value,100,9,Combined_Lower0.5Upper2_Additive100000,0,0,0,-7368.3329650925,150702.460549855,470526.66813963,,10.7517925522692,3.76419569535026,8.15960509142364,8059.14104628345,25018.159189158,12882.4971849779,101.03429372949,131.359201427426,85.3515666722869
2,Dist L-inf,100,9,Combined_Lower0.5Upper2_Additive100000,0,0,0,-7368.3329650925,150702.460549855,470526.66813963,,10.7517925522692,3.76419569535026,8.15960509142364,8059.14104628345,25018.159189158,12882.4971849779,101.03429372949,131.359201427426,85.3515666722869
