LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Epsilon,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9,Server 10,Server 11,Server 12,Server 13,Server 14
5,Distance,4950,14,Threshold 5,693070,310,5,5,8.68993741641792,="+Infinity",,0.22501474849598,0.0705562118469061,0.0606892685746914,0.332166650302995,0.201418331307423,0.311184476203692,0.0303054976538846,0.00628346524322865,0.301352004714971,0.571019249503593,0.107214585940383,0.171505001371258,0.233379527310277,0.402627081187987
6,Value,4950,14,Threshold 5,415924,287,3,5,8.64903176712957,="+Infinity",,0.224535860797474,0.0770101797367033,0.0340475408973617,0.333647252513458,0.196411853201951,0.313792478861359,0.225576881494931,-0.00554868276276466,0.296133936533892,0.572042322682179,0.106565588296064,0.172344801340131,0.233496540360605,0.584626860304837
6,Vector,4950,14,Threshold 5,514800,110,0,5,8.64902584285015,="+Infinity",,0.225389955489362,0.0721611312294357,-0.0245415738648802,0.37241908806071,0.202129597775041,0.314349062435497,0.231610730434141,-0.00496486551968189,0.296039613256355,0.572903055404311,0.102273623066296,0.174115970379944,0.240304155479919,0.548193106520799
6,Oracle,4950,14,Threshold 5,0,0,0,5,8.64899988886798,="+Infinity",,0.224103033730913,0.0757556750805719,0.0239783544745507,0.333440284777339,0.201271366676991,0.310082622062836,0.232930312293291,-0.00155379207042472,0.304574023683301,0.571845189893224,0.105161490251831,0.171768303301889,0.240611695442439,0.542825064108939
6,Naive,4950,14,Threshold 5,415800,84,6,5,8.64901651480031,="+Infinity",,0.220692211942108,0.0759129075057245,0.0298826955603317,0.370409676057875,0.197404558548641,0.314668891260652,0.254448510899024,0.00155707586600329,0.303713960768818,0.572290871731681,0.106728371968529,0.17545170442547,0.234392920678431,0.547789980043788
6,Distance,4950,14,Threshold 5,831684,374,6,5,8.64900729169378,="+Infinity",,0.224305730797298,0.0778024519501912,0.0231712400713207,0.333770167438857,0.197523786210056,0.312461249020913,0.229225058967771,0.00322487619355627,0.303516303930849,0.570874729250065,0.103191136625924,0.174279898299574,0.236992076277446,0.547696123110953
7,Value,4950,14,Threshold 5,554538,347,4,5,8.4113046967223,="+Infinity",,0.223191480405788,0.0743180942710069,0.127520965571222,0.0888416737012534,0.195285479023127,0.367064899258935,0.253724413472099,0.00420276737685299,0.242943796583575,0.502597697698278,0.106596665890208,0.173589886928369,0.26966839421037,0.547148709017662
7,Vector,4950,14,Threshold 5,623700,133,0,5,8.41130786206158,="+Infinity",,0.225743166776368,0.0783890809696146,0.12784102688525,0.0869471976475467,0.200538687187588,0.366700760828323,0.231643240841848,0.00571992826232304,0.243900686894662,0.505381656146,0.105734694582978,0.171507467679589,0.270444088402144,0.548092677793093
7,Oracle,4950,14,Threshold 5,0,0,0,5,8.41126763848931,="+Infinity",,0.221928881432518,0.0747465413898993,0.125285108487518,0.0903147441157586,0.198139490854402,0.36645057986857,0.225924180478657,0.00375420728029496,0.242427428365176,0.503579458294496,0.106190261187692,0.17124273757625,0.270340054893992,0.54365820860329
7,Naive,4950,14,Threshold 5,485100,98,7,5,8.41131367959686,="+Infinity",,0.225718007554718,0.0716165209735635,0.12696343937138,0.0869373854042124,0.200342698268244,0.366749050015713,0.232409950841244,0.00546797970035584,0.244362373825581,0.501642809692868,0.105105240778158,0.170694642721784,0.27074296359585,0.548078200555679
7,Distance,4950,14,Threshold 5,970298,434,7,5,8.41130611668262,="+Infinity",,0.224546908429588,0.0777169870766841,0.125117873988515,0.0858324419917125,0.205125097232411,0.366690587669424,0.230429968568885,0.00474125919879498,0.243735900866099,0.501703994092082,0.108241672249889,0.169133852118335,0.270619310004363,0.548219151633901
8,Value,4950,14,Threshold 5,693152,410,5,5,8.15404087178777,="+Infinity",,0.223491637877487,0.109695302382605,0.171411419004045,0.0899938967808396,0.203656764093807,0.368200057016125,0.225393756290373,0.0620255426230187,0.241345797660841,0.504329354966842,0.103572654253611,0.170740403131674,0.296055191624703,0.548308362258837
8,Vector,4950,14,Threshold 5,702900,150,0,5,8.15405643192989,="+Infinity",,0.222986548742725,0.0748970662520492,0.173466039910366,-0.0879244346280927,0.197424226423095,0.368074191683561,0.259027598590762,0.0632241304162591,0.242464441344595,0.505749638254102,0.105291623623586,0.173117032703345,0.297136909727513,0.547512221433095
8,Oracle,4950,14,Threshold 5,0,0,0,5,8.15405343927469,="+Infinity",,0.253118379841681,0.109799800613985,0.171134124873888,0.0861725340928103,0.201017725249628,0.367165071529641,0.228995449346556,0.0613676400894008,0.24076050142601,0.501779398095209,0.105348580536429,0.170834717909969,0.296378292393115,0.541473077572519
8,Naive,4950,14,Threshold 5,554400,112,8,5,8.15404965688174,="+Infinity",,0.227313170563633,0.0705451262232515,0.174292435179026,0.0917905847501572,0.20056324331992,0.36793208521982,0.227382922929408,0.0646614872483582,0.244000971664036,0.504626411254776,0.104272951815972,0.169407163153508,0.297385617314461,0.54400314045094
8,Distance,4950,14,Threshold 5,1108912,497,8,5,8.15405555899257,="+Infinity",,0.225099484903154,0.0737892773743596,0.172109838344966,0.0857743047669288,0.195801080743422,0.366669164312952,0.255332811990414,0.0683811087300512,0.24268821948138,0.501146284532908,0.103452361872712,0.174592009952505,0.297468987507955,0.584410316329567
9,Value,4950,14,Threshold 5,831766,471,6,5,8.01144339574778,="+Infinity",,0.225850729664288,0.0735747866674217,0.172892836983266,0.0876228177741041,0.198153150605918,0.366666482100243,0.228635750719775,0.207155896010491,0.244045590544701,0.501701954623201,0.107474522951449,0.173007314923396,0.296612278121572,0.547065017276822
9,Vector,4950,14,Threshold 5,801900,171,0,5,8.0114428861926,="+Infinity",,0.224624223951224,0.0718588838759331,0.172954924741802,0.0911063355091386,0.195633931742336,0.366594682763534,0.232309039348891,0.206119620906748,0.239111546842281,0.505903293039168,0.105983417338777,0.171363369327494,0.296490780606817,0.543482944143136
9,Oracle,4950,14,Threshold 5,0,0,0,5,8.01144731635809,="+Infinity",,0.222797262749552,0.0723623582675543,0.172705411328408,0.0905490871390526,0.201829803041647,0.36815031086654,0.224574276669429,0.204514751534774,0.244457809166931,0.500866055647194,0.106356436150421,0.173812446330359,0.297134123878635,0.548776669426118
9,Naive,4950,14,Threshold 5,623700,126,9,5,8.01141006874357,="+Infinity",,0.222789330451249,0.0750091209675077,0.171628881691873,0.0908299001043531,0.203356958373035,0.367238585955107,0.226735877013951,0.206595633898417,0.24432845386778,0.502653884612954,0.107024198327878,0.170677936762914,0.297180840380889,0.547355011349424
9,Distance,4950,14,Threshold 5,1247526,558,9,5,8.0114433785793,="+Infinity",,0.223554956013515,0.0747989450869255,0.172216170022722,0.0854043650967782,0.195789531442998,0.366564922648507,0.226157084021267,0.205611431003248,0.24466894304291,0.570959145838842,0.110244672780809,0.172732453784633,0.297707740279606,0.542233368482528
10,Value,4950,14,Threshold 5,970380,535,7,5,7.87234362592116,="+Infinity",,0.221668678085038,0.0741417938725135,0.174593038061673,0.0877960833698381,0.194571219822748,0.348155228166902,0.230431307676852,0.205513100264724,0.228588481178193,0.502321811819684,0.107594067626877,0.173689725411393,0.294171787120945,0.441367344273658
10,Vector,4950,14,Threshold 5,871200,186,0,5,7.87234457769766,="+Infinity",,0.254735010477646,0.0738053766467601,0.172361606904772,0.0886873863759945,0.201735997991648,0.344440042635142,0.229358175748743,0.206293780858303,0.230505832569207,0.505375906330215,0.106485302101731,0.169614899501482,0.294752342963946,0.44211078871389
10,Oracle,4950,14,Threshold 5,0,0,0,5,7.87233226262732,="+Infinity",,0.223133462714443,0.0756435165951359,0.173925063852678,0.0886082986729093,0.195860371756652,0.34609782223923,0.224524274211674,0.208088048879773,0.226358711698012,0.501837095969847,0.109471677535751,0.169738954567194,0.295090169583943,0.440725300175259
10,Naive,4950,14,Threshold 5,693000,140,10,5,7.87234543897259,="+Infinity",,0.222473327374658,0.0757576433458524,0.174528812394954,0.090859970537565,0.195786621561211,0.345910468486622,0.226688844459886,0.205920936731417,0.230723965363325,0.503169691549587,0.111457132560773,0.17163876520938,0.293933401164466,0.440926442241491
10,Distance,4950,14,Threshold 5,1386140,622,10,5,7.87234126197113,="+Infinity",,0.223032263116465,0.0772921240994862,0.172016379757338,0.091111703142829,0.20222483697971,0.366184172022841,0.231057115105529,0.206202328899892,0.226246887657481,0.502641164817121,0.111029700937721,0.173131480627617,0.294490570687145,0.44199537655112
11,Value,4950,14,Threshold 5,970404,567,7,5,7.78655561038578,="+Infinity",,0.223575048903257,0.107679739000019,0.174591729514802,0.0857336793382046,0.198598406693876,0.347543023235261,0.255974874979344,0.208066547273702,0.225324295327638,0.331925629899857,0.111055921471916,0.170916497119279,0.295024318081317,0.440623883576833
11,Vector,4950,14,Threshold 5,920700,197,0,5,7.78654676418338,="+Infinity",,0.223419758556943,0.0776712421757964,0.174294915328204,0.0893338554282366,0.204391728213849,0.364935094537771,0.232311638910048,0.204774364479434,0.22590665992945,0.332008083563764,0.108801460102811,0.169223678608375,0.294876648645115,0.441378682355179
11,Oracle,4950,14,Threshold 5,0,0,0,5,7.78656496108984,="+Infinity",,0.285202737721178,0.0744152082390457,0.172015783787401,0.0856664869994432,0.204480020399771,0.352492185919331,0.226756643917994,0.206059271675159,0.230519022514414,0.332877600148009,0.106451319002815,0.17313400819998,0.294999365509852,0.442174948762798
11,Naive,4950,14,Threshold 5,762300,154,11,5,7.78656697804328,="+Infinity",,0.223812585624927,0.0706574277972294,0.174770466520044,0.0855028145675192,0.202573349303975,0.360539085065014,0.226736758331839,0.207146734979304,0.264539019656922,0.331912003322287,0.108472207651772,0.172268875907463,0.293780573808633,0.442100577346963
11,Distance,4950,14,Threshold 5,1524754,688,11,5,7.78657965908934,="+Infinity",,0.223183833275684,0.0731103071038461,0.174092412097849,0.0915871064717351,0.19658244189408,0.352745819919519,0.229431067481258,0.205802960499213,0.230415564628188,0.334457975960419,0.110414016670205,0.172739132815607,0.294840207487113,0.440455887337706
12,Value,4950,14,Threshold 5,1109018,630,8,5,7.79110310007806,="+Infinity",,0.226449657396927,0.111153340391837,0.172576208940413,0.170682768769325,0.199581542487451,0.364972682221122,0.121759598184681,0.206186650156653,0.230254263031128,0.37013860474147,0.108698442912086,0.171757207568007,0.344866159323445,0.440116867121034
12,Vector,4950,14,Threshold 5,999900,214,0,5,7.79108164240259,="+Infinity",,0.227117015377715,0.0709352234877514,0.174376636224778,0.173872145271872,0.197732209339975,0.354122769948319,0.117717003774231,0.206911277330661,0.230179994536371,0.361365108566162,0.109005019623481,0.173118057064528,0.345622784567126,0.441900698590487
12,Oracle,4950,14,Threshold 5,0,0,0,5,7.79104777194867,="+Infinity",,0.224384993690407,0.112639306757998,0.171929039128344,0.171426120075267,0.203877101557524,0.346844157752969,0.118353341440667,0.206353614130308,0.22962083614496,0.370404538543511,0.108954137833337,0.169201655290863,0.345757246792019,0.440051212183107
12,Naive,4950,14,Threshold 5,831600,168,12,5,7.79115022200865,="+Infinity",,0.226657293019358,0.0749572952213668,0.172331634395363,0.172593122338853,0.195957427735479,0.354604151204484,0.120662526082597,0.206816649524427,0.23040084441962,0.35712312533154,0.107252523636561,0.170590228527189,0.345303613458185,0.441726314652598
12,Distance,4950,14,Threshold 5,1663368,751,12,5,7.79112509938227,="+Infinity",,0.226254014791522,0.0748926913650365,0.173681051027387,0.174382002797515,0.203268432838343,0.3630321843182,0.118388274183033,0.207500370834595,0.230831275935728,0.370375321643522,0.107847644412885,0.171889267500873,0.34515792405756,0.439894641872868
13,Value,4950,14,Threshold 5,1247632,692,9,5,7.63580824380239,="+Infinity",,0.223519656084122,0.075976926944378,0.172142230942498,0.172310770563143,0.201988214596625,0.352816119206665,0.118096147604305,0.223743293554861,0.27396332001733,0.366609269770677,0.108329087381122,0.215910004603984,0.344628772385732,0.442570336281463
13,Vector,4950,14,Threshold 5,1089000,233,0,5,7.63575884757856,="+Infinity",,0.257174831910064,0.0714987520703119,0.172433615568067,0.172593479479332,0.195544525052114,0.364273214115698,0.119676890368027,0.224342110306438,0.273480692165805,0.358844538522476,0.109866898848765,0.214462534161882,0.345300105112401,0.442328488954686
13,Oracle,4950,14,Threshold 5,0,0,0,5,7.69573755327198,="+Infinity",,0.223541137286162,0.0734831149755166,0.277820507025908,0.171089652832876,0.200981765056881,0.360410794424425,0.117437317601244,0.224260800670635,0.278657730121424,0.359749011617652,0.108984854625419,0.214230005672079,0.344862993527457,0.440444967430139
13,Naive,4950,14,Threshold 5,900900,182,13,5,7.63487350705159,="+Infinity",,0.227403233168374,0.0739335591958508,0.174476960184123,0.173388780213102,0.203706857528502,0.346887879703473,0.119090958990682,0.22334013600053,0.27907818223413,0.358082608162007,0.108559011537167,0.213232792660719,0.345410030653071,0.440746566372596
13,Distance,4950,14,Threshold 5,1801982,813,13,5,7.63581226307694,="+Infinity",,0.224522351351865,0.0723278735461292,0.171990389090723,0.174422384081609,0.198576256146339,0.364792943286233,0.117736449024505,0.223555244587885,0.31667174367962,0.357309723962913,0.109419115872527,0.215646356383246,0.346033810026498,0.441056179660436
14,Value,4950,14,Threshold 5,1386246,751,10,5,7.35966885700424,="+Infinity",,-0.255824549982421,-0.0703691402037805,0.234106095906483,0.172760505781213,0.195781536290554,0.363395852811479,0.286091463081561,0.223351063075825,0.414591996775656,0.359769203160369,0.207396199114541,0.269689813754695,0.344852400167738,0.49599851794062
14,Vector,4950,14,Threshold 5,1207800,258,0,5,7.35983493682104,="+Infinity",,0.223829449882899,0.070474502038266,0.234538219674278,0.172418058956666,0.196483633727837,0.365404022865249,0.285272373887622,0.221666848550058,0.414364069355628,0.356761762911887,0.180878411709358,0.267831841624769,0.346074217140227,0.500453713174053
14,Oracle,4950,14,Threshold 5,0,0,0,5,7.35988421804399,="+Infinity",,0.224352049332225,0.0735748136921757,0.233083414682568,0.174226297208421,0.203904682537001,0.36004563724309,0.286122675709194,0.22528832640765,0.414703863055237,0.361411020231571,0.179100845141008,0.271365010041436,0.347298666851685,0.500693776665273
14,Naive,4950,14,Threshold 5,970200,196,14,5,7.35987984291647,="+Infinity",,0.224890383583855,0.0728200027863579,0.231908287900211,0.174731962904289,0.204950991657512,0.345440855756451,0.286223248363427,0.224302267301823,0.414742680661462,0.368696353312515,0.178657418408775,0.260894696452041,0.346557614649143,0.50051340979077
14,Distance,4950,14,Threshold 5,1940596,872,14,5,7.35984305365302,="+Infinity",,0.255416555217423,0.0704849796270821,0.235017753826114,0.172893346689733,0.200764568747729,0.346782544833104,0.285107711321416,0.224548637098707,0.415027040301666,0.35806605934583,0.178676373406148,0.262241340761619,0.34690776993132,0.498315087023997
15,Value,4950,14,Threshold 5,1524860,813,11,5,7.11380535082117,="+Infinity",,0.225482464951767,0.0769472103131505,0.234792312118358,-0.0104462466044453,0.196169312156925,0.347188920458706,0.286131300881976,0.223399341980198,0.336585701038658,0.359956971192986,0.178436113323357,0.26168507057163,0.346123944072204,0.278968964520175
15,Vector,4950,14,Threshold 5,1296900,277,0,5,7.11379136882618,="+Infinity",,0.222956816084832,0.0783218548769895,0.23354655508605,0.00523382692077234,0.198169324731481,0.365377435662552,0.286916348874044,0.223332098443947,0.336021575023025,0.371451989027378,0.178555012840505,0.281012103717913,0.345766701874481,0.278354670309184
15,Oracle,4950,14,Threshold 5,0,0,0,5,7.11375983144006,="+Infinity",,0.223648848054069,0.0719478273560412,0.234904499751167,0.0161973432439027,0.204313721067848,0.354324039798584,0.286495732672677,0.22397726197913,0.336482907722541,0.358400198025691,0.177880576159808,0.274207897908781,0.345897899070764,0.278382266196175
15,Naive,4950,14,Threshold 5,1039500,210,15,5,7.11382203327963,="+Infinity",,0.256717703853568,0.0726273396862496,0.233890477773841,0.0156324175955689,0.199635682071431,0.355277362670947,0.286220159826556,0.224391636355207,0.336324235384197,0.357983972654907,0.176541781880303,0.269620554335319,0.347325317801676,0.278302953197411
15,Distance,4950,14,Threshold 5,2079210,934,15,5,7.11382065634028,="+Infinity",,0.224089299922582,0.0711285781349176,0.233307771225725,-0.0136668245262399,0.199398477219304,0.365043214729425,0.289447841236338,0.223069797587044,0.336186856228892,0.368998147594084,0.180559614831267,0.263408764616301,0.345693402649701,0.278268092538127
16,Value,4950,14,Threshold 5,1663474,877,12,5,7.01834159112259,="+Infinity",,0.258075085004222,0.0771333159686662,0.23268906679229,0.0116424109989737,0.209937773413628,0.350808968916198,0.130980759714234,0.223347717302104,0.336145925808964,0.322460444031648,0.177751310030828,0.21389567638829,0.373070845046712,0.278336201808017
16,Vector,4950,14,Threshold 5,1366200,292,0,5,7.01834573366598,="+Infinity",,0.221763541347528,0.0775175175751031,0.234920642081008,0.00603954296134646,0.206005690081852,0.349055173206025,0.128864068637597,0.225276073350088,0.336114119756715,0.322794448412424,0.181352737007757,0.212439655868351,0.373127972151735,0.279717565078244
16,Oracle,4950,14,Threshold 5,0,0,0,5,7.01832686648261,="+Infinity",,0.223115923613733,0.0779996500030791,0.232973923700726,-0.0149533505935722,0.203827002054396,0.365308633071479,0.13322070386414,0.223532323348834,0.336108295418327,0.368066787128058,0.179709337637036,0.214953603624352,0.373259408796343,0.278364423293922
16,Naive,4950,14,Threshold 5,1108800,224,16,5,7.01832425620314,="+Infinity",,0.221910933600157,0.0734035226381451,0.235161756714987,0.0159147681474821,0.205225522761339,0.347086886836237,0.129012758287672,0.223985682290206,0.336611845466834,0.322692736017999,0.178861959804522,0.217465842766984,0.372523596860589,0.278962477017245
16,Distance,4950,14,Threshold 5,2217824,998,16,5,7.0183221288239,="+Infinity",,0.222855361410225,0.0748359014534685,0.234090077170492,0.000298256850442158,0.208456052431046,0.346342069490987,0.128985256646061,0.223347810529376,0.336587915685541,0.323123261191711,0.181836506978556,0.216679429108837,0.372961448947635,0.278313275772078
17,Value,4950,14,Threshold 5,1802088,940,13,5,7.03237091820482,="+Infinity",,0.256085529311804,0.0756112990531363,0.233189713167903,0.0118141397933442,0.204439357227741,0.441015025448039,0.195710934560282,0.222992446806899,0.336345669044292,0.319426820553886,0.0891023565442453,0.0676088431439155,0.383221948330274,0.279052125556291
17,Vector,4950,14,Threshold 5,1445400,309,0,5,7.03251162009872,="+Infinity",,0.258022360609189,0.0707255900966572,0.234130726426983,-0.00704502932967443,0.206535023215281,0.440935238690628,0.193993612190496,0.223717467960654,0.336304615437996,0.323495761393971,0.0903818252005522,0.0603753699568443,0.382354241198897,0.280054453508853
17,Oracle,4950,14,Threshold 5,0,0,0,5,7.03251413859465,="+Infinity",,0.22156724996799,0.0717874456005916,0.233331609131099,0.00804800520097615,0.2051157714982,0.442221412922791,0.193749671031895,0.223895944564518,0.336811928847723,0.320667940346482,0.0878399968683112,0.0639254683864721,0.381585808037158,0.279088651154765
17,Naive,4950,14,Threshold 5,1178100,238,17,5,7.03249317371186,="+Infinity",,0.221954445535161,0.0772692230893028,0.233575005869398,0.0165213254547751,0.207712984959485,0.450143625638177,0.196260110299619,0.223339664898958,0.336299855567489,0.321967774093267,0.0913910073253135,0.0681835111895737,0.382774915980704,0.279779413217852
17,Distance,4950,14,Threshold 5,2356438,1061,17,5,7.03250894405608,="+Infinity",,0.224307446851398,0.0792833239380712,0.23348839150006,0.00930402747658832,0.204759253969641,0.445469071758424,0.19533979902063,0.223371472021981,0.33617687882986,0.323192345262399,0.0880265295357674,0.0642130351351824,0.382842383295412,0.280604165305164
18,Value,4950,14,Threshold 5,1940702,1004,14,5,6.78113379077945,="+Infinity",,0.217783957141322,0.0729505155381105,0.234436919909243,0.0145511899782775,0.206154961558809,0.444740249136785,0.196245545946795,0.223796714721431,0.293629061495906,0.436752252334074,0.0875179806989337,-0.0684947271756045,0.381757111591199,0.26434094955988
