LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Epsilon,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6
6,Distance,4950,6,Threshold 5,0,0,0,5,8.83309480932756,="+Infinity",,0.469586582249036,0.234035856043775,0.252332950214736,0.271018638024145,0.0636624805580084,0.538259175045454
7,Value,4950,6,Threshold 5,0,0,0,5,8.7110639340391,="+Infinity",,0.469420572942056,0.190745149698145,0.251929907708728,0.194257208379454,0.0631671958216913,0.539157325027304
7,Vector,4950,6,Threshold 5,0,0,0,5,8.71106880775088,="+Infinity",,0.469423343659088,0.191326061507937,0.251993818677008,0.194130570973527,0.0618819051067874,0.539218762786732
7,Oracle,4950,6,Threshold 5,0,0,0,5,8.71106263838922,="+Infinity",,0.46940094477857,0.190753953590303,0.251998241266975,0.194483026193595,-0.0626492726492245,0.538980358775589
7,Naive,4950,6,Threshold 5,207900,42,7,5,8.71105644022889,="+Infinity",,0.469588337486925,0.190775178040198,0.251961115295785,0.194084336944258,0.0610895958231339,0.539169353156552
7,Distance,4950,6,Threshold 5,0,0,0,5,8.71106298227544,="+Infinity",,0.469556635709949,0.19078726309985,0.251949515998348,0.19427511498408,0.06108699879195,0.539116963078172
8,Value,4950,6,Threshold 5,0,0,0,5,8.60035742137022,="+Infinity",,0.480020733826791,0.184379755600233,0.271061108515099,0.19426042992886,0.0610671013711936,0.538740609835344
8,Vector,4950,6,Threshold 5,0,0,0,5,8.60034078740628,="+Infinity",,0.480083554317389,0.184346669940481,0.2708849832092,0.193968265787646,0.0610460670419428,0.539187343813168
8,Oracle,4950,6,Threshold 5,0,0,0,5,8.60035133650595,="+Infinity",,0.480109412693579,0.184318260580213,0.27081760760521,0.194019723213401,0.0608857842606625,0.538568992390452
8,Naive,4950,6,Threshold 5,237600,48,8,5,8.60035601412045,="+Infinity",,0.479967604164116,0.184375125210551,0.271083726043472,0.194295678892317,0.0610921726357532,0.537998266721203
8,Distance,4950,6,Threshold 5,0,0,0,5,8.60034018646245,="+Infinity",,0.479938936756412,0.184227977430311,0.270913300115595,0.194042309460301,0.0618784344584071,0.537907856225331
9,Value,4950,6,Threshold 5,0,0,0,5,8.52314103579553,="+Infinity",,0.534992172527495,0.18107212863967,0.274426852342657,0.194068571686472,0.11858589967369,0.453548254435475
9,Vector,4950,6,Threshold 5,0,0,0,5,8.52310896159875,="+Infinity",,0.534851717151142,0.180524231755882,0.274358672582622,0.193959048985832,0.11843595298356,0.452713684683999
9,Oracle,4950,6,Threshold 5,0,0,0,5,8.52310392822663,="+Infinity",,0.534953056188883,0.180428247498128,0.27435404165378,0.194030854153922,0.118429916842274,0.453383276097654
9,Naive,4950,6,Threshold 5,267300,54,9,5,8.52314555748309,="+Infinity",,0.535059507683528,0.18046868460145,0.274334137488509,0.194163639247364,0.118371106073909,0.453509270951486
9,Distance,4950,6,Threshold 5,0,0,0,5,8.52307956931851,="+Infinity",,0.535145115633881,0.181087093646269,0.274375542132219,0.194057530811108,0.118426993868582,0.453245350999168
10,Value,4950,6,Threshold 5,0,0,0,5,8.50365551084013,="+Infinity",,0.535119163417008,0.17908320138028,0.274303094682935,0.193948694276486,0.125600837605376,0.453037071946767
10,Vector,4950,6,Threshold 5,0,0,0,5,8.5036199310354,="+Infinity",,0.53481933764273,0.17930583807059,0.274357785239914,0.193978133742078,0.125806188778157,0.453650633600674
10,Oracle,4950,6,Threshold 5,0,0,0,5,8.50361853456637,="+Infinity",,0.534588267531248,0.179176144422627,0.274361359137799,0.19423419518111,0.125763292842208,0.453017399497043
10,Naive,4950,6,Threshold 5,297000,60,10,5,8.50364739153731,="+Infinity",,0.535155005976762,0.179111153772638,0.27437298348427,0.194091470053564,0.125752222314787,0.453621187001389
10,Distance,4950,6,Threshold 5,0,0,0,5,8.50360699806886,="+Infinity",,0.535156840040429,0.179117052390211,0.274361583595777,0.194185233987213,0.126274848050585,0.453263271467421
11,Value,4950,6,Threshold 5,0,0,0,5,8.47085484639426,="+Infinity",,0.536646005871162,0.179189264295943,0.274622130048044,0.228435279009332,0.129529206829503,0.45368406334245
11,Vector,4950,6,Threshold 5,0,0,0,5,8.4708477313966,="+Infinity",,0.536524566470575,0.179186533323659,0.274667438250987,0.228797266560349,0.128862421782458,0.453587187643137
11,Oracle,4950,6,Threshold 5,0,0,0,5,8.47083846054875,="+Infinity",,0.536582197343208,0.179149559235881,0.274331542110005,0.228928973996091,0.128920563026512,0.453646674927313
11,Naive,4950,6,Threshold 5,326700,66,11,5,8.47083871744735,="+Infinity",,0.536381783207105,0.179147549236035,0.274313617154107,0.228597329616306,0.128905537267656,0.453599066593668
11,Distance,4950,6,Threshold 5,0,0,0,5,8.47084313217802,="+Infinity",,0.536658683203328,0.179170974068228,0.274264091560383,0.228662530664778,0.128836298014178,0.453600152067267
12,Value,4950,6,Threshold 5,0,0,0,5,8.39686681407322,="+Infinity",,0.553359306114544,0.179179274138662,0.299164356283157,0.200081750210742,0.128911098531276,0.449487692565782
12,Vector,4950,6,Threshold 5,0,0,0,5,8.39684671766713,="+Infinity",,0.553176497596056,0.179179200589431,0.299144374741616,0.20001746478637,0.128916855234323,0.449487634115556
12,Oracle,4950,6,Threshold 5,0,0,0,5,8.39689680485532,="+Infinity",,0.553279264990891,0.179196271976096,0.299133614288579,0.200314999961009,0.128926121725158,0.449616669444396
12,Naive,4950,6,Threshold 5,356400,72,12,5,8.3968971872864,="+Infinity",,0.553182288079711,0.179692260869928,0.299172104572236,0.20062948187514,0.128850089395968,0.541656959316143
12,Distance,4950,6,Threshold 5,0,0,0,5,8.39688656482947,="+Infinity",,0.553178818329556,0.179184497250517,0.299084044453735,0.199972490801386,0.129218671735984,0.449409904738005
13,Value,4950,6,Threshold 5,0,0,0,5,8.44387172791163,="+Infinity",,0.553234449386579,0.179172568783855,0.299114913699739,0.200131455703342,0.126901299014449,0.448898253471285
13,Vector,4950,6,Threshold 5,0,0,0,5,8.44386140683973,="+Infinity",,0.553305068409543,0.179344415582236,0.299328296561754,0.200074934557065,0.127002535936313,0.448906699924592
13,Oracle,4950,6,Threshold 5,0,0,0,5,8.4438742034946,="+Infinity",,0.553301436951614,0.179088312229737,0.299049849536573,0.200132004632366,0.127034362933188,0.448737431381332
13,Naive,4950,6,Threshold 5,386100,78,13,5,8.4436534835141,="+Infinity",,0.553311744442354,0.17913332013309,0.299076164832655,0.199963301499466,0.1274534854184,0.448194594168342
13,Distance,4950,6,Threshold 5,0,0,0,5,8.44365776389684,="+Infinity",,0.553191296868008,0.179140336026279,0.299129230290717,0.200150962592673,0.126926641469382,0.448787891058373
14,Value,4950,6,Threshold 5,4,5,0,5,8.36744103968154,="+Infinity",,0.553183300798125,0.179160027423265,0.299159470243112,0.213229434985649,0.182020287736236,0.44905009851243
14,Vector,4950,6,Threshold 5,19800,5,0,5,8.36743064932695,="+Infinity",,0.553278742030912,0.17920002863697,0.299065714226472,0.212829178452054,0.183169511424268,0.448778457413241
14,Oracle,4950,6,Threshold 5,0,0,0,5,8.36743807244829,="+Infinity",,0.55327411149824,0.179166232534158,0.299252910237755,0.213167469406429,0.182377468552588,0.448807609389519
14,Naive,4950,6,Threshold 5,415800,84,14,5,8.36744420444889,="+Infinity",,0.553167558552886,0.179205524674117,0.299130566712492,0.212835830538197,0.181985891218901,0.448944269382565
14,Distance,4950,6,Threshold 5,59406,29,1,5,8.36743107077878,="+Infinity",,0.553361317573817,0.179097116776163,0.299193299684063,0.212753870312326,0.18230897001439,0.449049779465824
15,Value,4950,6,Threshold 5,4,5,0,5,8.29232756417424,="+Infinity",,0.553195433091275,0.179142970886815,0.299046145648688,0.192830232973421,0.195218441610479,0.433180587742314
15,Vector,4950,6,Threshold 5,19800,5,0,5,8.29247181035208,="+Infinity",,0.55319607968714,0.179179521231774,0.299421957909189,0.192354800158782,0.194645836043236,0.433431236509364
15,Oracle,4950,6,Threshold 5,0,0,0,5,8.29247378273213,="+Infinity",,0.553178273771806,0.179316232150924,0.299112928102048,0.192485091747102,0.195194687137914,0.433529602905594
15,Naive,4950,6,Threshold 5,445500,90,15,5,8.29234281282315,="+Infinity",,0.553200141008475,0.179133180016905,0.299438131642233,0.193063368021029,0.19517873829534,0.433092102547775
15,Distance,4950,6,Threshold 5,59406,29,1,5,8.29247601642149,="+Infinity",,0.553206453473464,0.179180595154136,0.299197793411395,0.192394198328032,0.194658285179386,0.43344282245593
16,Value,4950,6,Threshold 5,59410,31,1,5,8.20887070447158,="+Infinity",,0.616780693736757,0.179143619096408,0.295497608607789,0.208177610684274,0.23871637950117,0.397485591049673
16,Vector,4950,6,Threshold 5,39600,10,0,5,8.20888488470064,="+Infinity",,0.616876663839648,0.179170723416334,0.295798702614206,0.20837615933668,0.198960493437156,0.397497989716129
16,Oracle,4950,6,Threshold 5,0,0,0,5,8.20888792156893,="+Infinity",,0.6168626523298,0.179154952601095,0.295372445895808,0.208256336298447,0.239334639962337,0.397795903933229
16,Naive,4950,6,Threshold 5,475200,96,16,5,8.20888636955144,="+Infinity",,0.616560769718845,0.179088014144625,0.295421249079993,0.208617772310049,0.19879141222124,0.397691923386489
16,Distance,4950,6,Threshold 5,59406,29,1,5,8.2088785404689,="+Infinity",,0.61688451000289,0.179376668393374,0.295439782213236,0.208738049809838,0.199538521175853,0.397355214573295
17,Value,4950,6,Threshold 5,59410,31,1,5,8.18315271471482,="+Infinity",,0.612226167279843,0.179087699489742,0.286301151800345,0.195016636408781,0.199158284868702,0.474161183639538
17,Vector,4950,6,Threshold 5,69300,17,0,5,8.18315433006028,="+Infinity",,0.612266798660386,0.17900689858979,0.286110409930316,0.195084751519815,0.198972716382428,0.473846352185276
17,Oracle,4950,6,Threshold 5,0,0,0,5,8.18314953395516,="+Infinity",,0.61231430123965,0.179067010565802,0.286171762502931,0.19506828231728,0.199106443150598,0.47415157305548
17,Naive,4950,6,Threshold 5,504900,102,17,5,8.21384390943163,="+Infinity",,0.61239592530417,0.179092460149519,0.286448303393954,0.195178415683486,0.198810766008947,0.474084121083251
17,Distance,4950,6,Threshold 5,59406,29,1,5,8.18331806681053,="+Infinity",,0.612205289745731,0.179558171681322,0.286518838781475,0.194778503898732,0.199194296635596,0.474260719811923
18,Value,4950,6,Threshold 5,59410,31,1,5,8.07608413305313,="+Infinity",,0.550285234751158,0.178412887894339,0.263943825894188,0.195044497536387,0.147779828067655,0.474282587755084
18,Vector,4950,6,Threshold 5,89100,22,0,5,8.0760701446293,="+Infinity",,0.550227546705145,0.178436090736852,0.264001936169322,0.194823013712153,0.148024196937769,0.473969303772307
18,Oracle,4950,6,Threshold 5,0,0,0,5,8.07606943409378,="+Infinity",,0.550288057314475,0.17867353671042,0.263832094274562,0.195641618973724,0.14787933262248,0.47407997668104
18,Naive,4950,6,Threshold 5,534600,108,18,5,8.07598273255928,="+Infinity",,0.550162732491557,0.178419957100616,0.263875494423104,0.194720071420903,0.147787376248189,0.474257719997638
18,Distance,4950,6,Threshold 5,59406,29,1,5,8.07597708729587,="+Infinity",,0.550110278264086,0.178445344714504,0.264064688057417,0.195075640216587,0.147848095730254,0.474326184420775
19,Value,4950,6,Threshold 5,59410,31,1,5,7.91139639427993,="+Infinity",,0.526913653311098,0.182747305628894,0.263935691286719,0.196503109542704,0.148929319436434,0.473884878932452
19,Vector,4950,6,Threshold 5,89100,22,0,5,7.91155817684164,="+Infinity",,0.526961285012902,0.182756686034196,0.264418161989582,0.196583721020659,0.148779422926722,0.473881287849963
19,Oracle,4950,6,Threshold 5,0,0,0,5,7.91154800072742,="+Infinity",,0.527081216732441,0.182737649980993,0.263964700822285,0.196705268089062,0.148905268660954,0.474060776387148
19,Naive,4950,6,Threshold 5,564300,114,19,5,7.91155987580329,="+Infinity",,0.52704166190486,0.18328851528635,0.26387094912819,0.196612083162123,0.149028335871506,0.474169460994901
19,Distance,4950,6,Threshold 5,118812,58,2,5,7.91155127497156,="+Infinity",,0.526847939019476,0.182857309036095,0.264220848312391,0.196525976712621,0.14833860011349,0.474261620044146
20,Value,4950,6,Threshold 5,59410,31,1,5,7.8781671140339,="+Infinity",,0.537937127625909,0.199495455521756,0.263934180901728,0.24714616954914,0.148515618492524,0.484981261025666
20,Vector,4950,6,Threshold 5,108900,27,0,5,7.87765967706289,="+Infinity",,0.537986542437366,0.199203619099933,0.264061465300557,0.247251894231084,0.14884742314193,0.485044826669352
20,Oracle,4950,6,Threshold 5,0,0,0,5,7.8777031439548,="+Infinity",,0.538099378271738,0.199153421754062,0.263930358033917,0.247095815836673,0.148855356861361,0.485088367644707
20,Naive,4950,6,Threshold 5,594000,120,20,5,7.87784731149767,="+Infinity",,0.537711685587269,0.199165355763313,0.263966014930887,0.247051207693971,0.149179749676335,0.485198408849072
20,Distance,4950,6,Threshold 5,118812,58,2,5,7.87769458675551,="+Infinity",,0.538130915057096,0.199237338007336,0.264000825685429,0.247530068348567,0.14895408129766,0.484936024661835
21,Value,4950,6,Threshold 5,59418,42,1,5,7.75493038979964,="+Infinity",,0.537986449621073,0.199187619962103,0.264441914910762,0.238995205762819,0.216034975445069,0.495085034317185
21,Vector,4950,6,Threshold 5,128700,32,0,5,7.75515920533712,="+Infinity",,0.537948357247743,0.199201088923701,0.264257619099709,0.239378439641399,0.216603573317471,0.495281415104571
21,Oracle,4950,6,Threshold 5,0,0,0,5,7.75504212931553,="+Infinity",,0.537701259239526,0.199197106828422,0.264126201781025,0.239126910112674,0.234073613173166,0.495091201852972
21,Naive,4950,6,Threshold 5,623700,126,21,5,7.7551821113512,="+Infinity",,0.537814264945681,0.199201941963295,0.263946813155286,0.239173139816771,0.216975067919535,0.495104831636539
21,Distance,4950,6,Threshold 5,118812,58,2,5,7.75513746152744,="+Infinity",,0.537944700393453,0.199184761503531,0.263934637561007,0.238738971865061,0.213703451393954,0.495184917648018
22,Value,4950,6,Threshold 5,59422,47,1,5,7.73961247873592,="+Infinity",,0.503322188560233,0.199144963234303,0.263748248392943,0.241964487041358,0.12045064432445,0.486855367779654
22,Vector,4950,6,Threshold 5,148500,37,0,5,7.73963412619862,="+Infinity",,0.503614388414746,0.199180702553519,0.264132864369145,0.241524640708434,0.121656409923631,0.486786853295129
22,Oracle,4950,6,Threshold 5,0,0,0,5,7.73962495710735,="+Infinity",,0.50351644147419,0.199181810936253,0.264232132914131,0.241568868038769,0.120622892927642,0.486971124674042
22,Naive,4950,6,Threshold 5,653400,132,22,5,7.73964018904854,="+Infinity",,0.503377935681016,0.199130449146267,0.263975103584187,0.241589697311724,0.120581358901347,0.486799187726916
22,Distance,4950,6,Threshold 5,118812,58,2,5,7.73961379776071,="+Infinity",,0.503274284523911,0.199476441728393,0.263937090483964,0.242244127708474,0.120601577250895,0.486866862138825
23,Value,4950,6,Threshold 5,59426,52,1,5,7.68989780025973,="+Infinity",,0.489039512384977,0.199211358666304,0.264273672197646,0.241055515585771,0.120204069029413,0.486736466325425
23,Vector,4950,6,Threshold 5,148500,37,0,5,7.68988749024697,="+Infinity",,0.488894851942007,0.199108650690377,0.263953932357978,0.241720589877815,0.120581148734871,0.486968698799842
23,Oracle,4950,6,Threshold 5,0,0,0,5,7.68988481113053,="+Infinity",,0.489227600601382,0.199171585731492,0.264298329798805,0.241693723354231,0.120602168782355,0.486985617010433
23,Naive,4950,6,Threshold 5,683100,138,23,5,7.68989932875421,="+Infinity",,0.48902242390426,0.199173373159681,0.26396276314108,0.241462004314158,0.120641628722453,0.486808835118907
23,Distance,4950,6,Threshold 5,118812,58,2,5,7.68987142787779,="+Infinity",,0.488960601658277,0.19927303910336,0.264386030820532,0.241567331621482,0.121190184170601,0.486844919382136
24,Value,4950,6,Threshold 5,118832,79,2,5,7.60257011669846,="+Infinity",,0.489263268667088,0.199149068111893,0.263916626795108,0.168066319144302,0.128102130653389,0.489042576018861
24,Vector,4950,6,Threshold 5,168300,42,0,5,7.60262174135471,="+Infinity",,0.489067331948831,0.199122855660761,0.263899342829873,0.168191833272786,0.128483762354278,0.48888990387195
24,Oracle,4950,6,Threshold 5,0,0,0,5,7.60261277388246,="+Infinity",,0.489033148363916,0.199181229506237,0.263994918179591,0.1679355522203,0.128374957209587,0.489087638886573
24,Naive,4950,6,Threshold 5,712800,144,24,5,7.60261013055995,="+Infinity",,0.489236895066128,0.199202489720221,0.263999772862761,0.168890936842189,0.128243700349273,0.488968342206235
24,Distance,4950,6,Threshold 5,178218,86,3,5,7.60262520549702,="+Infinity",,0.48900591369204,0.199182378549295,0.263994783807235,0.168708571101021,0.128426613350697,0.488988087626836
25,Value,4950,6,Threshold 5,118832,79,2,5,7.5660824003176,="+Infinity",,0.498264342999917,0.186755905846198,0.263945575017061,0.167722341218507,0.128392364086849,0.488939280070355
25,Vector,4950,6,Threshold 5,168300,42,0,5,7.56609412887744,="+Infinity",,0.498261668317696,0.186725752133128,0.263940913662864,0.168445464337523,0.129307186110807,0.489012299814178
25,Oracle,4950,6,Threshold 5,0,0,0,5,7.56609417567989,="+Infinity",,0.498461211276776,0.186726896722874,0.264411872920661,0.167995754293756,0.128463504172913,0.489046618862361
25,Naive,4950,6,Threshold 5,742500,150,25,5,7.56605045524017,="+Infinity",,0.498254042674887,0.186746284702011,0.263957748156784,0.167983599290565,0.128196654544581,0.488998794388266
25,Distance,4950,6,Threshold 5,178218,86,3,5,7.56611025748275,="+Infinity",,0.498262594816296,0.186704124082226,0.263968129113337,0.167818429531721,0.128386287008524,0.488988341180956
26,Value,4950,6,Threshold 5,118832,79,2,5,7.57771646842332,="+Infinity",,0.498332434958471,0.104970679586032,0.281117899526805,0.168145112389524,0.128395028561826,0.488978697828202
26,Vector,4950,6,Threshold 5,168300,42,0,5,7.57526851023809,="+Infinity",,0.498362911165231,0.105049657066374,0.281184478855309,0.167662517915119,0.128297365498454,0.489023982067636
26,Oracle,4950,6,Threshold 5,0,0,0,5,7.57775926366915,="+Infinity",,0.49824404466402,0.105010905468916,0.281278032318212,0.167687756356997,0.128585152320156,0.488975368675767
26,Naive,4950,6,Threshold 5,772200,156,26,5,7.57559330883875,="+Infinity",,0.498237211644593,0.105033567065064,0.281078193721001,0.168944060828096,0.128338634065372,0.488972344622326
26,Distance,4950,6,Threshold 5,178218,86,3,5,7.57535107486002,="+Infinity",,0.4982519352167,0.105036816980672,0.281081482688876,0.167959413145226,0.12856372231434,0.488950058055096
27,Value,4950,6,Threshold 5,118832,79,2,5,7.47804831947894,="+Infinity",,0.49618076656985,0.105005582967081,0.281410697313078,0.167044209484587,0.0607201077170458,0.488923637436429
27,Vector,4950,6,Threshold 5,168300,42,0,5,7.47805775711738,="+Infinity",,0.496185051531057,0.106224214737836,0.281131640143286,0.167099621713007,0.0608578323701465,0.488934052172283
27,Oracle,4950,6,Threshold 5,0,0,0,5,7.47740100452209,="+Infinity",,0.49619203444621,0.105032280828169,0.281527017556328,0.168123835966085,0.0607655016930693,0.488947240637202
27,Naive,4950,6,Threshold 5,801900,162,27,5,7.47816248366782,="+Infinity",,0.496135624445415,0.105125859425272,0.281135319310195,0.16710082485865,0.0619117888636112,0.488926614315204
27,Distance,4950,6,Threshold 5,178218,86,3,5,7.4780601992488,="+Infinity",,0.496008673903518,0.105028703923736,0.281073838026714,0.166925885206894,0.0624521353283143,0.4889615032086
28,Value,4950,6,Threshold 5,118832,79,2,5,7.39586242790381,="+Infinity",,0.457099066739332,0.104954172632176,0.281076319816776,0.148963373102063,0.0679981239405549,0.471565239312454
28,Vector,4950,6,Threshold 5,188100,47,0,5,7.39584597470716,="+Infinity",,0.45738012696826,0.10500137299303,0.281246269539579,0.148501096369174,0.0681382901432954,0.471747892596568
28,Oracle,4950,6,Threshold 5,0,0,0,5,7.39585153808238,="+Infinity",,0.457371015638302,0.106135826561882,0.281131081650429,0.148220969671655,0.0679637159404507,0.471519385486033
28,Naive,4950,6,Threshold 5,831600,168,28,5,7.47096256573595,="+Infinity",,0.457406137672663,0.105029498525596,0.281106208486165,0.149501361593039,0.0683172543892994,0.471521312471495
28,Distance,4950,6,Threshold 5,178218,86,3,5,7.39584884208206,="+Infinity",,0.457586422919348,0.105002102215323,0.281140527376692,0.149430767617588,0.0679448228734572,0.471756053304759
29,Value,4950,6,Threshold 5,118832,79,2,5,7.37795626950761,="+Infinity",,0.45694037908423,0.105010231810212,0.281112655178518,0.149298778952257,0.067954133883191,0.471556351047809
29,Vector,4950,6,Threshold 5,188100,47,0,5,7.37782513723987,="+Infinity",,0.45707730094901,0.105075196546196,0.281099274864346,0.148622106714626,0.0678970316116221,0.471573850279739
29,Oracle,4950,6,Threshold 5,0,0,0,5,7.37751292444436,="+Infinity",,0.456799651764783,0.10501555476381,0.281150790768493,0.148592472894975,0.068140012833851,0.471453538319309
29,Naive,4950,6,Threshold 5,861300,174,29,5,7.37747275886957,="+Infinity",,0.457153079556889,0.104994112813628,0.281090614904073,0.148356116634119,0.0685370609920142,0.471746820870237
29,Distance,4950,6,Threshold 5,178218,86,3,5,7.37794725608336,="+Infinity",,0.457162402084222,0.104995484388198,0.281138123850312,0.148779233836763,0.0680516590639542,0.471586652568647
30,Value,4950,6,Threshold 5,118838,87,2,5,7.15174522932557,="+Infinity",,0.459018607055029,0.107662924561026,0.309638350203045,0.148151537414293,0.015107437337349,0.490073988750765
30,Vector,4950,6,Threshold 5,227700,56,0,5,7.15173180226154,="+Infinity",,0.458703746187993,0.107718360665558,0.309898736190092,0.148125086596892,0.0170655349890012,0.4899210827856
30,Oracle,4950,6,Threshold 5,0,0,0,5,7.15168834017419,="+Infinity",,0.458940093003761,0.107912055141995,0.309540929748735,0.149579726612458,0.017041909899163,0.48995817583257
30,Naive,4950,6,Threshold 5,891000,180,30,5,7.15173481193101,="+Infinity",,0.458904932422186,0.108577993153787,0.309542268877607,0.148261446599946,0.0148179169069778,0.489854014030854
30,Distance,4950,6,Threshold 5,237624,115,4,5,7.15174875450607,="+Infinity",,0.458916999710397,0.107687669477812,0.309545275253669,0.148424803669968,-0.0227914741716404,0.489934743522142
31,Value,4950,6,Threshold 5,118842,92,2,5,7.11620552097918,="+Infinity",,0.510336239018898,0.106450520979379,0.308703173582089,0.148386064860318,0.0171624381933242,0.489953061700234
