LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Epsilon,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9,Server 10,Server 11,Server 12,Server 13,Server 14,Server 15,Server 16,Server 17,Server 18
8,Oracle,4950,18,Threshold 5,0,0,0,5,7.42526505435508,="+Infinity",,0.0136164726676355,0.433773031419165,0.376175309547932,0.557921186993724,0.230180687981388,0.164731596133493,0.122535143442477,0.322386500960661,0.435878289197902,0.0864307565116462,0.390316024975249,0.401853562672613,-0.00134575977337192,0.247431018814638,0.530174988052465,0.226265071633037,0.147052021307061,0.0640387134608034
8,Naive,4950,18,Threshold 5,712800,144,8,5,7.42524913182989,="+Infinity",,0.0307547993663206,0.433819611377444,0.43020816413555,0.556820048807708,0.229849063857188,0.122838535010175,0.119772701366898,0.316537433256585,0.435480801282438,0.0402435442590416,0.389369540813519,0.40234238097112,-9.46658978762116E-05,0.245740879365741,0.530443613392876,0.229706977102055,0.147585949415799,0.0645926413536131
8,Distance,4950,18,Threshold 5,1425744,655,8,5,7.42527961358017,="+Infinity",,0.0286136440272173,0.433529717812036,0.378947090324871,0.558641304275113,0.229706410134341,0.126669035051677,0.117460550121081,0.321772626568645,0.435288596243012,0.0400159210184938,0.388973937648842,0.401659180518351,0.000155211945454425,0.24689365942497,0.529461465853586,0.225814794301925,0.148737991388145,-0.0656728722038764
9,Value,4950,18,Threshold 5,1425780,699,8,5,7.32202964119817,="+Infinity",,0.11683984598929,0.433655286872309,0.375524738390439,0.557852344997528,0.230060461714658,0.164961922210622,0.100255255434277,0.320290962087384,0.4347308766731,-0.0357259368309286,0.507268639937578,0.401558137352595,0.000655202313694758,0.192383739229911,0.530791718970917,0.177562527292963,0.149313554080351,0.0615832696247764
9,Vector,4950,18,Threshold 5,831600,177,0,5,7.32203898412907,="+Infinity",,0.115590960237853,0.433748083026984,0.375653608646132,0.556391502097355,0.230695833182423,0.122623829982146,0.103015338082358,0.316729747106464,0.434392555441676,-0.0393929236608841,0.388825258939832,0.400888417020539,-0.002988959143579,0.197393027089049,0.530393155420711,0.176176177003612,0.151531263784292,0.0628786241113772
9,Oracle,4950,18,Threshold 5,0,0,0,5,7.32205423469729,="+Infinity",,0.120728837464682,0.433755043729491,0.378968518443855,0.557872189044872,0.229882303357428,0.117249503793275,0.0993394943062782,0.321677094310061,0.435061791735635,0.0427541529313942,0.388701252807962,0.400673351200965,-0.000572369756667968,0.194852433371778,0.529341105799702,0.169646318067436,0.150427830663148,-0.0675461765651164
9,Naive,4950,18,Threshold 5,801900,162,9,5,7.32206084801078,="+Infinity",,0.12017395364191,0.433745623116067,0.379024706878397,0.556745186714451,0.229681428702335,0.125388018564308,0.0988641996339226,0.322220047358798,0.435126225970862,0.030005613340677,0.388835008101111,0.40223021408049,0.000750066053470277,0.192527426384373,0.530519258492873,0.17432748382879,0.150609382031561,0.0587186142148823
9,Distance,4950,18,Threshold 5,1603962,735,9,5,7.32206308770736,="+Infinity",,0.116074595577942,0.433853700990525,0.375325576014959,0.557546272566086,0.230372730589551,0.165606132192877,0.0994361891132058,0.321887803628471,0.436079804649552,0.0422836060503329,0.389878350743473,0.401633114664023,0.000511580803618017,0.194129066065813,0.530711387248402,0.177477510669235,0.149584753430773,0.0636242884934433
10,Value,4950,18,Threshold 5,1603998,779,9,5,7.14908483081332,="+Infinity",,0.119879557876033,0.433937126516966,0.330040510192077,0.556527198846098,0.518605338566843,0.210834867483811,0.0991657122223586,0.323284579542147,0.435131771801167,0.0441741009448435,0.39077851728652,0.403140788225585,3.9195011765969E-05,0.194449669274704,0.529247174612649,0.176694040776169,0.0240351074105405,0.0629182140262827
10,Vector,4950,18,Threshold 5,940500,200,0,5,7.14907576200572,="+Infinity",,0.116145200833145,0.433804712118175,0.328609301889259,0.557547202108864,0.518179086496758,0.246415615589513,0.104923818395932,0.322975687088558,0.435359419341495,0.0333612868783604,0.389327306291477,0.403595491172453,0.00120256421980969,0.196945490581513,0.529043047794019,0.174363044927929,-0.0286350621053231,0.0633109979701203
10,Oracle,4950,18,Threshold 5,0,0,0,5,7.14909281059303,="+Infinity",,0.120110191323064,0.433775151081676,0.326863150005153,0.556174050229259,0.518180042448208,0.208087830403969,0.0999313680587193,0.319148143564249,0.435458688436739,0.0385684478339101,0.389805835461829,0.403189367425028,-0.000116116304369029,0.193785262712396,0.528840297824161,0.176681693751092,0.0113848580205342,0.0659453056675403
10,Naive,4950,18,Threshold 5,891000,180,10,5,7.14909024877953,="+Infinity",,0.119097534876559,0.433560758150577,0.431601999387695,0.557039960293352,0.517890832067962,0.211673133284478,0.103382569334528,0.319418229435044,0.435790224148988,0.0437966309708173,0.390303411427055,0.401669140451432,-0.000143202918152951,0.197245865508776,0.530585468085363,0.171228930216458,-0.0275242724725189,0.0633000916721471
10,Distance,4950,18,Threshold 5,1782180,815,10,5,7.14908985522459,="+Infinity",,0.119523414050704,0.433642767676588,0.3260912707036,0.557757333807118,0.518776540037535,0.21091287019884,0.0997597434722763,0.318447582062362,0.435786911434022,0.0434314659450052,0.389898340426328,0.40113883438363,-5.46495610365128E-05,0.192791128592773,0.528911731732293,0.173585983566042,0.030584512370595,0.0624734223639791
11,Value,4950,18,Threshold 5,1782216,858,10,5,6.92566648227384,="+Infinity",,0.122591186042371,0.229985560005758,0.329199347410963,0.558240899694084,0.518477483720034,0.205280909037256,0.100071160283107,0.194310248082061,0.434865796701558,0.10345964262595,0.388820650226805,0.454049409694406,0.197639242945982,0.197298461723179,0.528206326478937,0.173486412486454,0.0219615171113503,0.0635556948714395
11,Vector,4950,18,Threshold 5,1059300,225,0,5,6.92569627642956,="+Infinity",,0.116020443377849,0.230105577409674,0.325604570046082,0.556549862998111,0.518365881702948,0.205041545324335,0.0989082156229131,0.193433993414388,0.436036609902814,0.104178810730673,0.390226447233744,0.453920485244154,0.200144914127449,0.196525686102532,0.530272861770712,0.174501647265529,0.010967897816343,0.0613257684818791
11,Oracle,4950,18,Threshold 5,0,0,0,5,6.92570141820322,="+Infinity",,0.117523776595405,0.433115845768469,0.328908901937069,0.55573334228832,0.519136826068731,0.204600240215584,0.0989677647199443,0.19366878740874,0.43490012110675,0.0995682711336912,0.505558812245894,0.455415254013815,0.199369557760505,0.197101829408126,0.530347649546215,0.172987274259299,-0.0309402384692561,0.0610935799073218
11,Naive,4950,18,Threshold 5,980100,198,11,5,6.92568243033537,="+Infinity",,0.118965120509444,0.228449554728655,0.327665611272735,0.559128915571634,0.518569982572373,0.208464920296635,0.0990126117119701,0.193436619223277,0.434955042366923,0.103314121160167,0.389214819437186,0.455516324506846,0.200206985162126,0.196900949730875,0.530326415893569,0.176704194862396,0.0254897533328631,0.0626502161095175
