LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Epsilon,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9,Server 10,Server 11,Server 12,Server 13,Server 14,Server 15,Server 16
16,Oracle,4950,16,Threshold 5,0,0,0,5,5.58363188958995,="+Infinity",,0.0215068019754199,-0.0188763078226231,0.188541046178941,0.185221307264527,0.216824816988748,0.571614553552692,0.0352301507649884,0.258771315375441,0.27248488399978,0.31937518450863,0.140012457328709,0.300640606218735,0.252175302430544,0.0177285853248605,-0.00625021527405067,0.489342144832335
16,Naive,4950,16,Threshold 5,1267200,256,16,5,5.58362365917074,="+Infinity",,-0.0117089426727688,0.0184479813883627,0.193088221560629,0.186023222166895,0.214592183809103,0.571956856386777,0.0353992091382196,0.258601857721587,0.248030221475815,0.320388220805967,0.142037523780473,0.30415131540623,0.251879548337556,0.0175634268484544,-0.00464396955896973,0.489565686279988
16,Distance,4950,16,Threshold 5,2534656,1146,16,5,5.58366561562929,="+Infinity",,-0.0247993668371578,-0.0156733955151225,0.190036342846781,0.183063926803527,0.241079073428338,0.571621225573168,0.0355909910673518,0.258729730542655,0.245092012148646,0.319292444280052,0.14044459252041,0.30284178519635,0.25190493353297,0.0175343311358063,-0.00503911833321524,0.489792447087183
17,Value,4950,16,Threshold 5,2693072,1218,17,5,5.558464403465,="+Infinity",,0.0183361368227537,0.00500354942144554,0.189109692711355,0.18563080158826,0.214577310933706,0.339721125949353,0.0508636441885244,0.143629721093191,0.0090453514456641,0.319343194594211,0.14182025772854,0.303517545847143,0.251816877680866,0.0167372248819504,-0.000203936277145544,0.488920579264061
17,Vector,4950,16,Threshold 5,1613700,347,0,5,5.55846819509701,="+Infinity",,0.0261434328792376,0.00339861408878051,0.190019102906049,0.185142813381759,0.219896719213835,0.340253436271439,0.0376891031909992,0.1443029752473,-0.0250733315171061,0.319183707761027,0.141259601620092,0.302513998297968,0.254466211240171,-0.000883410429594278,0.00654477878146054,0.489198212032704
17,Oracle,4950,16,Threshold 5,0,0,0,5,5.55847064880749,="+Infinity",,0.025998113856275,0.00643281491966263,0.191227783677419,0.186955991864664,0.21297280846953,0.340461595584571,0.0492210406696785,0.14442130813238,-0.0167857936719997,0.3194419300237,0.140698295050399,0.302746013582393,0.254521943107065,0.00644211082375534,-0.00503256929351892,0.489097659113199
17,Naive,4950,16,Threshold 5,1346400,272,17,5,5.55843987662051,="+Infinity",,0.0258644175727483,0.0163064916607709,0.192359131746642,0.186336234739045,0.213851173901546,0.341090726409078,0.0390717778201406,0.143121129346071,0.000146393139516476,0.319734749701055,0.142840541506672,0.301686800524266,0.252064757928153,-0.0165182851058603,-0.00517165247623552,0.489761443300239
17,Distance,4950,16,Threshold 5,2693072,1218,17,5,5.55845327190148,="+Infinity",,0.0233890379500679,-0.000550395600981801,0.189937240720866,0.1851671928831,0.21394179127762,0.340487153768265,0.0397187218598987,0.144688797013359,0.0235038546060196,0.319626908711726,0.138713405390646,0.30298133451123,0.252730558089425,0.0115459980297885,-0.00671005013299464,0.489318374412335
18,Value,4950,16,Threshold 5,2851488,1289,18,5,5.54110200006873,="+Infinity",,0.00566189938409423,0.10679358745071,0.190451008466795,0.18878333040918,0.244538211664263,0.342090899492277,0.132573380108553,0.144620380597161,-0.00977662632408283,0.348011373951721,0.140826059742025,0.302937865690637,0.253668572679388,0.116961245089541,0.00398815441874945,0.489431085959765
18,Vector,4950,16,Threshold 5,1722600,371,0,5,5.58748373394722,="+Infinity",,0.02546513072717,0.103990966134404,0.190131540235441,0.18654189869676,0.245778286581967,0.339575781055231,0.132080208724574,0.143421343007901,0.0248181859395658,0.349004456603566,0.141691939480594,0.300281080074811,0.252456973513148,0.114624192283927,0.00134216794394604,0.488932246760015
18,Oracle,4950,16,Threshold 5,0,0,0,5,5.54109485078196,="+Infinity",,0.00696256529464279,0.104525623361795,0.189154322938421,0.184979495488605,0.213994408500781,0.340972584743682,0.135593029601111,-0.143817808331988,0.00367402482453372,0.348879811433065,0.14083231828306,0.302808446199251,0.252742856534368,0.113512996266877,-0.00458662797852583,0.489406151654407
18,Naive,4950,16,Threshold 5,1425600,288,18,5,5.54109898375258,="+Infinity",,0.0266271076542068,0.108351699413419,0.191889713628797,0.188160647836554,0.214580512782021,0.340950747151268,0.135756571980792,0.144683360948775,0.0383381558446558,0.348677594461108,0.141548802861166,0.303893711894005,0.252528938161973,0.112491191474561,0.00684710237359809,0.488992919581293
18,Distance,4950,16,Threshold 5,2851488,1289,18,5,5.54109812374372,="+Infinity",,0.0263940713324473,0.106309710315912,0.19106696544047,0.184717018440708,0.215021337374935,0.340330624309487,0.133837336259532,0.141889867539973,0.00808808798278449,0.347976747912341,0.1407746714263,0.302735976618536,0.255436824449617,0.11226993588906,0.000497514022328005,0.489736959448678
19,Value,4950,16,Threshold 5,3009904,1360,19,5,5.37609068736688,="+Infinity",,0.195558411277716,0.107571924522276,0.189140860262526,0.187763246715662,0.222268942887681,0.340970036255044,0.142352694669967,0.14269009791218,0.0139139953432448,0.348205783783243,0.140982822814649,0.273018455019113,0.252508767543958,0.112840040485722,0.222848427244685,0.538672937833141
19,Vector,4950,16,Threshold 5,1801800,410,1,5,5.37610911080743,="+Infinity",,0.195567042013977,0.10706123796686,0.189992445400421,0.188744046768988,0.218658497169969,0.340671642426003,0.140873978225827,0.142042452283818,0.0110484059776041,0.348007955755378,0.141443140422723,0.277182916383381,0.252444001540113,0.11362418656752,0.225508220422725,0.538725199376216
19,Oracle,4950,16,Threshold 5,0,0,0,5,5.37608638483556,="+Infinity",,0.196542180785087,0.106194916535657,0.193197892568406,0.186559489177029,0.215553597335557,0.341090386166783,0.141666134897406,0.142669216827471,0.0121425606158283,0.348268886417316,0.141623067665961,0.298078334214253,0.253237840074078,0.11644295524242,0.223799940088355,0.538755758654929
19,Naive,4950,16,Threshold 5,1504800,304,19,5,5.37605854287733,="+Infinity",,0.195537997901155,0.108499014916077,0.189732151103939,0.188069602306669,0.215972231678478,0.340843079366664,0.143294511587172,0.144041189724078,0.0116317553030427,0.348058298549105,0.138668863752329,0.271166849415252,0.253163498602049,0.116078866850117,0.2235283045014,0.539039463200695
19,Distance,4950,16,Threshold 5,3009904,1360,19,5,5.37610475637463,="+Infinity",,0.197853290496084,0.107096364048118,0.191417409101405,0.184051544965186,0.213858357259156,0.340070336427161,0.14111672395552,0.144063660570666,0.0134359338573375,0.347932261005298,0.140036419767767,0.268995473631122,0.254762286916971,0.115107007579624,0.222907632721288,0.538200719152343
20,Value,4950,16,Threshold 5,3168320,1435,20,5,5.20785333119294,="+Infinity",,0.197475792554528,0.107190795529618,0.188268314476318,0.186794012480945,0.216004513309642,0.339920609362792,0.0444768563959173,0.139769961882592,0.0151138100813739,0.348252248943496,0.141941045724678,0.303017402298565,0.350747440217972,0.115230862535682,0.283565344759737,0.538786474893968
20,Vector,4950,16,Threshold 5,1910700,438,1,5,5.20720932697328,="+Infinity",,0.197798680868459,0.108182067019442,0.190468046379365,0.187817627683771,0.221003675313355,0.340604018432245,0.0402758407006729,0.139233055044357,-0.0125598670568792,0.348341696415233,0.140929674300295,0.295951955687642,0.351156444134318,0.116625884843728,0.283109422183216,0.538344014151036
20,Oracle,4950,16,Threshold 5,0,0,0,5,5.20781804808217,="+Infinity",,0.195684220248324,0.107139701778905,0.187560506075442,0.187214779501474,0.213554432920176,0.340431467453627,0.0401504500796221,0.138721775761724,-0.0161514263856049,0.347936590655195,0.140738102192429,0.276426916331687,0.350310767291873,0.114779948790371,0.283357152003092,0.538280964708534
20,Naive,4950,16,Threshold 5,1584000,320,20,5,5.20789908294449,="+Infinity",,0.196801242665771,0.10573126379164,0.188389179614546,0.184455102565011,0.243423118066204,0.340735434502434,0.0401783258788413,0.140994397980649,-0.0109941265796323,0.347997526341459,0.138908040756547,0.303877118610274,0.350574033139509,0.115258650433091,0.283651259950744,0.538417454096646
20,Distance,4950,16,Threshold 5,3168320,1435,20,5,5.20784523174045,="+Infinity",,0.196431213800821,0.105460749848419,0.191779188752136,0.187303389859778,0.214651577575694,0.340023972670849,0.0399541409895221,0.139150559518754,-0.00932781215018963,0.348026725250108,0.141619385596272,0.275543318182756,0.352107341809742,0.115296102993113,0.284689151406994,0.538210726772732
21,Value,4950,16,Threshold 5,3326736,1506,21,="-Infinity",4.93532743706159,5,,0.389571806658992,0.106067295374061,0.189323615984264,0.185674366541008,0.148703989895537,0.340797531827391,0.0402657952136281,0.167220763886064,0.0208931421862673,0.348345489972942,0.139821193281136,0.297410156650514,0.328001909138692,0.137305103734292,0.283187965681933,0.538289224311598
21,Vector,4950,16,Threshold 5,1989900,477,2,="-Infinity",4.93539728870716,5,,0.389912510797473,0.104947969396576,0.190058899119705,0.188325128815904,0.150127017477601,0.340796988953528,0.0429535514057022,0.166691890792393,0.0191844007333088,0.347962181233058,0.140952211760592,0.300446500092747,0.324306239273028,0.134982159510301,0.282659530198188,0.538449438946799
21,Oracle,4950,16,Threshold 5,158400,32,1,="-Infinity",4.93534420019746,5,,0.389498068879817,0.105329785930223,0.187641198763615,0.186157028706319,0.148679925098591,0.341002931140224,0.0401345967137701,0.166715388805002,-0.00750744398601455,0.349022891139356,0.141329928592043,0.277118292091345,0.328394475297912,0.137240145880895,0.284746546412819,0.53827590362917
21,Naive,4950,16,Threshold 5,1663200,336,21,="-Infinity",4.93529909133308,5,,0.389335734312297,0.108243678779431,0.190630494626049,0.184680375177166,0.151808736734111,0.340525739897473,0.0386846406824617,0.168762166283088,0.0336026705728898,0.347814437072586,0.14168124674319,0.276739113804581,0.383315639508496,0.135137940234387,0.284544095574759,0.538468113789293
21,Distance,4950,16,Threshold 5,3326736,1506,21,="-Infinity",4.93527459239893,5,,0.389763718087096,0.105163548148312,0.187864019086319,0.187069567585169,0.148314079710985,0.340351333879269,0.0385220414962646,0.167643902996574,0.0070393303464158,0.347990377782935,-0.141637694651223,0.277291414599503,0.327386439454955,0.135885323095863,0.284036967233789,0.538747699970358
