LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Epsilon,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9,Server 10,Server 11,Server 12,Server 13,Server 14,Server 15,Server 16
6,Distance,4950,16,Threshold 5,950496,433,6,5,7.52227694814016,="+Infinity",,0.184909056698629,0.209504108755155,0.228944582173042,0.147259636764389,0.249363581825122,0.382362588554656,-0.0464774486455326,0.303299970999731,0.300663011839802,0.270266398255743,0.112770275826037,0.255328916465118,0.229788438114866,0.134271582599496,0.321572107791695,0.404209521087168
7,Value,4950,16,Threshold 5,1108912,507,7,5,7.49018992895704,="+Infinity",,-0.00822246533597593,0.0469428428160938,0.228608351091708,0.154233986706501,0.248675101739011,0.382727425824271,0.0454771184308953,0.305247777658082,0.300439270671845,0.271259019469213,0.112700647067612,0.252747373686589,0.112078588001268,0.119454702982807,0.397708910635444,0.406533590465955
7,Vector,4950,16,Threshold 5,594000,127,0,5,7.49018793552749,="+Infinity",,0.00710624265829551,0.0560213576447666,0.22542480040768,0.1480640039359,0.24314963926102,0.382386001267392,0.0447364941927901,0.305601443475737,0.300665795592323,0.269476679167298,0.111766091012754,0.253102343250262,0.112427887199971,0.121759079647902,0.395540431359635,0.403392787004378
7,Oracle,4950,16,Threshold 5,0,0,0,5,7.49017814024134,="+Infinity",,0.0181944341799323,0.049794392317736,0.224629486012674,0.147989095328754,0.247563437204107,0.382604077064201,-0.0487401701361421,0.305779255449337,0.300086097467272,0.271246287218816,0.11331265724624,0.254922270162922,0.11184270435011,0.119551109829146,0.396833225151127,0.406267465415411
7,Naive,4950,16,Threshold 5,554400,112,7,5,7.4901946851747,="+Infinity",,0.0112104208974273,0.05304085988179,0.22853856275735,0.151602298889671,0.247098857924527,0.382481947741752,0.0350906094095365,0.306630137884696,0.300515990329657,0.271005913283744,0.114040931194367,0.255849205771341,0.110343340925823,0.119562097545781,0.398146086598047,0.40440385920212
7,Distance,4950,16,Threshold 5,1108912,507,7,5,7.49018863845421,="+Infinity",,0.00941476615034276,0.045134238360788,0.227712553985555,0.149801864712018,0.248841108584998,0.383174169929703,0.0465280787290823,0.356373708765005,0.2993042943517,0.271423639880737,0.114326001148086,0.25199717696357,0.111999174116576,0.119388815761525,0.397126916269684,0.403481415203373
8,Value,4950,16,Threshold 5,1267328,575,8,5,7.22647255907424,="+Infinity",,0.0144810196565572,0.051327352850052,0.225327109772408,0.215250404193881,0.215364568635977,0.382517863303931,0.0391189027751864,0.334516709790179,0.322842019300964,0.269590192227952,0.109867404511533,0.254903703687859,0.11338342493525,0.065061136006392,0.415350666914037,0.405728812017301
8,Vector,4950,16,Threshold 5,722700,154,0,5,7.22647311569992,="+Infinity",,0.0146611249142694,0.0449522505318214,0.228450598007484,0.212962162506059,0.219044894817173,0.382199397555524,0.042093190808572,0.335359462017564,0.328111528932638,0.269991257294066,0.112658864666912,0.250896026573741,0.110083098906912,0.0685563717812983,0.409606800598908,0.405269621422264
8,Oracle,4950,16,Threshold 5,0,0,0,5,7.22647273430032,="+Infinity",,0.0173581944623749,0.0419918008086597,0.228875480948588,0.213619242846278,0.219927442286263,0.382964079847866,0.0357429975766905,0.337384424194497,0.320886271044714,0.270727611900014,0.114279977255947,0.253800048411193,0.109291617464905,0.0650601947790648,0.415132753024764,0.407113966372691
8,Naive,4950,16,Threshold 5,633600,128,8,5,7.22649967496606,="+Infinity",,0.0173668232818471,0.0447011526714931,0.231982416804485,0.215109956028584,0.216859413076165,0.382606212087751,0.0356902978368936,0.356900915554036,0.327011195974677,0.270970654797665,0.114353520322695,0.25577762626051,0.107952773991201,0.0650641163261838,0.419291664529808,0.404332494199394
8,Distance,4950,16,Threshold 5,1267328,575,8,5,7.22649939693891,="+Infinity",,0.00627379965239072,0.0529527883561514,0.227498104620068,0.214794629386816,0.21570802652262,0.382969660470508,-0.0482107631088411,0.339512724283267,0.32642532799936,0.270995089758046,0.11238261704861,0.252840181595218,0.111549287296313,0.065435506833154,0.412698644033242,0.403912164521685
9,Value,4950,16,Threshold 5,1425744,645,9,5,6.93966753837663,="+Infinity",,-0.0172335627294729,0.0515479188878061,0.22972365877628,0.215522295964902,0.215615876363316,0.382200210331661,-0.0472066029787896,0.336080647466432,0.323769953442479,0.268989207506664,0.117079940492232,0.253824681588114,0.111920491715082,0.0273030142839872,0.420520665999049,0.405202339832755
9,Vector,4950,16,Threshold 5,831600,177,0,5,6.93967719804817,="+Infinity",,0.0143094550503946,0.0470993392937089,0.227048190227677,0.214379026350414,0.218876586949719,0.382481058833648,0.0359164788143858,0.336234488829447,0.328260509486014,0.26950735697352,0.115579982982283,0.253726312164758,0.111782110217746,0.0272324184002031,0.418365501314213,0.405875771921245
9,Oracle,4950,16,Threshold 5,0,0,0,5,6.93967636044528,="+Infinity",,0.00197708104953165,0.0538127563091564,0.22785854069258,0.212794990307572,0.214151679266422,0.382589662197375,0.0476803766419778,0.33541949763223,0.323309623492705,0.269506244970472,0.114418168859629,0.254127459922984,0.110863309107401,0.0273543503261493,0.417846611883945,0.40499800892043
9,Naive,4950,16,Threshold 5,712800,144,9,5,6.93965089226944,="+Infinity",,0.00443965690031689,0.0549282119475407,0.228473229979983,0.214376479331207,0.222469673899099,0.382037904361212,-0.0495795655384796,0.360002918734949,0.320955531715668,0.269763762585214,0.115853207942749,0.251678355793032,0.107776181423461,-0.0368303283823792,0.419520892267727,0.403874402421067
9,Distance,4950,16,Threshold 5,1425744,645,9,5,6.93963581316251,="+Infinity",,-0.0127169972560921,0.0544931273367979,0.22671547628569,0.213102442042512,0.213207685523727,0.381099560073906,0.0449576137746135,0.351793780488549,0.328691142840142,0.269319311704479,0.114725597889461,0.254530789754412,0.112311727361686,0.0273364791755313,0.42166876431709,0.406631010037927
10,Value,4950,16,Threshold 5,1584160,719,10,5,6.81799072236076,="+Infinity",,0.0115633571301714,0.0901084199493312,0.230070965412537,0.215834260394189,0.218992115543074,0.382409631281689,0.0353815057484184,0.341015755654212,0.241397195843092,0.271139643168326,0.113092283967958,0.25310296641554,0.109049960880014,0.0357887998193007,0.165540171454069,0.0523480058536734
10,Vector,4950,16,Threshold 5,900900,192,0,5,6.81799153054178,="+Infinity",,-0.00899249233589217,0.0869273049647745,0.231459296118032,0.215633184704899,0.220709966266952,0.382618478891743,0.0432423152476815,0.334970138170618,0.242394981123553,0.269984770560868,0.114970811550378,0.253214076409748,0.108386960099637,0.0358887226809657,0.168149469059244,0.060792233187712
10,Oracle,4950,16,Threshold 5,0,0,0,5,6.81799617776599,="+Infinity",,-0.0155222071787762,0.0885925860942223,0.227384632143597,0.215183295038955,0.214388906991985,0.381912365829038,0.0490203739632733,0.336200017348915,0.241965480992846,0.26936068088591,0.11318218539823,0.255411060781881,0.112041094455705,0.0272425468462956,0.16718399812558,0.0524989945266299
10,Naive,4950,16,Threshold 5,792000,160,10,5,6.81800473924487,="+Infinity",,-0.00655090440585582,0.0861479384267341,0.23075408512895,0.213332860011221,0.221196565338317,0.381733984454016,0.0351601615009827,0.343633112780481,0.242299624973441,0.271171046101927,0.113874580101424,0.252885296926095,0.110764636479459,0.0270790834141366,0.165520593699597,0.0528484575390138
10,Distance,4950,16,Threshold 5,1584160,719,10,5,6.81800576582323,="+Infinity",,-0.00583986502951461,0.0901778407156542,0.229757202971783,0.215587197759774,0.214434776780948,0.382324782960779,0.038174851031286,0.334678135975267,0.240340525211863,0.269606790510068,0.113809565073836,0.254688491942531,0.110582877461738,0.0271107335559151,0.166725008432479,0.0530620299926596
11,Value,4950,16,Threshold 5,1742576,793,11,5,6.65932646376048,="+Infinity",,-0.0120164020603113,0.0859268858355335,0.140329808860002,0.314253497513135,0.219183390994189,0.382554273751239,-0.0494650663996339,0.341601580572004,0.241584890017862,0.269257380463571,0.117246320329855,0.302150273390467,0.112505545406634,0.0271728361055068,0.165699649080793,0.339050228461815
11,Vector,4950,16,Threshold 5,970200,207,0,5,6.65917240470361,="+Infinity",,0.000104564305473787,0.0838806807806236,0.140678767011678,0.313970401277885,0.216932623419154,0.382943353931765,0.0452953779171281,0.334446305682192,0.239432371802408,0.269284542589347,0.114681924190847,0.302878521929131,0.109013455072045,-0.0347066383298085,0.166458273552436,0.338255743759632
11,Oracle,4950,16,Threshold 5,0,0,0,5,6.65930458061649,="+Infinity",,-0.0177335701268646,0.0809862690786218,0.143164623820098,0.314340509026181,0.243548118874045,0.382596399154394,0.0487274487392426,0.332630503860557,0.241486090985589,0.269425619653873,0.114792111249898,0.302835793955779,0.109846088428498,0.0270803465995471,0.165755246556927,0.33899527470264
11,Naive,4950,16,Threshold 5,871200,176,11,5,6.65916258755881,="+Infinity",,0.00541176802666143,0.088807955271875,0.140477477295534,0.31370942129675,0.213356536736498,0.3818491222126,0.0458693192025095,0.3409889710654,0.241618403275254,0.269126395725777,0.116329260972918,0.30387365774547,0.111817914283577,0.0270596573220274,0.165497468398854,0.338133314652879
11,Distance,4950,16,Threshold 5,1742576,793,11,5,6.65931920660648,="+Infinity",,0.0168873342712175,0.0883833792417619,0.13926139258642,0.314587178043624,0.212329261943353,0.381908713414248,0.0350592719246237,0.354244825736544,0.241625769242347,0.271351229183992,0.116872384629318,0.302395160021916,0.113373377455858,0.0272113245091958,0.168352045327836,0.338339864974529
12,Value,4950,16,Threshold 5,1900992,863,12,5,6.50783244433477,="+Infinity",,0.0201508554286249,0.0184338180571331,0.140632155978366,0.156474548258672,0.217174995686889,0.382179579438741,0.0354315832434509,0.258603028827878,0.251601891586276,0.216600868193282,0.0850162019871732,0.304331527721857,0.269916740110304,0.0272350603906091,0.165545562505471,0.338238673335482
12,Vector,4950,16,Threshold 5,1079100,230,0,5,6.50792507459022,="+Infinity",,0.0107388845159306,0.000367304043166428,0.142350484123824,0.160903816367565,0.216238236240258,0.381309109250665,0.0447353285478442,0.259347292843088,0.246452476335335,0.216445534112339,0.0839814158379539,0.303372690358785,0.267279310764252,0.0293107915075552,0.16560970305207,0.338116354799851
12,Oracle,4950,16,Threshold 5,0,0,0,5,6.50790826989301,="+Infinity",,0.0251685765876601,-0.0166758518730745,0.142287257389057,0.156134544499636,0.213012341244422,0.382445794645889,0.050234070437341,0.259474500652587,0.241602176773839,0.216965776092849,0.197834952629023,0.303097218410144,0.268451074080005,0.0269782724020615,0.16633666354339,0.33803455164238
12,Naive,4950,16,Threshold 5,950400,192,12,5,6.50787418270765,="+Infinity",,-0.0139831313387901,0.0100971747807392,0.142436814492882,0.160905260535671,0.239295105173269,0.382666399821872,0.0441782631748282,0.257623262388748,0.242020526894962,0.218153781239991,0.0756572538449234,0.301885821598404,0.269129064794072,0.0272965171254356,0.165457845620452,0.338816438614131
12,Distance,4950,16,Threshold 5,1900992,863,12,5,6.50792236344066,="+Infinity",,0.0264816753491033,0.0204092317036242,0.142327092318297,0.156696631681356,0.217197931850109,0.381306409692854,0.0355901162881338,0.258985868164942,0.248484714756103,0.216662472290892,0.0838351569606743,0.304866336544336,0.269177274885791,0.0350513850879537,0.168030012122955,0.339423385262592
13,Value,4950,16,Threshold 5,2059408,935,13,5,6.14412380620576,="+Infinity",,0.0246595831508216,0.141941302165591,0.258124014512234,0.183232019581098,0.214966595655739,0.382075130689088,-0.045201483176001,0.32948664403024,0.243916034190278,0.223352707245738,0.0759916894232475,0.303088648288195,0.266086889034113,0.0310590407349878,0.165422909284317,0.489267748962661
13,Vector,4950,16,Threshold 5,1168200,249,0,5,6.14413131238389,="+Infinity",,0.0105817443524927,0.140792747671796,0.258895104436093,0.184171824144656,0.239015712361706,0.38255964997289,0.0495587477746966,0.257527212977806,0.248643411094065,0.223329078721989,0.198340898716964,0.300722486043554,0.268881704395,0.0307662622114719,0.165559760981566,0.489460817438953
13,Oracle,4950,16,Threshold 5,0,0,0,5,6.14415086356094,="+Infinity",,-0.0203379444877214,0.14430525653033,0.260016465024776,0.182997510708617,0.214198047618439,0.381875258869229,0.0411626064152699,0.257654107979803,0.241983277800998,0.224204062730934,0.0825090258552308,0.298970128445035,0.269369246632877,0.0269944057327081,0.165429948971365,0.489179353223648
13,Naive,4950,16,Threshold 5,1029600,208,13,5,6.14414449790114,="+Infinity",,0.0171233425812432,0.143106620204179,0.258438611252359,0.183285807984831,0.21312426093472,0.381988173885816,0.0355630949146075,0.258594581797979,0.2449949172495,0.224464094722478,0.0849050509536653,0.301996226984954,0.267799696603674,0.0271398063453461,0.168817961968614,0.489796541413241
13,Distance,4950,16,Threshold 5,2059408,935,13,5,6.14413256044527,="+Infinity",,0.0112836364138218,0.14537046150329,0.257485719022554,0.185452817403799,0.217551162520152,0.382372923381212,-0.0486563101600268,0.259374038445387,0.241650429123936,0.224640445010749,0.0847365785067211,0.30196727700509,0.38163335128975,0.0272770578502701,0.167811857517634,0.489672255734362
14,Value,4950,16,Threshold 5,2217824,1004,14,5,6.07250573635335,="+Infinity",,0.0058978854358287,0.102481474809991,0.259000968613293,0.189372379315699,0.21201936243196,0.382599280035166,-0.0477001966112454,0.257574776672342,0.243436895136639,0.314571227197675,0.0814160860988835,0.301277089232926,0.575956899378056,0.0277880634971694,0.124943893848666,0.489186987527461
14,Vector,4950,16,Threshold 5,1287000,274,0,5,6.07214234363748,="+Infinity",,0.0194536124409979,0.10103425494799,0.259444780368696,0.186370004266024,0.219110533799679,0.382491367934833,0.039600390640075,0.257722615111888,0.241441868094839,0.31436677545301,-0.0814471925641556,0.301517782731622,0.578177976232524,-0.0349373121874947,0.123360957691872,0.489875329124317
14,Oracle,4950,16,Threshold 5,0,0,0,5,6.07186213562908,="+Infinity",,0.0132350730387998,0.103426370211636,0.258880756843638,0.188416955245657,0.219283003470323,0.383506417911619,0.0463588356336686,0.25981888908322,0.245422494401396,0.314599160439357,0.0824831720178736,0.30308809178365,0.577425001264587,0.0267315709066906,0.12337165965566,0.489778367725961
14,Naive,4950,16,Threshold 5,1108800,224,14,5,6.07252225444262,="+Infinity",,0.014890352024068,0.104386208017473,0.376990722867873,0.189136723605543,0.222452067408312,0.382936967223685,0.0440722426071005,0.259378887082406,0.243887762551012,0.314808536091348,0.0786420423663259,0.303648535186568,0.577067358420521,0.0349698939072312,0.123448273513574,0.48971552206396
14,Distance,4950,16,Threshold 5,2217824,1004,14,5,6.07228523749586,="+Infinity",,-0.00849038970277149,0.10661754482804,0.259661888972744,0.187406611771294,0.212997681135434,0.382619770012568,0.0353528315639551,0.331869716002743,0.245258979468844,0.314404994032188,0.0819774785602903,0.303187232346176,0.577048905901293,0.0268996466116533,0.12354440846056,0.489065241333194
15,Value,4950,16,Threshold 5,2376240,1073,15,5,5.77847361596257,="+Infinity",,0.0178546089925362,-0.0199219452031372,0.259791075588353,0.188228661399876,0.213431526021139,0.572540053187893,0.0418490207581925,0.257445308768609,0.246639431324141,0.319504608757399,0.140975916081373,0.302712021489285,0.255166441545072,0.0178280230928323,-0.12667741987282,0.489316315585214
15,Vector,4950,16,Threshold 5,1405800,299,0,5,5.77848452150667,="+Infinity",,0.0209621173274002,0.0197636976805882,0.259803459600761,0.186287086980371,0.217011890885345,0.571350386796723,0.0350955224024148,0.258770331089792,0.245561674917923,0.319168358871892,0.142368425691288,0.302444480302597,0.252087577154867,-0.0285544484862754,0.123558599460637,0.489548748886151
15,Oracle,4950,16,Threshold 5,0,0,0,5,5.77848051415927,="+Infinity",,-0.0195082183752362,-0.0202497038036569,0.258723061736916,0.1891508629447,0.213308125137615,0.571721320494532,0.0475865563406188,0.256928156200246,0.240806008368978,0.32000598044786,0.140222095816213,0.303245006682388,0.251868716573085,0.0243478823584269,0.123265628462235,0.489365815960923
15,Naive,4950,16,Threshold 5,1188000,240,15,5,5.77814199319032,="+Infinity",,-0.0262273586814246,-0.0176509401483287,0.259454412251941,0.188916388322497,0.216814774248107,0.571927840719297,0.0475709171736725,0.257415075792466,0.269141640658802,0.319522550846827,0.141408189678458,0.303091641840055,0.254086127278086,0.0175374773664316,0.123137667322837,0.489887789755628
15,Distance,4950,16,Threshold 5,2376240,1073,15,5,5.77846864227857,="+Infinity",,0.0117226287081564,0.0163311805944772,0.259270609335701,0.186897907122855,0.214724484715646,0.571611804762341,0.035266301287578,0.259884619522069,0.247676149298968,0.319761959182912,0.141694129684623,0.301728792755171,0.25211861025781,-0.0287812782264325,0.126567474284045,0.489503415587876
16,Value,4950,16,Threshold 5,2534656,1146,16,5,5.58367560417105,="+Infinity",,0.00459332179097771,0.0199794359370458,0.19217416348468,0.188481452104043,0.220520273274488,0.571660961853667,-0.0500427527178005,0.257962746420674,0.250651366053759,0.3194106478268,0.1410174909945,0.299640630114112,0.252155774519807,0.0229658567849071,-0.00582465365754103,0.48927542210086
16,Vector,4950,16,Threshold 5,1494900,319,0,5,5.58363921554795,="+Infinity",,0.026484157241228,0.019820734844302,0.1905807442146,0.187025903220686,0.220994980495803,0.571849630993867,0.0356438617139077,0.258534482675145,0.250318802885218,0.319503622514475,0.14136712992034,0.303429648026651,0.252392492218092,0.0258916075097062,0.00345517669427409,0.489103216900332
