LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Epsilon,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4
30,Naive,4950,4,Threshold 5,594000,120,30,5,7.22205391474859,="+Infinity",,0.416350713165969,0.568821704600708,0.461222515608455,0.353774990170294
30,Distance,4950,4,Threshold 5,39604,19,1,5,7.22204705169538,="+Infinity",,0.416370141509518,0.568772190205678,0.474282832946997,0.353514440225197
31,Value,4950,4,Threshold 5,4,5,0,5,7.20914862836992,="+Infinity",,0.41213879141128,0.568703290585404,0.461592347423775,0.35348760332387
31,Vector,4950,4,Threshold 5,19800,5,0,5,7.20914019220811,="+Infinity",,0.412042778983775,0.568706321862976,0.45843039251703,0.353524922790527
31,Oracle,4950,4,Threshold 5,0,0,0,5,7.20914142470394,="+Infinity",,0.412038983152797,0.568275715110957,0.476444160398771,0.35353481086409
31,Naive,4950,4,Threshold 5,613800,124,31,5,7.20914231784842,="+Infinity",,0.412019464544613,0.568429232664769,0.477543151313526,0.353541367490266
31,Distance,4950,4,Threshold 5,39604,19,1,5,7.20913457511357,="+Infinity",,0.412008180502539,0.568744124805846,0.457994615959535,0.353565264888388
32,Value,4950,4,Threshold 5,4,5,0,5,7.16084802019775,="+Infinity",,0.405503456300679,0.565503327309784,0.460836148718357,0.337305640782262
32,Vector,4950,4,Threshold 5,19800,5,0,5,7.16086056256164,="+Infinity",,0.4055123603803,0.565392940796727,0.461123467298492,0.337156348315915
32,Oracle,4950,4,Threshold 5,0,0,0,5,7.16084967940616,="+Infinity",,0.405510578208123,0.565364632344185,0.457963449255814,0.337043477466977
32,Naive,4950,4,Threshold 5,633600,128,32,5,7.16088052966519,="+Infinity",,0.405494060355579,0.565396184862806,0.475126223363546,0.337450562894475
32,Distance,4950,4,Threshold 5,39604,19,1,5,7.16085740257068,="+Infinity",,0.405516860307699,0.565385486963223,0.45974849377123,0.337432308730996
33,Value,4950,4,Threshold 5,8,10,0,5,7.18407366263344,="+Infinity",,0.409849294902926,0.565279661143947,0.463425588972953,0.337120751690975
33,Vector,4950,4,Threshold 5,39600,10,0,5,7.18402634990137,="+Infinity",,0.409828721678551,0.565461492074405,0.483480999739442,0.33709783253147
33,Oracle,4950,4,Threshold 5,0,0,0,5,7.18408672934723,="+Infinity",,0.409668278165938,0.565388202310658,0.461536869680415,0.337157860272313
33,Naive,4950,4,Threshold 5,653400,132,33,5,7.18409557702174,="+Infinity",,0.409720207835548,0.565414510344866,0.463484569016742,0.337114398384472
33,Distance,4950,4,Threshold 5,39604,19,1,5,7.1840903847129,="+Infinity",,0.409639913008647,0.565484733629617,0.463537377101062,0.337142685122529
34,Value,4950,4,Threshold 5,12,15,0,5,7.1533729470014,="+Infinity",,0.409621328287002,0.566831893116358,0.449541207235427,0.325112161156596
34,Vector,4950,4,Threshold 5,39600,10,0,5,7.15336782715639,="+Infinity",,0.409679487495509,0.613481091750415,0.448963063524928,0.325178288094449
34,Oracle,4950,4,Threshold 5,0,0,0,5,7.15334659971833,="+Infinity",,0.409602353131945,0.567969981635372,0.447683663858669,0.325144594205113
34,Naive,4950,4,Threshold 5,673200,136,34,5,7.1533374905753,="+Infinity",,0.409666847251913,0.566818354648774,0.448537591093768,0.325055780598163
34,Distance,4950,4,Threshold 5,39604,19,1,5,7.15337942023901,="+Infinity",,0.409685570810197,0.567973702701778,0.449348874168336,0.325179175400791
35,Value,4950,4,Threshold 5,12,15,0,5,7.15831774176237,="+Infinity",,0.409631275326092,0.567440307562123,0.474782179040275,0.325154791491883
35,Vector,4950,4,Threshold 5,39600,10,0,5,7.15832947718201,="+Infinity",,0.409640651602132,0.568342369531777,0.474582730064711,0.325174032302996
35,Oracle,4950,4,Threshold 5,0,0,0,5,7.15826108125134,="+Infinity",,0.409622775600326,0.56737269490786,0.47471123067001,0.325475931704801
35,Naive,4950,4,Threshold 5,693000,140,35,5,7.15831859065449,="+Infinity",,0.4096397177196,0.56635362937935,0.474482832436337,0.325338624251856
35,Distance,4950,4,Threshold 5,39604,19,1,5,7.15827095560181,="+Infinity",,0.409610034148145,0.56799158087918,0.474685442177829,0.325151904180146
36,Value,4950,4,Threshold 5,39616,33,1,5,7.1260278001932,="+Infinity",,0.415127707519332,0.573970468928522,0.474606252896947,0.325116097087999
36,Vector,4950,4,Threshold 5,39600,10,0,5,7.12601149253624,="+Infinity",,0.415361924090647,0.559590218491792,0.47475352623033,0.325116128150057
36,Oracle,4950,4,Threshold 5,0,0,0,5,7.12600546791269,="+Infinity",,0.415439652512887,0.55673202211662,0.474709514203383,0.32516798850564
36,Naive,4950,4,Threshold 5,712800,144,36,5,7.12600759448743,="+Infinity",,0.415372679562523,0.574403680202792,0.474173954478061,0.325318526236174
36,Distance,4950,4,Threshold 5,39604,19,1,5,7.1259937056608,="+Infinity",,0.415411388488579,0.557981380803014,0.474771415376068,0.325291712282024
37,Value,4950,4,Threshold 5,39616,33,1,5,7.0806319229562,="+Infinity",,0.415400762191808,0.536243382544527,0.473574169658022,0.325153560057785
