LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Approximation,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9,Server 10,Server 11,Server 12,Server 13,Server 14,Server 15,Server 16,F2
1,Value,253,16,Combined_Lower0.5Upper2_Additive100000,0,0,0,-2198.78928424,175095.399287869,491204.84286304,,2.3118817956179,2.69216149950624,4.58351107446653,3.72964590335934,7647.24917888812,4399.09511669908,5198.12321115942,2609.76966991029,1269.98594911434,1299.64587641571,1035.33686462174,2391.00449016959,52.7430309199956,31.2401598088657,24.7924605527986,37.7297837754339
1,FGM,253,16,Combined_Lower0.5Upper2_Additive100000,16,16,0,-2198.78928424,175095.399287869,491204.84286304,,2.3118817956179,2.69216149950624,4.58351107446653,3.72964590335934,7647.24917888812,4399.09511669908,5198.12321115942,2609.76966991029,1269.98594911434,1299.64587641571,1035.33686462174,2391.00449016959,52.7430309199956,31.2401598088657,24.7924605527986,37.7297837754339
1,Vector,253,16,Combined_Lower0.5Upper2_Additive100000,0,0,0,-2198.78928424,175095.399287869,491204.84286304,,2.3118817956179,2.69216149950624,4.58351107446653,3.72964590335934,7647.24917888812,4399.09511669908,5198.12321115942,2609.76966991029,1269.98594911434,1299.64587641571,1035.33686462174,2391.00449016959,52.7430309199956,31.2401598088657,24.7924605527986,37.7297837754339
1,Oracle Vector,253,16,Combined_Lower0.5Upper2_Additive100000,0,0,0,-2198.78928424,175095.399287869,491204.84286304,,2.3118817956179,2.69216149950624,4.58351107446653,3.72964590335934,7647.24917888812,4399.09511669908,5198.12321115942,2609.76966991029,1269.98594911434,1299.64587641571,1035.33686462174,2391.00449016959,52.7430309199956,31.2401598088657,24.7924605527986,37.7297837754339
1,Oracle,253,16,Combined_Lower0.5Upper2_Additive100000,0,0,0,-2198.78928424,175095.399287869,491204.84286304,,2.3118817956179,2.69216149950624,4.58351107446653,3.72964590335934,7647.24917888812,4399.09511669908,5198.12321115942,2609.76966991029,1269.98594911434,1299.64587641571,1035.33686462174,2391.00449016959,52.7430309199956,31.2401598088657,24.7924605527986,37.7297837754339
1,Naive,253,16,Combined_Lower0.5Upper2_Additive100000,4048,16,1,-12452.3003560655,175095.399287869,450190.798575738,,2.3118817956179,2.69216149950624,4.58351107446653,3.72964590335934,7647.24917888812,4399.09511669908,5198.12321115942,2609.76966991029,1269.98594911434,1299.64587641571,1035.33686462174,2391.00449016959,52.7430309199956,31.2401598088657,24.7924605527986,37.7297837754339
1,Dist L2,253,16,Combined_Lower0.5Upper2_Additive100000,0,0,0,-2198.78928424,175095.399287869,491204.84286304,,2.3118817956179,2.69216149950624,4.58351107446653,3.72964590335934,7647.24917888812,4399.09511669908,5198.12321115942,2609.76966991029,1269.98594911434,1299.64587641571,1035.33686462174,2391.00449016959,52.7430309199956,31.2401598088657,24.7924605527986,37.7297837754339
1,Dist L-inf,253,16,Combined_Lower0.5Upper2_Additive100000,0,0,0,-2198.78928424,175095.399287869,491204.84286304,,2.3118817956179,2.69216149950624,4.58351107446653,3.72964590335934,7647.24917888812,4399.09511669908,5198.12321115942,2609.76966991029,1269.98594911434,1299.64587641571,1035.33686462174,2391.00449016959,52.7430309199956,31.2401598088657,24.7924605527986,37.7297837754339
2,Value,253,16,Combined_Lower0.5Upper2_Additive100000,0,0,0,-2198.78928424,159287.818775963,491204.84286304,,2.35805726958389,2.53588827696073,4.82873231146955,3.64672968653905,7403.51727087342,4181.28313196844,4400.56222688513,2343.84897339374,1166.12421373435,1066.80895206259,906.766330941993,2143.1995314185,43.6289067375298,27.0775505248987,22.4047499198242,30.0067453993748
2,FGM,253,16,Combined_Lower0.5Upper2_Additive100000,65,65,0,-2198.78928424,159287.818775963,491204.84286304,,2.35805726958389,2.53588827696073,4.82873231146955,3.64672968653905,7403.51727087342,4181.28313196844,4400.56222688513,2343.84897339374,1166.12421373435,1066.80895206259,906.766330941993,2143.1995314185,43.6289067375298,27.0775505248987,22.4047499198242,30.0067453993748
2,Vector,253,16,Combined_Lower0.5Upper2_Additive100000,0,0,0,-2198.78928424,159287.818775963,491204.84286304,,2.35805726958389,2.53588827696073,4.82873231146955,3.64672968653905,7403.51727087342,4181.28313196844,4400.56222688513,2343.84897339374,1166.12421373435,1066.80895206259,906.766330941993,2143.1995314185,43.6289067375298,27.0775505248987,22.4047499198242,30.0067453993748
2,Oracle Vector,253,16,Combined_Lower0.5Upper2_Additive100000,0,0,0,-2198.78928424,159287.818775963,491204.84286304,,2.35805726958389,2.53588827696073,4.82873231146955,3.64672968653905,7403.51727087342,4181.28313196844,4400.56222688513,2343.84897339374,1166.12421373435,1066.80895206259,906.766330941993,2143.1995314185,43.6289067375298,27.0775505248987,22.4047499198242,30.0067453993748
2,Oracle,253,16,Combined_Lower0.5Upper2_Additive100000,0,0,0,-2198.78928424,159287.818775963,491204.84286304,,2.35805726958389,2.53588827696073,4.82873231146955,3.64672968653905,7403.51727087342,4181.28313196844,4400.56222688513,2343.84897339374,1166.12421373435,1066.80895206259,906.766330941993,2143.1995314185,43.6289067375298,27.0775505248987,22.4047499198242,30.0067453993748
