LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Approximation,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,OK,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8
10,Naive,110,8,Lower0.3Upper3,8800,80,10,18307.09209,61023.64031,183070.9209,,0.440237869,7.854442802,13.66988122,27475.12025,3316.113282,459.0925904,40.98571607,26.90355328,3.521902955,62.83554242,109.3590498,219800.962,26528.90626,3672.740723,327.8857286,215.2284262
10,Value,110,8,Lower0.3Upper3,1822,104,1,28245.65967,61023.64031,282456.5967,,0.440237869,7.854442802,13.66988122,27475.12025,3316.113282,459.0925904,40.98571607,26.90355328,3.521902955,62.83554242,109.3590498,219800.962,26528.90626,3672.740723,327.8857286,215.2284262
10,Dist L0,110,8,Lower0.3Upper3,1828,112,1,25300.01544,61023.64031,253000.1544,,0.440237869,7.854442802,13.66988122,27475.12025,3316.113282,459.0925904,40.98571607,26.90355328,3.521902955,62.83554242,109.3590498,219800.962,26528.90626,3672.740723,327.8857286,215.2284262
10,Vector,110,8,Lower0.3Upper3,8580,96,1,25300.01544,61023.64031,253000.1544,,0.440237869,7.854442802,13.66988122,27475.12025,3316.113282,459.0925904,40.98571607,26.90355328,3.521902955,62.83554242,109.3590498,219800.962,26528.90626,3672.740723,327.8857286,215.2284262
10,Dist L2,110,8,Lower0.3Upper3,5332,153,3,21983.39108,61023.64031,219833.9108,,0.440237869,7.854442802,13.66988122,27475.12025,3316.113282,459.0925904,40.98571607,26.90355328,3.521902955,62.83554242,109.3590498,219800.962,26528.90626,3672.740723,327.8857286,215.2284262
10,Oracle Vector,110,8,Lower0.3Upper3,6600,76,0,60622.60134,61023.64031,606226.0134,,0.440237869,7.854442802,13.66988122,27475.12025,3316.113282,459.0925904,40.98571607,26.90355328,3.521902955,62.83554242,109.3590498,219800.962,26528.90626,3672.740723,327.8857286,215.2284262
11,Naive,110,8,Lower0.3Upper3,9680,88,11,15721.3245,52404.41499,157213.245,,0.424914963,6.053068625,14.29701688,23344.78004,3100.55279,392.0461301,37.02557714,24.82140629,3.399319702,48.424549,114.3761351,186758.2404,24804.42232,3136.369041,296.2046172,198.5712503
11,Oracle,110,8,Lower0.3Upper3,1760,16,1,15721.3245,52404.41499,157213.245,,0.424914963,6.053068625,14.29701688,23344.78004,3100.55279,392.0461301,37.02557714,24.82140629,3.399319702,48.424549,114.3761351,186758.2404,24804.42232,3136.369041,296.2046172,198.5712503
11,Vector,110,8,Lower0.3Upper3,9240,103,1,25300.01544,52404.41499,253000.1544,,0.424914963,6.053068625,14.29701688,23344.78004,3100.55279,392.0461301,37.02557714,24.82140629,3.399319702,48.424549,114.3761351,186758.2404,24804.42232,3136.369041,296.2046172,198.5712503
11,Value,110,8,Lower0.3Upper3,3590,141,2,15721.3245,52404.41499,157213.245,,0.424914963,6.053068625,14.29701688,23344.78004,3100.55279,392.0461301,37.02557714,24.82140629,3.399319702,48.424549,114.3761351,186758.2404,24804.42232,3136.369041,296.2046172,198.5712503
