LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Approximation,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9,Server 10,Server 11,Server 12,Server 13,Server 14,Server 15,Server 16,Server 17,Server 18,Server 19,Server 20,Server 21,Server 22,Server 23,Server 24,Server 25
1,Value,64800,25,Lower0.5Upper2,10,13,0,48590793,88787195,194363172,,0,0,105,0,0,0,3,27,22,0,0,39,9063458,42290539,2524,0,13001,457,33253,54,0,791,1,0,0
1,Vector,64800,25,Lower0.5Upper2,648000,13,0,48590793,88787195,194363172,,0,0,105,0,0,0,3,27,22,0,0,39,9063458,42290539,2524,0,13001,457,33253,54,0,791,1,0,0
1,Oracle Vector,64800,25,Lower0.5Upper2,518400,10,0,48590793,88787195,194363172,,0,0,105,0,0,0,3,27,22,0,0,39,9063458,42290539,2524,0,13001,457,33253,54,0,791,1,0,0
1,Oracle,64800,25,Lower0.5Upper2,0,0,0,48590793,88787195,194363172,,0,0,105,0,0,0,3,27,22,0,0,39,9063458,42290539,2524,0,13001,457,33253,54,0,791,1,0,0
1,Dist L2,64800,25,Lower0.5Upper2,10,13,0,48590793,88787195,194363172,,0,0,105,0,0,0,3,27,22,0,0,39,9063458,42290539,2524,0,13001,457,33253,54,0,791,1,0,0
2,Value,64800,25,Lower0.5Upper2,28,38,0,48590793,79102550,194363172,,0,0,105,0,0,0,3,25,14,0,0,33,7837804,38094793,1713,0,12936,404,33119,48,0,817,2,0,0
2,Vector,64800,25,Lower0.5Upper2,1684800,35,0,48590793,79102550,194363172,,0,0,105,0,0,0,3,25,14,0,0,33,7837804,38094793,1713,0,12936,404,33119,48,0,817,2,0,0
2,Oracle Vector,64800,25,Lower0.5Upper2,907200,18,0,48590793,79102550,194363172,,0,0,105,0,0,0,3,25,14,0,0,33,7837804,38094793,1713,0,12936,404,33119,48,0,817,2,0,0
2,Oracle,64800,25,Lower0.5Upper2,0,0,0,48590793,79102550,194363172,,0,0,105,0,0,0,3,25,14,0,0,33,7837804,38094793,1713,0,12936,404,33119,48,0,817,2,0,0
2,Dist L2,64800,25,Lower0.5Upper2,28,38,0,48590793,79102550,194363172,,0,0,105,0,0,0,3,25,14,0,0,33,7837804,38094793,1713,0,12936,404,33119,48,0,817,2,0,0
3,Value,64800,25,Lower0.5Upper2,58,80,0,48590793,70445030,194363172,,0,0,99,0,0,0,3,20,10,0,0,24,6826980,34187284,1126,0,12933,345,32811,42,0,833,2,0,0
3,Vector,64800,25,Lower0.5Upper2,3110400,65,0,48590793,70445030,194363172,,0,0,99,0,0,0,3,20,10,0,0,24,6826980,34187284,1126,0,12933,345,32811,42,0,833,2,0,0
3,Oracle Vector,64800,25,Lower0.5Upper2,1555200,31,0,48590793,70445030,194363172,,0,0,99,0,0,0,3,20,10,0,0,24,6826980,34187284,1126,0,12933,345,32811,42,0,833,2,0,0
3,Oracle,64800,25,Lower0.5Upper2,0,0,0,48590793,70445030,194363172,,0,0,99,0,0,0,3,20,10,0,0,24,6826980,34187284,1126,0,12933,345,32811,42,0,833,2,0,0
3,Dist L2,64800,25,Lower0.5Upper2,60,83,0,48590793,70445030,194363172,,0,0,99,0,0,0,3,20,10,0,0,24,6826980,34187284,1126,0,12933,345,32811,42,0,833,2,0,0
4,Value,64800,25,Lower0.5Upper2,90,124,0,48590793,63700713,194363172,,0,0,95,0,0,0,1,9,6,0,0,15,5983023,31257818,740,0,12916,256,32462,39,0,833,2,0,0
4,Vector,64800,25,Lower0.5Upper2,4795200,100,0,48590793,63700713,194363172,,0,0,95,0,0,0,1,9,6,0,0,15,5983023,31257818,740,0,12916,256,32462,39,0,833,2,0,0
4,Oracle Vector,64800,25,Lower0.5Upper2,1814400,36,0,48590793,63700713,194363172,,0,0,95,0,0,0,1,9,6,0,0,15,5983023,31257818,740,0,12916,256,32462,39,0,833,2,0,0
4,Oracle,64800,25,Lower0.5Upper2,0,0,0,48590793,63700713,194363172,,0,0,95,0,0,0,1,9,6,0,0,15,5983023,31257818,740,0,12916,256,32462,39,0,833,2,0,0
4,Dist L2,64800,25,Lower0.5Upper2,104,145,0,48590793,63700713,194363172,,0,0,95,0,0,0,1,9,6,0,0,15,5983023,31257818,740,0,12916,256,32462,39,0,833,2,0,0
5,Value,64800,25,Lower0.5Upper2,136,189,0,48590793,59683182,194363172,,0,0,102,0,0,0,1,5,2,0,0,9,5402736,29672645,516,0,12898,225,32256,37,0,825,2,0,0
5,Vector,64800,25,Lower0.5Upper2,6480000,136,0,48590793,59683182,194363172,,0,0,102,0,0,0,1,5,2,0,0,9,5402736,29672645,516,0,12898,225,32256,37,0,825,2,0,0
5,Oracle Vector,64800,25,Lower0.5Upper2,2462400,48,0,48590793,59683182,194363172,,0,0,102,0,0,0,1,5,2,0,0,9,5402736,29672645,516,0,12898,225,32256,37,0,825,2,0,0
5,Oracle,64800,25,Lower0.5Upper2,0,0,0,48590793,59683182,194363172,,0,0,102,0,0,0,1,5,2,0,0,9,5402736,29672645,516,0,12898,225,32256,37,0,825,2,0,0
5,Dist L2,64800,25,Lower0.5Upper2,156,219,0,48590793,59683182,194363172,,0,0,102,0,0,0,1,5,2,0,0,9,5402736,29672645,516,0,12898,225,32256,37,0,825,2,0,0
6,Value,64800,25,Lower0.5Upper2,180,250,0,48590793,58713597,194363172,,0,0,92,0,0,0,0,4,2,0,0,6,5174076,29435456,373,0,13547,202,32177,36,0,899,2,0,0
6,Vector,64800,25,Lower0.5Upper2,7387200,154,0,48590793,58713597,194363172,,0,0,92,0,0,0,0,4,2,0,0,6,5174076,29435456,373,0,13547,202,32177,36,0,899,2,0,0
6,Oracle Vector,64800,25,Lower0.5Upper2,2462400,48,0,48590793,58713597,194363172,,0,0,92,0,0,0,0,4,2,0,0,6,5174076,29435456,373,0,13547,202,32177,36,0,899,2,0,0
6,Oracle,64800,25,Lower0.5Upper2,0,0,0,48590793,58713597,194363172,,0,0,92,0,0,0,0,4,2,0,0,6,5174076,29435456,373,0,13547,202,32177,36,0,899,2,0,0
6,Dist L2,64800,25,Lower0.5Upper2,186,260,0,48590793,58713597,194363172,,0,0,92,0,0,0,0,4,2,0,0,6,5174076,29435456,373,0,13547,202,32177,36,0,899,2,0,0
7,Value,64800,25,Lower0.5Upper2,188,261,0,48590793,61111134,194363172,,0,0,82,0,0,0,0,4,1,0,0,5,5265484,30898479,322,0,14235,214,32063,36,0,937,2,0,0
7,Vector,64800,25,Lower0.5Upper2,7387200,154,0,48590793,61111134,194363172,,0,0,82,0,0,0,0,4,1,0,0,5,5265484,30898479,322,0,14235,214,32063,36,0,937,2,0,0
