LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Approximation,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9,Server 10,Server 11,Server 12,Server 13,Server 14,Server 15,Server 16,Server 17,Server 18,Server 19,Server 20,Server 21,Server 22,Server 23,Server 24,Server 25
1,Value,50,25,Lower0.5Upper2,12,16,0,9662072622.5,17343304400,38648290490,,15,2,798,10,0,0,376,3826,2072,11,0,21856,1569577913,8271932349,419269,0,3051717,126427,9774158,4794,0,185551,131,17,0
1,Vector,50,25,Lower0.5Upper2,600,16,0,9662072622.5,17343304400,38648290490,,15,2,798,10,0,0,376,3826,2072,11,0,21856,1569577913,8271932349,419269,0,3051717,126427,9774158,4794,0,185551,131,17,0
1,Oracle Vector,50,25,Lower0.5Upper2,500,13,0,9662072622.5,17343304400,38648290490,,15,2,798,10,0,0,376,3826,2072,11,0,21856,1569577913,8271932349,419269,0,3051717,126427,9774158,4794,0,185551,131,17,0
1,Oracle,50,25,Lower0.5Upper2,0,0,0,9662072622.5,17343304400,38648290490,,15,2,798,10,0,0,376,3826,2072,11,0,21856,1569577913,8271932349,419269,0,3051717,126427,9774158,4794,0,185551,131,17,0
1,Dist L2,50,25,Lower0.5Upper2,12,16,0,9662072622.5,17343304400,38648290490,,15,2,798,10,0,0,376,3826,2072,11,0,21856,1569577913,8271932349,419269,0,3051717,126427,9774158,4794,0,185551,131,17,0
2,Value,50,25,Lower0.5Upper2,34,47,0,9662072622.5,15019370344,38648290490,,13,1,819,10,0,0,258,3524,1340,10,0,18402,1326312163,7196000635,303303,0,3053066,111227,9702204,3807,0,199341,99,17,0
2,Vector,50,25,Lower0.5Upper2,1500,41,0,9662072622.5,15019370344,38648290490,,13,1,819,10,0,0,258,3524,1340,10,0,18402,1326312163,7196000635,303303,0,3053066,111227,9702204,3807,0,199341,99,17,0
2,Oracle Vector,50,25,Lower0.5Upper2,1400,38,0,9662072622.5,15019370344,38648290490,,13,1,819,10,0,0,258,3524,1340,10,0,18402,1326312163,7196000635,303303,0,3053066,111227,9702204,3807,0,199341,99,17,0
2,Oracle,50,25,Lower0.5Upper2,0,0,0,9662072622.5,15019370344,38648290490,,13,1,819,10,0,0,258,3524,1340,10,0,18402,1326312163,7196000635,303303,0,3053066,111227,9702204,3807,0,199341,99,17,0
2,Dist L2,50,25,Lower0.5Upper2,36,50,0,9662072622.5,15019370344,38648290490,,13,1,819,10,0,0,258,3524,1340,10,0,18402,1326312163,7196000635,303303,0,3053066,111227,9702204,3807,0,199341,99,17,0
3,Value,50,25,Lower0.5Upper2,68,94,0,9662072622.5,12967761343,38648290490,,11,1,800,10,0,0,159,3027,1006,9,0,13633,1118254048,6241100723,193922,0,3071915,92952,9556522,2991,0,202617,105,13,0
3,Vector,50,25,Lower0.5Upper2,3000,83,0,9662072622.5,12967761343,38648290490,,11,1,800,10,0,0,159,3027,1006,9,0,13633,1118254048,6241100723,193922,0,3071915,92952,9556522,2991,0,202617,105,13,0
3,Oracle Vector,50,25,Lower0.5Upper2,2500,68,0,9662072622.5,12967761343,38648290490,,11,1,800,10,0,0,159,3027,1006,9,0,13633,1118254048,6241100723,193922,0,3071915,92952,9556522,2991,0,202617,105,13,0
3,Oracle,50,25,Lower0.5Upper2,0,0,0,9662072622.5,12967761343,38648290490,,11,1,800,10,0,0,159,3027,1006,9,0,13633,1118254048,6241100723,193922,0,3071915,92952,9556522,2991,0,202617,105,13,0
3,Dist L2,50,25,Lower0.5Upper2,70,97,0,9662072622.5,12967761343,38648290490,,11,1,800,10,0,0,159,3027,1006,9,0,13633,1118254048,6241100723,193922,0,3071915,92952,9556522,2991,0,202617,105,13,0
4,Value,50,25,Lower0.5Upper2,118,165,0,9662072622.5,11318739779,38648290490,,0,0,680,8,0,0,73,2266,608,5,0,10861,933817307,5503698347,131834,0,3073941,68550,9420063,2309,0,202534,81,12,0
4,Vector,50,25,Lower0.5Upper2,4900,137,0,9662072622.5,11318739779,38648290490,,0,0,680,8,0,0,73,2266,608,5,0,10861,933817307,5503698347,131834,0,3073941,68550,9420063,2309,0,202534,81,12,0
4,Oracle Vector,50,25,Lower0.5Upper2,4000,111,0,9662072622.5,11318739779,38648290490,,0,0,680,8,0,0,73,2266,608,5,0,10861,933817307,5503698347,131834,0,3073941,68550,9420063,2309,0,202534,81,12,0
4,Oracle,50,25,Lower0.5Upper2,0,0,0,9662072622.5,11318739779,38648290490,,0,0,680,8,0,0,73,2266,608,5,0,10861,933817307,5503698347,131834,0,3073941,68550,9420063,2309,0,202534,81,12,0
4,Dist L2,50,25,Lower0.5Upper2,114,160,0,9662072622.5,11318739779,38648290490,,0,0,680,8,0,0,73,2266,608,5,0,10861,933817307,5503698347,131834,0,3073941,68550,9420063,2309,0,202534,81,12,0
5,Value,50,25,Lower0.5Upper2,2643,286,1,5143630277.5,10287260555,20574521110,,0,0,756,4,0,0,26,1265,350,5,0,7649,804568439,5071486006,91717,0,3077640,56419,9301752,1987,0,207049,58,9,0
5,Vector,50,25,Lower0.5Upper2,7400,208,1,5143630277.5,10287260555,20574521110,,0,0,756,4,0,0,26,1265,350,5,0,7649,804568439,5071486006,91717,0,3077640,56419,9301752,1987,0,207049,58,9,0
5,Oracle Vector,50,25,Lower0.5Upper2,6500,182,0,9662072622.5,10287260555,38648290490,,0,0,756,4,0,0,26,1265,350,5,0,7649,804568439,5071486006,91717,0,3077640,56419,9301752,1987,0,207049,58,9,0
5,Oracle,50,25,Lower0.5Upper2,0,0,0,9662072622.5,10287260555,38648290490,,0,0,756,4,0,0,26,1265,350,5,0,7649,804568439,5071486006,91717,0,3077640,56419,9301752,1987,0,207049,58,9,0
5,Dist L2,50,25,Lower0.5Upper2,2639,282,1,5143630277.5,10287260555,20574521110,,0,0,756,4,0,0,26,1265,350,5,0,7649,804568439,5071486006,91717,0,3077640,56419,9301752,1987,0,207049,58,9,0
6,Value,50,25,Lower0.5Upper2,2643,286,1,5143630277.5,9913199662,20574521110,,0,0,814,1,0,0,25,1004,265,5,0,5697,742092916,4941174176,70480,0,3208247,50074,9231083,1675,0,227526,57,3,0
6,Vector,50,25,Lower0.5Upper2,7400,208,1,5143630277.5,9913199662,20574521110,,0,0,814,1,0,0,25,1004,265,5,0,5697,742092916,4941174176,70480,0,3208247,50074,9231083,1675,0,227526,57,3,0
6,Oracle Vector,50,25,Lower0.5Upper2,7600,213,0,9662072622.5,9913199662,38648290490,,0,0,814,1,0,0,25,1004,265,5,0,5697,742092916,4941174176,70480,0,3208247,50074,9231083,1675,0,227526,57,3,0
6,Oracle,50,25,Lower0.5Upper2,0,0,0,9662072622.5,9913199662,38648290490,,0,0,814,1,0,0,25,1004,265,5,0,5697,742092916,4941174176,70480,0,3208247,50074,9231083,1675,0,227526,57,3,0
6,Dist L2,50,25,Lower0.5Upper2,2639,282,1,5143630277.5,9913199662,20574521110,,0,0,814,1,0,0,25,1004,265,5,0,5697,742092916,4941174176,70480,0,3208247,50074,9231083,1675,0,227526,57,3,0
7,Value,50,25,Lower0.5Upper2,2643,286,1,5143630277.5,10221705016,20574521110,,0,0,756,0,0,0,13,795,192,0,0,5063,735956919,5158048489,62513,0,3399060,50108,9209691,1272,0,238551,52,3,0
7,Vector,50,25,Lower0.5Upper2,7400,208,1,5143630277.5,10221705016,20574521110,,0,0,756,0,0,0,13,795,192,0,0,5063,735956919,5158048489,62513,0,3399060,50108,9209691,1272,0,238551,52,3,0
7,Oracle Vector,50,25,Lower0.5Upper2,7600,213,0,9662072622.5,10221705016,38648290490,,0,0,756,0,0,0,13,795,192,0,0,5063,735956919,5158048489,62513,0,3399060,50108,9209691,1272,0,238551,52,3,0
7,Oracle,50,25,Lower0.5Upper2,0,0,0,9662072622.5,10221705016,38648290490,,0,0,756,0,0,0,13,795,192,0,0,5063,735956919,5158048489,62513,0,3399060,50108,9209691,1272,0,238551,52,3,0
7,Dist L2,50,25,Lower0.5Upper2,2639,282,1,5143630277.5,10221705016,20574521110,,0,0,756,0,0,0,13,795,192,0,0,5063,735956919,5158048489,62513,0,3399060,50108,9209691,1272,0,238551,52,3,0
8,Value,50,25,Lower0.5Upper2,2651,297,1,5143630277.5,11138043997,20574521110,,0,0,741,0,0,0,20,821,184,9,0,4407,773996520,5698456132,59742,0,3564462,46534,9480459,1331,0,249653,46,3,0
8,Vector,50,25,Lower0.5Upper2,7700,216,1,5143630277.5,11138043997,20574521110,,0,0,741,0,0,0,20,821,184,9,0,4407,773996520,5698456132,59742,0,3564462,46534,9480459,1331,0,249653,46,3,0
8,Oracle Vector,50,25,Lower0.5Upper2,7600,213,0,9662072622.5,11138043997,38648290490,,0,0,741,0,0,0,20,821,184,9,0,4407,773996520,5698456132,59742,0,3564462,46534,9480459,1331,0,249653,46,3,0
8,Oracle,50,25,Lower0.5Upper2,0,0,0,9662072622.5,11138043997,38648290490,,0,0,741,0,0,0,20,821,184,9,0,4407,773996520,5698456132,59742,0,3564462,46534,9480459,1331,0,249653,46,3,0
8,Dist L2,50,25,Lower0.5Upper2,2645,290,1,5143630277.5,11138043997,20574521110,,0,0,741,0,0,0,20,821,184,9,0,4407,773996520,5698456132,59742,0,3564462,46534,9480459,1331,0,249653,46,3,0
9,Value,50,25,Lower0.5Upper2,2669,323,1,5143630277.5,12605005669,20574521110,,0,0,793,0,0,0,20,996,166,12,0,4531,846890938,6544366453,59709,0,3726739,49937,10105490,1403,0,264872,43,2,0
9,Vector,50,25,Lower0.5Upper2,8100,227,1,5143630277.5,12605005669,20574521110,,0,0,793,0,0,0,20,996,166,12,0,4531,846890938,6544366453,59709,0,3726739,49937,10105490,1403,0,264872,43,2,0
9,Oracle Vector,50,25,Lower0.5Upper2,7600,213,0,9662072622.5,12605005669,38648290490,,0,0,793,0,0,0,20,996,166,12,0,4531,846890938,6544366453,59709,0,3726739,49937,10105490,1403,0,264872,43,2,0
9,Oracle,50,25,Lower0.5Upper2,0,0,0,9662072622.5,12605005669,38648290490,,0,0,793,0,0,0,20,996,166,12,0,4531,846890938,6544366453,59709,0,3726739,49937,10105490,1403,0,264872,43,2,0
9,Dist L2,50,25,Lower0.5Upper2,2655,304,1,5143630277.5,12605005669,20574521110,,0,0,793,0,0,0,20,996,166,12,0,4531,846890938,6544366453,59709,0,3726739,49937,10105490,1403,0,264872,43,2,0
10,Value,50,25,Lower0.5Upper2,2703,372,1,5143630277.5,13978929295,20574521110,,0,0,806,0,0,0,21,1092,136,12,0,4399,920066852,7325417965,59068,0,3797129,50482,11030830,1177,0,293632,44,2,0
10,Vector,50,25,Lower0.5Upper2,8700,243,1,5143630277.5,13978929295,20574521110,,0,0,806,0,0,0,21,1092,136,12,0,4399,920066852,7325417965,59068,0,3797129,50482,11030830,1177,0,293632,44,2,0
10,Oracle Vector,50,25,Lower0.5Upper2,7900,221,0,9662072622.5,13978929295,38648290490,,0,0,806,0,0,0,21,1092,136,12,0,4399,920066852,7325417965,59068,0,3797129,50482,11030830,1177,0,293632,44,2,0
10,Oracle,50,25,Lower0.5Upper2,0,0,0,9662072622.5,13978929295,38648290490,,0,0,806,0,0,0,21,1092,136,12,0,4399,920066852,7325417965,59068,0,3797129,50482,11030830,1177,0,293632,44,2,0
10,Dist L2,50,25,Lower0.5Upper2,2667,320,1,5143630277.5,13978929295,20574521110,,0,0,806,0,0,0,21,1092,136,12,0,4399,920066852,7325417965,59068,0,3797129,50482,11030830,1177,0,293632,44,2,0
