LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Approximation,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9,Server 10,Server 11,Server 12,Server 13,Server 14,Server 15,Server 16,Server 17,Server 18,Server 19,Server 20,Server 21,Server 22,Server 23,Server 24,Server 25
1,Value,39200,25,Lower0.5Upper2,10,13,0,72820644,132483763,291282576,,0,0,111,0,0,0,4,54,31,0,0,60,14154416,61209559,4035,0,19806,647,50904,59,0,1148,0,0,0
1,Vector,39200,25,Lower0.5Upper2,392000,13,0,72820644,132483763,291282576,,0,0,111,0,0,0,4,54,31,0,0,60,14154416,61209559,4035,0,19806,647,50904,59,0,1148,0,0,0
1,Oracle Vector,39200,25,Lower0.5Upper2,313600,10,0,72820644,132483763,291282576,,0,0,111,0,0,0,4,54,31,0,0,60,14154416,61209559,4035,0,19806,647,50904,59,0,1148,0,0,0
1,Oracle,39200,25,Lower0.5Upper2,0,0,0,72820644,132483763,291282576,,0,0,111,0,0,0,4,54,31,0,0,60,14154416,61209559,4035,0,19806,647,50904,59,0,1148,0,0,0
1,Dist L2,39200,25,Lower0.5Upper2,10,13,0,72820644,132483763,291282576,,0,0,111,0,0,0,4,54,31,0,0,60,14154416,61209559,4035,0,19806,647,50904,59,0,1148,0,0,0
2,Value,39200,25,Lower0.5Upper2,26,35,0,72820644,117537788,291282576,,0,0,111,0,0,0,4,45,21,0,0,51,12253224,54751694,2729,0,19787,572,50727,53,0,1192,0,0,0
2,Vector,39200,25,Lower0.5Upper2,1176000,41,0,72820644,117537788,291282576,,0,0,111,0,0,0,4,45,21,0,0,51,12253224,54751694,2729,0,19787,572,50727,53,0,1192,0,0,0
2,Oracle Vector,39200,25,Lower0.5Upper2,548800,18,0,72820644,117537788,291282576,,0,0,111,0,0,0,4,45,21,0,0,51,12253224,54751694,2729,0,19787,572,50727,53,0,1192,0,0,0
2,Oracle,39200,25,Lower0.5Upper2,0,0,0,72820644,117537788,291282576,,0,0,111,0,0,0,4,45,21,0,0,51,12253224,54751694,2729,0,19787,572,50727,53,0,1192,0,0,0
2,Dist L2,39200,25,Lower0.5Upper2,28,38,0,72820644,117537788,291282576,,0,0,111,0,0,0,4,45,21,0,0,51,12253224,54751694,2729,0,19787,572,50727,53,0,1192,0,0,0
3,Value,39200,25,Lower0.5Upper2,58,80,0,72820644,104284161,291282576,,0,0,101,0,0,0,4,34,13,0,0,34,10673657,48870964,1719,0,19812,492,50263,45,0,1213,0,0,0
3,Vector,39200,25,Lower0.5Upper2,2273600,79,0,72820644,104284161,291282576,,0,0,101,0,0,0,4,34,13,0,0,34,10673657,48870964,1719,0,19812,492,50263,45,0,1213,0,0,0
3,Oracle Vector,39200,25,Lower0.5Upper2,940800,31,0,72820644,104284161,291282576,,0,0,101,0,0,0,4,34,13,0,0,34,10673657,48870964,1719,0,19812,492,50263,45,0,1213,0,0,0
3,Oracle,39200,25,Lower0.5Upper2,0,0,0,72820644,104284161,291282576,,0,0,101,0,0,0,4,34,13,0,0,34,10673657,48870964,1719,0,19812,492,50263,45,0,1213,0,0,0
3,Dist L2,39200,25,Lower0.5Upper2,54,74,0,72820644,104284161,291282576,,0,0,101,0,0,0,4,34,13,0,0,34,10673657,48870964,1719,0,19812,492,50263,45,0,1213,0,0,0
4,Value,39200,25,Lower0.5Upper2,102,143,0,72820644,94097308,291282576,,0,0,99,0,0,0,1,20,10,0,0,25,9365535,44552811,1118,0,19800,379,49794,40,0,1213,0,0,0
4,Vector,39200,25,Lower0.5Upper2,3684800,130,0,72820644,94097308,291282576,,0,0,99,0,0,0,1,20,10,0,0,25,9365535,44552811,1118,0,19800,379,49794,40,0,1213,0,0,0
4,Oracle Vector,39200,25,Lower0.5Upper2,1176000,39,0,72820644,94097308,291282576,,0,0,99,0,0,0,1,20,10,0,0,25,9365535,44552811,1118,0,19800,379,49794,40,0,1213,0,0,0
4,Oracle,39200,25,Lower0.5Upper2,0,0,0,72820644,94097308,291282576,,0,0,99,0,0,0,1,20,10,0,0,25,9365535,44552811,1118,0,19800,379,49794,40,0,1213,0,0,0
4,Dist L2,39200,25,Lower0.5Upper2,86,119,0,72820644,94097308,291282576,,0,0,99,0,0,0,1,20,10,0,0,25,9365535,44552811,1118,0,19800,379,49794,40,0,1213,0,0,0
5,Value,39200,25,Lower0.5Upper2,144,202,0,72820644,88084652,291282576,,0,0,118,0,0,0,1,14,4,0,0,14,8467885,42226928,775,0,19745,322,49481,39,0,1211,0,0,0
5,Vector,39200,25,Lower0.5Upper2,5252800,187,0,72820644,88084652,291282576,,0,0,118,0,0,0,1,14,4,0,0,14,8467885,42226928,775,0,19745,322,49481,39,0,1211,0,0,0
