LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Approximation,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9,Server 10,Server 11,Server 12,Server 13,Server 14,Server 15,Server 16,Server 17,Server 18,Server 19,Server 20,Server 21,Server 22,Server 23,Server 24,Server 25
1,Value,7200,25,Lower0.5Upper2,12,16,0,316622485,571845309,1266489940,,0,0,137,0,0,0,14,192,111,0,0,346,60191791,264762430,16258,0,81418,2571,226387,98,0,4491,1,1,0
1,Vector,7200,25,Lower0.5Upper2,86400,16,0,316622485,571845309,1266489940,,0,0,137,0,0,0,14,192,111,0,0,346,60191791,264762430,16258,0,81418,2571,226387,98,0,4491,1,1,0
1,Oracle Vector,7200,25,Lower0.5Upper2,72000,13,0,316622485,571845309,1266489940,,0,0,137,0,0,0,14,192,111,0,0,346,60191791,264762430,16258,0,81418,2571,226387,98,0,4491,1,1,0
1,Oracle,7200,25,Lower0.5Upper2,0,0,0,316622485,571845309,1266489940,,0,0,137,0,0,0,14,192,111,0,0,346,60191791,264762430,16258,0,81418,2571,226387,98,0,4491,1,1,0
1,Dist L2,7200,25,Lower0.5Upper2,12,16,0,316622485,571845309,1266489940,,0,0,137,0,0,0,14,192,111,0,0,346,60191791,264762430,16258,0,81418,2571,226387,98,0,4491,1,1,0
2,Value,7200,25,Lower0.5Upper2,30,41,0,316622485,503032367,1266489940,,0,0,137,0,0,0,9,169,70,0,0,296,51781641,234563896,11171,0,81912,2304,225618,81,0,4820,2,1,0
2,Vector,7200,25,Lower0.5Upper2,216000,41,0,316622485,503032367,1266489940,,0,0,137,0,0,0,9,169,70,0,0,296,51781641,234563896,11171,0,81912,2304,225618,81,0,4820,2,1,0
2,Oracle Vector,7200,25,Lower0.5Upper2,201600,38,0,316622485,503032367,1266489940,,0,0,137,0,0,0,9,169,70,0,0,296,51781641,234563896,11171,0,81912,2304,225618,81,0,4820,2,1,0
2,Oracle,7200,25,Lower0.5Upper2,0,0,0,316622485,503032367,1266489940,,0,0,137,0,0,0,9,169,70,0,0,296,51781641,234563896,11171,0,81912,2304,225618,81,0,4820,2,1,0
2,Dist L2,7200,25,Lower0.5Upper2,32,44,0,316622485,503032367,1266489940,,0,0,137,0,0,0,9,169,70,0,0,296,51781641,234563896,11171,0,81912,2304,225618,81,0,4820,2,1,0
3,Value,7200,25,Lower0.5Upper2,60,83,0,316622485,442775030,1266489940,,0,0,129,0,0,0,5,141,50,0,0,216,44708147,207655766,6897,0,82463,1947,223503,71,0,4915,3,0,0
