LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Approximation,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9,Server 10,Server 11,Server 12,Server 13,Server 14,Server 15,Server 16,Server 17,Server 18,Server 19,Server 20,Server 21,Server 22,Server 23,Server 24,Server 25
1,Value,16200,25,Lower0.5Upper2,10,13,0,161529966,293217764,646119864,,0,0,114,0,0,0,7,95,50,0,0,179,31010298,135138264,8030,0,40709,1373,115451,77,0,2389,1,1,0
1,Vector,16200,25,Lower0.5Upper2,162000,13,0,161529966,293217764,646119864,,0,0,114,0,0,0,7,95,50,0,0,179,31010298,135138264,8030,0,40709,1373,115451,77,0,2389,1,1,0
1,Oracle Vector,16200,25,Lower0.5Upper2,129600,10,0,161529966,293217764,646119864,,0,0,114,0,0,0,7,95,50,0,0,179,31010298,135138264,8030,0,40709,1373,115451,77,0,2389,1,1,0
1,Oracle,16200,25,Lower0.5Upper2,0,0,0,161529966,293217764,646119864,,0,0,114,0,0,0,7,95,50,0,0,179,31010298,135138264,8030,0,40709,1373,115451,77,0,2389,1,1,0
1,Dist L2,16200,25,Lower0.5Upper2,10,13,0,161529966,293217764,646119864,,0,0,114,0,0,0,7,95,50,0,0,179,31010298,135138264,8030,0,40709,1373,115451,77,0,2389,1,1,0
2,Value,16200,25,Lower0.5Upper2,28,38,0,161529966,259250966,646119864,,0,0,114,0,0,0,6,89,35,0,0,164,26806658,120386313,5527,0,40863,1210,114913,69,0,2534,2,1,0
2,Vector,16200,25,Lower0.5Upper2,518400,44,0,161529966,259250966,646119864,,0,0,114,0,0,0,6,89,35,0,0,164,26806658,120386313,5527,0,40863,1210,114913,69,0,2534,2,1,0
2,Oracle Vector,16200,25,Lower0.5Upper2,356400,29,0,161529966,259250966,646119864,,0,0,114,0,0,0,6,89,35,0,0,164,26806658,120386313,5527,0,40863,1210,114913,69,0,2534,2,1,0
2,Oracle,16200,25,Lower0.5Upper2,0,0,0,161529966,259250966,646119864,,0,0,114,0,0,0,6,89,35,0,0,164,26806658,120386313,5527,0,40863,1210,114913,69,0,2534,2,1,0
2,Dist L2,16200,25,Lower0.5Upper2,32,44,0,161529966,259250966,646119864,,0,0,114,0,0,0,6,89,35,0,0,164,26806658,120386313,5527,0,40863,1210,114913,69,0,2534,2,1,0
3,Value,16200,25,Lower0.5Upper2,58,80,0,161529966,229271306,646119864,,0,0,107,0,0,0,6,77,25,0,0,121,23293499,107034919,3436,0,41049,1028,113774,62,0,2587,2,0,0
3,Vector,16200,25,Lower0.5Upper2,1004400,86,0,161529966,229271306,646119864,,0,0,107,0,0,0,6,77,25,0,0,121,23293499,107034919,3436,0,41049,1028,113774,62,0,2587,2,0,0
3,Oracle Vector,16200,25,Lower0.5Upper2,680400,56,0,161529966,229271306,646119864,,0,0,107,0,0,0,6,77,25,0,0,121,23293499,107034919,3436,0,41049,1028,113774,62,0,2587,2,0,0
