LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Approximation,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9,Server 10,Server 11,Server 12,Server 13,Server 14,Server 15,Server 16,Server 17,Server 18,Server 19,Server 20,Server 21,Server 22,Server 23,Server 24,Server 25
1,Value,26450,25,Lower0.5Upper2,10,13,0,101485417.5,184353785,405941670,,0,0,120,0,0,0,5,76,47,0,0,133,19171973,87502875,5319,0,27621,915,74371,16,0,1695,0,1,0
1,Vector,26450,25,Lower0.5Upper2,264500,13,0,101485417.5,184353785,405941670,,0,0,120,0,0,0,5,76,47,0,0,133,19171973,87502875,5319,0,27621,915,74371,16,0,1695,0,1,0
1,Oracle Vector,26450,25,Lower0.5Upper2,211600,10,0,101485417.5,184353785,405941670,,0,0,120,0,0,0,5,76,47,0,0,133,19171973,87502875,5319,0,27621,915,74371,16,0,1695,0,1,0
1,Oracle,26450,25,Lower0.5Upper2,0,0,0,101485417.5,184353785,405941670,,0,0,120,0,0,0,5,76,47,0,0,133,19171973,87502875,5319,0,27621,915,74371,16,0,1695,0,1,0
1,Dist L2,26450,25,Lower0.5Upper2,10,13,0,101485417.5,184353785,405941670,,0,0,120,0,0,0,5,76,47,0,0,133,19171973,87502875,5319,0,27621,915,74371,16,0,1695,0,1,0
2,Value,26450,25,Lower0.5Upper2,28,38,0,101485417.5,163275937,405941670,,0,0,120,0,0,0,4,69,35,0,0,118,16536950,78295048,3689,0,27664,818,74061,14,0,1803,1,1,0
2,Vector,26450,25,Lower0.5Upper2,687700,35,0,101485417.5,163275937,405941670,,0,0,120,0,0,0,4,69,35,0,0,118,16536950,78295048,3689,0,27664,818,74061,14,0,1803,1,1,0
2,Oracle Vector,26450,25,Lower0.5Upper2,370300,18,0,101485417.5,163275937,405941670,,0,0,120,0,0,0,4,69,35,0,0,118,16536950,78295048,3689,0,27664,818,74061,14,0,1803,1,1,0
2,Oracle,26450,25,Lower0.5Upper2,0,0,0,101485417.5,163275937,405941670,,0,0,120,0,0,0,4,69,35,0,0,118,16536950,78295048,3689,0,27664,818,74061,14,0,1803,1,1,0
2,Dist L2,26450,25,Lower0.5Upper2,26,35,0,101485417.5,163275937,405941670,,0,0,120,0,0,0,4,69,35,0,0,118,16536950,78295048,3689,0,27664,818,74061,14,0,1803,1,1,0
