LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Approximation,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9,Server 10,Server 11,Server 12,Server 13,Server 14,Server 15,Server 16,Server 17,Server 18,Server 19,Server 20,Server 21,Server 22,Server 23,Server 24,Server 25,Server 26,Server 27,Server 28,Server 29,Server 30,Server 31,Server 32,Server 33,Server 34,Server 35,Server 36,Server 37,Server 38,Server 39,Server 40,Server 41,Server 42,Server 43,Server 44,Server 45,Server 46,Server 47,Server 48,Server 49,Server 50,Server 51,Server 52,Server 53,Server 54,Server 55,Server 56,Server 57,Server 58,Server 59,Server 60,Server 61,Server 62,Server 63,Server 64,Server 65,Server 66,Server 67,Server 68,Server 69,Server 70,Server 71,Server 72,Server 73,Server 74,Server 75,Server 76,Server 77,Server 78,Server 79,Server 80,Server 81
1,Value,968,81,Lower0.5Upper2,32,44,0,1534734058,2762231832,6138936232,,0,0,0,0,0,0,0,0,0,0,0,0,0,266,3,0,1,0,0,0,1,1,2,16,0,0,0,0,0,76,1587,14698340,70089165,320,0,0,0,4,88,39062,6110795,765909839,127145943,166675,74,0,0,0,33,1976,597756,656872,2186,927,0,0,0,1495,2322,697,1,112,2,0,0,0,536051,2,5,0,0,0,0,0,0,0,1,0,0,0,0
1,Vector,968,81,Lower0.5Upper2,30976,44,0,1534734058,2762231832,6138936232,,0,0,0,0,0,0,0,0,0,0,0,0,0,266,3,0,1,0,0,0,1,1,2,16,0,0,0,0,0,76,1587,14698340,70089165,320,0,0,0,4,88,39062,6110795,765909839,127145943,166675,74,0,0,0,33,1976,597756,656872,2186,927,0,0,0,1495,2322,697,1,112,2,0,0,0,536051,2,5,0,0,0,0,0,0,0,1,0,0,0,0
1,Oracle Vector,968,81,Lower0.5Upper2,11616,16,0,1534734058,2762231832,6138936232,,0,0,0,0,0,0,0,0,0,0,0,0,0,266,3,0,1,0,0,0,1,1,2,16,0,0,0,0,0,76,1587,14698340,70089165,320,0,0,0,4,88,39062,6110795,765909839,127145943,166675,74,0,0,0,33,1976,597756,656872,2186,927,0,0,0,1495,2322,697,1,112,2,0,0,0,536051,2,5,0,0,0,0,0,0,0,1,0,0,0,0
1,Oracle,968,81,Lower0.5Upper2,0,0,0,1534734058,2762231832,6138936232,,0,0,0,0,0,0,0,0,0,0,0,0,0,266,3,0,1,0,0,0,1,1,2,16,0,0,0,0,0,76,1587,14698340,70089165,320,0,0,0,4,88,39062,6110795,765909839,127145943,166675,74,0,0,0,33,1976,597756,656872,2186,927,0,0,0,1495,2322,697,1,112,2,0,0,0,536051,2,5,0,0,0,0,0,0,0,1,0,0,0,0
1,Naive,968,81,Lower0.5Upper2,78408,81,1,1381115916,2762231832,5524463664,,0,0,0,0,0,0,0,0,0,0,0,0,0,266,3,0,1,0,0,0,1,1,2,16,0,0,0,0,0,76,1587,14698340,70089165,320,0,0,0,4,88,39062,6110795,765909839,127145943,166675,74,0,0,0,33,1976,597756,656872,2186,927,0,0,0,1495,2322,697,1,112,2,0,0,0,536051,2,5,0,0,0,0,0,0,0,1,0,0,0,0
1,Dist L2,968,81,Lower0.5Upper2,32,44,0,1534734058,2762231832,6138936232,,0,0,0,0,0,0,0,0,0,0,0,0,0,266,3,0,1,0,0,0,1,1,2,16,0,0,0,0,0,76,1587,14698340,70089165,320,0,0,0,4,88,39062,6110795,765909839,127145943,166675,74,0,0,0,33,1976,597756,656872,2186,927,0,0,0,1495,2322,697,1,112,2,0,0,0,536051,2,5,0,0,0,0,0,0,0,1,0,0,0,0
2,Value,968,81,Lower0.5Upper2,116,162,0,1534734058,2422998669,6138936232,,0,0,0,0,0,0,0,0,0,0,0,0,0,266,3,0,1,0,0,0,1,1,1,8,0,0,0,0,0,75,1052,12654038,62180229,308,0,0,0,4,81,24994,4744293,685508107,106937246,118542,52,0,0,0,26,1403,526192,644867,1540,633,0,0,0,1317,2051,577,1,95,2,0,0,0,546369,1,5,0,0,0,0,0,0,0,0,1,0,0,0
2,Vector,968,81,Lower0.5Upper2,89056,126,0,1534734058,2422998669,6138936232,,0,0,0,0,0,0,0,0,0,0,0,0,0,266,3,0,1,0,0,0,1,1,1,8,0,0,0,0,0,75,1052,12654038,62180229,308,0,0,0,4,81,24994,4744293,685508107,106937246,118542,52,0,0,0,26,1403,526192,644867,1540,633,0,0,0,1317,2051,577,1,95,2,0,0,0,546369,1,5,0,0,0,0,0,0,0,0,1,0,0,0
2,Oracle Vector,968,81,Lower0.5Upper2,34848,47,0,1534734058,2422998669,6138936232,,0,0,0,0,0,0,0,0,0,0,0,0,0,266,3,0,1,0,0,0,1,1,1,8,0,0,0,0,0,75,1052,12654038,62180229,308,0,0,0,4,81,24994,4744293,685508107,106937246,118542,52,0,0,0,26,1403,526192,644867,1540,633,0,0,0,1317,2051,577,1,95,2,0,0,0,546369,1,5,0,0,0,0,0,0,0,0,1,0,0,0
2,Oracle,968,81,Lower0.5Upper2,0,0,0,1534734058,2422998669,6138936232,,0,0,0,0,0,0,0,0,0,0,0,0,0,266,3,0,1,0,0,0,1,1,1,8,0,0,0,0,0,75,1052,12654038,62180229,308,0,0,0,4,81,24994,4744293,685508107,106937246,118542,52,0,0,0,26,1403,526192,644867,1540,633,0,0,0,1317,2051,577,1,95,2,0,0,0,546369,1,5,0,0,0,0,0,0,0,0,1,0,0,0
