LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Epsilon,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8
1,Oracle,1000,8,Multiplicative 0.08,0,0,0,78564573.92,85653423,92227978.08,,0,0,0,0,0,0,0,0
1,Naive,1000,8,Multiplicative 0.08,8000,8,1,78801149.16,85653423,92505696.84,,0,0,0,0,0,0,0,0
1,Vector,1000,8,Multiplicative 0.08,0,0,0,78564573.92,85653423,92227978.08,,0,0,0,0,0,0,0,0
1,SKV,1000,8,Multiplicative 0.08,0,0,0,78564573.92,85653423,92227978.08,,0,0,0,0,0,0,0,0
1,Value,1000,8,Multiplicative 0.08,0,0,0,78564573.92,85653423,92227978.08,,0,0,0,0,0,0,0,0
1,SKD,1000,8,Multiplicative 0.08,0,0,0,78564573.92,85653423,92227978.08,,0,0,0,0,0,0,0,0
1,Dist L2,1000,8,Multiplicative 0.08,0,0,0,78564573.92,85653423,92227978.08,,0,0,0,0,0,0,0,0
2,Naive,1000,8,Multiplicative 0.08,16000,16,2,79090994.24,85968472,92845949.76,,0,0,0,0,0,0,0,0
2,Oracle,1000,8,Multiplicative 0.08,0,0,0,78564573.92,85968472,92227978.08,,0,0,0,0,0,0,0,0
2,Vector,1000,8,Multiplicative 0.08,0,0,0,78564573.92,85968472,92227978.08,,0,0,0,0,0,0,0,0
2,SKV,1000,8,Multiplicative 0.08,0,0,0,78564573.92,85968472,92227978.08,,0,0,0,0,0,0,0,0
2,Value,1000,8,Multiplicative 0.08,0,0,0,78564573.92,85968472,92227978.08,,0,0,0,0,0,0,0,0
2,Dist L2,1000,8,Multiplicative 0.08,0,0,0,78564573.92,85968472,92227978.08,,0,0,0,0,0,0,0,0
2,SKD,1000,8,Multiplicative 0.08,0,0,0,78564573.92,85968472,92227978.08,,0,0,0,0,0,0,0,0
3,Naive,1000,8,Multiplicative 0.08,24000,24,3,78836747.64,85692117,92547486.36,,0,0,0,0,0,0,0,0
3,Oracle,1000,8,Multiplicative 0.08,0,0,0,78564573.92,85692117,92227978.08,,0,0,0,0,0,0,0,0
3,Value,1000,8,Multiplicative 0.08,4,5,0,78564573.92,85692117,92227978.08,,0,0,0,0,0,0,0,0
3,SKV,1000,8,Multiplicative 0.08,4,5,0,78564573.92,85692117,92227978.08,,0,0,0,0,0,0,0,0
3,Vector,1000,8,Multiplicative 0.08,4000,5,0,78564573.92,85692117,92227978.08,,0,0,0,0,0,0,0,0
3,Dist L2,1000,8,Multiplicative 0.08,4,5,0,78564573.92,85692117,92227978.08,,0,0,0,0,0,0,0,0
3,SKD,1000,8,Multiplicative 0.08,4,5,0,78564573.92,85692117,92227978.08,,0,0,0,0,0,0,0,0
4,Naive,1000,8,Multiplicative 0.08,32000,32,4,79503432.08,86416774,93330115.92,,0,0,0,0,0,0,0,0
4,Oracle,1000,8,Multiplicative 0.08,0,0,0,78564573.92,86416774,92227978.08,,0,0,0,0,0,0,0,0
4,Vector,1000,8,Multiplicative 0.08,4000,5,0,78564573.92,86416774,92227978.08,,0,0,0,0,0,0,0,0
4,Value,1000,8,Multiplicative 0.08,8,10,0,78564573.92,86416774,92227978.08,,0,0,0,0,0,0,0,0
4,SKV,1000,8,Multiplicative 0.08,4,5,0,78564573.92,86416774,92227978.08,,0,0,0,0,0,0,0,0
4,Dist L2,1000,8,Multiplicative 0.08,4,5,0,78564573.92,86416774,92227978.08,,0,0,0,0,0,0,0,0
4,SKD,1000,8,Multiplicative 0.08,4,5,0,78564573.92,86416774,92227978.08,,0,0,0,0,0,0,0,0
5,Naive,1000,8,Multiplicative 0.08,40000,40,5,79558092.04,86476187,93394281.96,,0,0,0,0,0,0,0,0
5,Oracle,1000,8,Multiplicative 0.08,0,0,0,78564573.92,86476187,92227978.08,,0,0,0,0,0,0,0,0
5,SKV,1000,8,Multiplicative 0.08,4,5,0,78564573.92,86476187,92227978.08,,0,0,0,0,0,0,0,0
5,Value,1000,8,Multiplicative 0.08,14,17,0,78564573.92,86476187,92227978.08,,0,0,0,0,0,0,0,0
5,Vector,1000,8,Multiplicative 0.08,4000,5,0,78564573.92,86476187,92227978.08,,0,0,0,0,0,0,0,0
5,SKD,1000,8,Multiplicative 0.08,4,5,0,78564573.92,86476187,92227978.08,,0,0,0,0,0,0,0,0
5,Dist L2,1000,8,Multiplicative 0.08,8,10,0,78564573.92,86476187,92227978.08,,0,0,0,0,0,0,0,0
6,Naive,1000,8,Multiplicative 0.08,48000,48,6,80045403.16,87005873,93966342.84,,0,0,0,0,0,0,0,0
6,Oracle,1000,8,Multiplicative 0.08,0,0,0,78564573.92,87005873,92227978.08,,0,0,0,0,0,0,0,0
6,Value,1000,8,Multiplicative 0.08,14,17,0,78564573.92,87005873,92227978.08,,0,0,0,0,0,0,0,0
6,SKV,1000,8,Multiplicative 0.08,4,5,0,78564573.92,87005873,92227978.08,,0,0,0,0,0,0,0,0
6,Vector,1000,8,Multiplicative 0.08,8000,10,0,78564573.92,87005873,92227978.08,,0,0,0,0,0,0,0,0
6,SKD,1000,8,Multiplicative 0.08,8,10,0,78564573.92,87005873,92227978.08,,0,0,0,0,0,0,0,0
6,Dist L2,1000,8,Multiplicative 0.08,12,15,0,78564573.92,87005873,92227978.08,,0,0,0,0,0,0,0,0
7,Naive,1000,8,Multiplicative 0.08,56000,56,7,79262882.44,86155307,93047731.56,,0,0,0,0,0,0,0,0
7,Oracle,1000,8,Multiplicative 0.08,0,0,0,78564573.92,86155307,92227978.08,,0,0,0,0,0,0,0,0
7,Value,1000,8,Multiplicative 0.08,18,22,0,78564573.92,86155307,92227978.08,,0,0,0,0,0,0,0,0
7,SKV,1000,8,Multiplicative 0.08,14,18,0,78564573.92,86155307,92227978.08,,0,0,0,0,0,0,0,0
7,Vector,1000,8,Multiplicative 0.08,16000,20,0,78564573.92,86155307,92227978.08,,0,0,0,0,0,0,0,0
7,SKD,1000,8,Multiplicative 0.08,18,23,0,78564573.92,86155307,92227978.08,,0,0,0,0,0,0,0,0
7,Dist L2,1000,8,Multiplicative 0.08,22,28,0,78564573.92,86155307,92227978.08,,0,0,0,0,0,0,0,0
8,Naive,1000,8,Multiplicative 0.08,64000,64,8,78691067.48,85533769,92376470.52,,0,0,0,0,0,0,0,0
8,Oracle,1000,8,Multiplicative 0.08,0,0,0,78564573.92,85533769,92227978.08,,0,0,0,0,0,0,0,0
8,Value,1000,8,Multiplicative 0.08,36,44,0,78564573.92,85533769,92227978.08,,0,0,0,0,0,0,0,0
8,Vector,1000,8,Multiplicative 0.08,20000,25,0,78564573.92,85533769,92227978.08,,0,0,0,0,0,0,0,0
8,SKV,1000,8,Multiplicative 0.08,26,34,0,78564573.92,85533769,92227978.08,,0,0,0,0,0,0,0,0
8,Dist L2,1000,8,Multiplicative 0.08,36,46,0,78564573.92,85533769,92227978.08,,0,0,0,0,0,0,0,0
8,SKD,1000,8,Multiplicative 0.08,30,37,0,78564573.92,85533769,92227978.08,,0,0,0,0,0,0,0,0
9,Naive,1000,8,Multiplicative 0.08,72000,72,9,78589067.08,85422899,92256730.92,,0,0,0,0,0,0,0,0
9,Oracle,1000,8,Multiplicative 0.08,0,0,0,78564573.92,85422899,92227978.08,,0,0,0,0,0,0,0,0
9,Value,1000,8,Multiplicative 0.08,48,59,0,78564573.92,85422899,92227978.08,,0,0,0,0,0,0,0,0
