LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Epsilon,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9,Server 10
1,Value,504,10,Threshold 50000,0,0,0,="-Infinity",1101.92333333333,50000,,12408.1666666667,11450.1666666667,11759.1666666667,11082.5,10386.5,10998,11627.5,10512.3333333333,11424.3333333333,10690.3333333333
1,Vector,504,10,Threshold 50000,0,0,0,="-Infinity",1101.92333333333,50000,,12408.1666666667,11450.1666666667,11759.1666666667,11082.5,10386.5,10998,11627.5,10512.3333333333,11424.3333333333,10690.3333333333
1,Oracle,504,10,Threshold 50000,0,0,0,="-Infinity",1101.92333333333,50000,,12408.1666666667,11450.1666666667,11759.1666666667,11082.5,10386.5,10998,11627.5,10512.3333333333,11424.3333333333,10690.3333333333
1,Naive,504,10,Threshold 50000,5040,10,1,="-Infinity",1101.92333333333,50000,,12408.1666666667,11450.1666666667,11759.1666666667,11082.5,10386.5,10998,11627.5,10512.3333333333,11424.3333333333,10690.3333333333
1,SKV,504,10,Threshold 50000,0,0,0,="-Infinity",1101.92333333333,50000,,12408.1666666667,11450.1666666667,11759.1666666667,11082.5,10386.5,10998,11627.5,10512.3333333333,11424.3333333333,10690.3333333333
1,Dist L2,504,10,Threshold 50000,0,0,0,="-Infinity",1101.92333333333,50000,,12408.1666666667,11450.1666666667,11759.1666666667,11082.5,10386.5,10998,11627.5,10512.3333333333,11424.3333333333,10690.3333333333
1,SKD,504,10,Threshold 50000,0,0,0,="-Infinity",1101.92333333333,50000,,12408.1666666667,11450.1666666667,11759.1666666667,11082.5,10386.5,10998,11627.5,10512.3333333333,11424.3333333333,10690.3333333333
2,Value,504,10,Threshold 50000,0,0,0,="-Infinity",1118.15166666667,50000,,14268.6666666667,11450.1666666667,11759.1666666667,11082.5,10386.5,10998,11627.5,10512.3333333333,11424.3333333333,10690.3333333333
2,Vector,504,10,Threshold 50000,0,0,0,="-Infinity",1118.15166666667,50000,,14268.6666666667,11450.1666666667,11759.1666666667,11082.5,10386.5,10998,11627.5,10512.3333333333,11424.3333333333,10690.3333333333
2,Oracle,504,10,Threshold 50000,0,0,0,="-Infinity",1118.15166666667,50000,,14268.6666666667,11450.1666666667,11759.1666666667,11082.5,10386.5,10998,11627.5,10512.3333333333,11424.3333333333,10690.3333333333
2,Naive,504,10,Threshold 50000,10080,20,2,="-Infinity",1118.15166666667,50000,,14268.6666666667,11450.1666666667,11759.1666666667,11082.5,10386.5,10998,11627.5,10512.3333333333,11424.3333333333,10690.3333333333
