LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Approximation,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9,Server 10,Server 11,Server 12,Server 13,Server 14,Server 15,Server 16,Server 17,Server 18,Server 19,Server 20,Server 21,Server 22,Server 23,Server 24,Server 25,Server 26,Server 27,Server 28,Server 29,Server 30,Server 31,Server 32,Server 33,Server 34,Server 35,Server 36,Server 37,Server 38,Server 39,Server 40,Server 41,Server 42,Server 43,Server 44,Server 45,Server 46,Server 47,Server 48,Server 49,Server 50,Server 51,Server 52,Server 53,Server 54,Server 55,Server 56,Server 57,Server 58,Server 59,Server 60,Server 61,Server 62,Server 63,Server 64,Server 65,Server 66,Server 67,Server 68,Server 69,Server 70,Server 71,Server 72,Server 73,Server 74,Server 75,Server 76,Server 77,Server 78,Server 79,Server 80,Server 81
1,Value,69938,81,Lower0.5Upper2,36,49,0,43859712.5,79888513,175438850,,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,54,416404,1926098,30,0,0,0,0,3,1110,181299,24197933,3837163,5018,5,0,0,0,3,37,13671,18381,42,31,0,0,0,463,71,21,0,46,0,0,0,0,16685,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Vector,69938,81,Lower0.5Upper2,2377892,46,0,43859712.5,79888513,175438850,,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,54,416404,1926098,30,0,0,0,0,3,1110,181299,24197933,3837163,5018,5,0,0,0,3,37,13671,18381,42,31,0,0,0,463,71,21,0,46,0,0,0,0,16685,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Oracle Vector,69938,81,Lower0.5Upper2,0,0,0,43859712.5,79888513,175438850,,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,54,416404,1926098,30,0,0,0,0,3,1110,181299,24197933,3837163,5018,5,0,0,0,3,37,13671,18381,42,31,0,0,0,463,71,21,0,46,0,0,0,0,16685,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Oracle,69938,81,Lower0.5Upper2,0,0,0,43859712.5,79888513,175438850,,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,54,416404,1926098,30,0,0,0,0,3,1110,181299,24197933,3837163,5018,5,0,0,0,3,37,13671,18381,42,31,0,0,0,463,71,21,0,46,0,0,0,0,16685,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Naive,69938,81,Lower0.5Upper2,5664978,81,1,39944256.5,79888513,159777026,,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,54,416404,1926098,30,0,0,0,0,3,1110,181299,24197933,3837163,5018,5,0,0,0,3,37,13671,18381,42,31,0,0,0,463,71,21,0,46,0,0,0,0,16685,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Dist L2,69938,81,Lower0.5Upper2,36,49,0,43859712.5,79888513,175438850,,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,54,416404,1926098,30,0,0,0,0,3,1110,181299,24197933,3837163,5018,5,0,0,0,3,37,13671,18381,42,31,0,0,0,463,71,21,0,46,0,0,0,0,16685,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Value,69938,81,Lower0.5Upper2,130,182,0,43859712.5,71029666,175438850,,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,367015,1719494,30,0,0,0,0,3,683,141880,21967825,3272903,3608,3,0,0,0,3,18,12137,18109,34,17,0,0,0,328,69,12,0,42,0,0,0,0,16928,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Vector,69938,81,Lower0.5Upper2,6154544,120,0,43859712.5,71029666,175438850,,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,367015,1719494,30,0,0,0,0,3,683,141880,21967825,3272903,3608,3,0,0,0,3,18,12137,18109,34,17,0,0,0,328,69,12,0,42,0,0,0,0,16928,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Oracle Vector,69938,81,Lower0.5Upper2,1119008,20,0,43859712.5,71029666,175438850,,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,367015,1719494,30,0,0,0,0,3,683,141880,21967825,3272903,3608,3,0,0,0,3,18,12137,18109,34,17,0,0,0,328,69,12,0,42,0,0,0,0,16928,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Oracle,69938,81,Lower0.5Upper2,0,0,0,43859712.5,71029666,175438850,,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,367015,1719494,30,0,0,0,0,3,683,141880,21967825,3272903,3608,3,0,0,0,3,18,12137,18109,34,17,0,0,0,328,69,12,0,42,0,0,0,0,16928,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Naive,69938,81,Lower0.5Upper2,11329956,162,2,35514833,71029666,142059332,,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,367015,1719494,30,0,0,0,0,3,683,141880,21967825,3272903,3608,3,0,0,0,3,18,12137,18109,34,17,0,0,0,328,69,12,0,42,0,0,0,0,16928,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Dist L2,69938,81,Lower0.5Upper2,108,150,0,43859712.5,71029666,175438850,,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,367015,1719494,30,0,0,0,0,3,683,141880,21967825,3272903,3608,3,0,0,0,3,18,12137,18109,34,17,0,0,0,328,69,12,0,42,0,0,0,0,16928,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Value,69938,81,Lower0.5Upper2,294,417,0,43859712.5,63114256,175438850,,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,327828,1550550,29,0,0,0,0,3,421,108702,19794082,2830550,2486,2,0,0,0,3,13,10372,17635,20,7,0,0,0,270,55,12,0,38,0,0,0,0,17024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Vector,69938,81,Lower0.5Upper2,11609708,229,0,43859712.5,63114256,175438850,,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,327828,1550550,29,0,0,0,0,3,421,108702,19794082,2830550,2486,2,0,0,0,3,13,10372,17635,20,7,0,0,0,270,55,12,0,38,0,0,0,0,17024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Oracle Vector,69938,81,Lower0.5Upper2,2238016,39,0,43859712.5,63114256,175438850,,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,327828,1550550,29,0,0,0,0,3,421,108702,19794082,2830550,2486,2,0,0,0,3,13,10372,17635,20,7,0,0,0,270,55,12,0,38,0,0,0,0,17024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
