LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Approximation,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9,Server 10,Server 11,Server 12,Server 13,Server 14,Server 15,Server 16,Server 17,Server 18,Server 19,Server 20,Server 21,Server 22,Server 23,Server 24,Server 25,Server 26,Server 27,Server 28,Server 29,Server 30,Server 31,Server 32,Server 33,Server 34,Server 35,Server 36,Server 37,Server 38,Server 39,Server 40,Server 41,Server 42,Server 43,Server 44,Server 45,Server 46,Server 47,Server 48,Server 49,Server 50,Server 51,Server 52,Server 53,Server 54,Server 55,Server 56,Server 57,Server 58,Server 59,Server 60,Server 61,Server 62,Server 63,Server 64,Server 65,Server 66,Server 67,Server 68,Server 69,Server 70,Server 71,Server 72,Server 73,Server 74,Server 75,Server 76,Server 77,Server 78,Server 79,Server 80,Server 81
1,Value,59858,81,Lower0.5Upper2,38,52,0,50625012.5,92223837,202500050,,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,469234,2155061,42,0,0,0,0,7,1231,202712,28105266,4481658,5383,9,0,0,0,1,49,16270,21146,49,27,0,0,0,491,71,26,0,0,0,0,0,0,19247,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Vector,59858,81,Lower0.5Upper2,2035172,46,0,50625012.5,92223837,202500050,,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,469234,2155061,42,0,0,0,0,7,1231,202712,28105266,4481658,5383,9,0,0,0,1,49,16270,21146,49,27,0,0,0,491,71,26,0,0,0,0,0,0,19247,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Oracle Vector,59858,81,Lower0.5Upper2,0,0,0,50625012.5,92223837,202500050,,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,469234,2155061,42,0,0,0,0,7,1231,202712,28105266,4481658,5383,9,0,0,0,1,49,16270,21146,49,27,0,0,0,491,71,26,0,0,0,0,0,0,19247,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Oracle,59858,81,Lower0.5Upper2,0,0,0,50625012.5,92223837,202500050,,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,469234,2155061,42,0,0,0,0,7,1231,202712,28105266,4481658,5383,9,0,0,0,1,49,16270,21146,49,27,0,0,0,491,71,26,0,0,0,0,0,0,19247,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Naive,59858,81,Lower0.5Upper2,4848498,81,1,46111918.5,92223837,184447674,,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,469234,2155061,42,0,0,0,0,7,1231,202712,28105266,4481658,5383,9,0,0,0,1,49,16270,21146,49,27,0,0,0,491,71,26,0,0,0,0,0,0,19247,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Dist L2,59858,81,Lower0.5Upper2,34,46,0,50625012.5,92223837,202500050,,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,469234,2155061,42,0,0,0,0,7,1231,202712,28105266,4481658,5383,9,0,0,0,1,49,16270,21146,49,27,0,0,0,491,71,26,0,0,0,0,0,0,19247,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Value,59858,81,Lower0.5Upper2,126,177,0,50625012.5,82044292,202500050,,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,412149,1928450,42,0,0,0,0,7,782,158789,25533265,3834661,3819,7,0,0,0,1,36,14325,20810,36,16,0,0,0,351,63,19,0,0,0,0,0,0,19512,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Vector,59858,81,Lower0.5Upper2,5147788,117,0,50625012.5,82044292,202500050,,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,412149,1928450,42,0,0,0,0,7,782,158789,25533265,3834661,3819,7,0,0,0,1,36,14325,20810,36,16,0,0,0,351,63,19,0,0,0,0,0,0,19512,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Oracle Vector,59858,81,Lower0.5Upper2,957728,20,0,50625012.5,82044292,202500050,,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,412149,1928450,42,0,0,0,0,7,782,158789,25533265,3834661,3819,7,0,0,0,1,36,14325,20810,36,16,0,0,0,351,63,19,0,0,0,0,0,0,19512,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Oracle,59858,81,Lower0.5Upper2,0,0,0,50625012.5,82044292,202500050,,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,412149,1928450,42,0,0,0,0,7,782,158789,25533265,3834661,3819,7,0,0,0,1,36,14325,20810,36,16,0,0,0,351,63,19,0,0,0,0,0,0,19512,0,0,0,0,0,0,0,0,0,0,0,0,0,0
