LoopIndex,MonitoringScheme,VectorLength,NumOfNodes,Epsilon,Bandwidth,NumberOfMessages,NumberOfChannels,NumberOfFullSyncs,LowerBound,FunctionValue,UpperBound,,Node 1,Node 2,Node 3,Node 4,Node 5
1389,Distance L2 Scheme,100,5,Multiplicative 0.15,150,150,60,0,364525984.15,451120017,493182213.85,,9568506,14074248,15936384,16066911,27021529
1390,Distance L2 Scheme,100,5,Multiplicative 0.15,150,150,60,0,364525984.15,451067969,493182213.85,,9579829,14053062,15882330,16075539,27028450
1391,Distance L2 Scheme,100,5,Multiplicative 0.15,150,150,60,0,364525984.15,450743074,493182213.85,,9573640,14061475,15873721,16053783,27001780
1392,Distance L2 Scheme,100,5,Multiplicative 0.15,150,150,60,0,364525984.15,450643313,493182213.85,,9566869,14050444,15883141,16028327,27015886
1393,Distance L2 Scheme,100,5,Multiplicative 0.15,150,150,60,0,364525984.15,450579770,493182213.85,,9575110,14041455,15873703,16012798,27034497
1394,Distance L2 Scheme,100,5,Multiplicative 0.15,150,150,60,0,364525984.15,450569813,493182213.85,,9602199,14055695,15833562,16026304,26963470
1395,Distance L2 Scheme,100,5,Multiplicative 0.15,155,155,62,0,364525984.15,450619849,493182213.85,,9614956,14053972,15811020,16019378,26962241
1396,Distance L2 Scheme,100,5,Multiplicative 0.15,155,155,62,0,364525984.15,450369135,493182213.85,,9600318,14027203,15818647,15989930,26932178
1397,Distance L2 Scheme,100,5,Multiplicative 0.15,160,160,64,0,364525984.15,449892317,493182213.85,,9585511,13994164,15786957,15962969,26945892
1398,Distance L2 Scheme,100,5,Multiplicative 0.15,160,160,64,0,364525984.15,449938261,493182213.85,,9580453,13992769,15766119,15948873,26960006
1399,Distance L2 Scheme,100,5,Multiplicative 0.15,160,160,64,0,364525984.15,449733691,493182213.85,,9560689,13968682,15735306,15957732,26921385
1400,Distance L2 Scheme,100,5,Multiplicative 0.15,160,160,64,0,364525984.15,449584868,493182213.85,,9563956,13979551,15723693,15953759,26892961
1401,Distance L2 Scheme,100,5,Multiplicative 0.15,160,160,64,0,364525984.15,449756936,493182213.85,,9584454,13973043,15719350,15940938,26907755
1402,Distance L2 Scheme,100,5,Multiplicative 0.15,160,160,64,0,364525984.15,449987880,493182213.85,,9595087,13946366,15709639,15960599,26916731
1403,Distance L2 Scheme,100,5,Multiplicative 0.15,160,160,64,0,364525984.15,450250944,493182213.85,,9587807,13972532,15724095,15982364,26901753
1404,Distance L2 Scheme,100,5,Multiplicative 0.15,160,160,64,0,364525984.15,450443655,493182213.85,,9573928,13980669,15737975,15980092,26903281
1405,Distance L2 Scheme,100,5,Multiplicative 0.15,160,160,64,0,364525984.15,450508586,493182213.85,,9574121,13973294,15718239,15982971,26886998
1406,Distance L2 Scheme,100,5,Multiplicative 0.15,160,160,64,0,364525984.15,450601589,493182213.85,,9583550,13955045,15731388,15991215,26908630
1407,Distance L2 Scheme,100,5,Multiplicative 0.15,160,160,64,0,364525984.15,450681554,493182213.85,,9612640,13943007,15720913,16000756,26892529
1408,Distance L2 Scheme,100,5,Multiplicative 0.15,160,160,64,0,364525984.15,450353274,493182213.85,,9602828,13934622,15699647,15990681,26842077
1409,Distance L2 Scheme,100,5,Multiplicative 0.15,160,160,64,0,364525984.15,450151949,493182213.85,,9586732,13905918,15682884,15987141,26761202
1410,Distance L2 Scheme,100,5,Multiplicative 0.15,160,160,64,0,364525984.15,450217461,493182213.85,,9612574,13893443,15681744,16009248,26666463
1411,Distance L2 Scheme,100,5,Multiplicative 0.15,160,160,64,0,364525984.15,450245712,493182213.85,,9613101,13902684,15698820,16037381,26577288
1412,Distance L2 Scheme,100,5,Multiplicative 0.15,160,160,64,0,364525984.15,449883075,493182213.85,,9601922,13868304,15685910,16047186,26465809
1413,Distance L2 Scheme,100,5,Multiplicative 0.15,160,160,64,0,364525984.15,449822333,493182213.85,,9598317,13890240,15650640,16018529,26450515
1414,Distance L2 Scheme,100,5,Multiplicative 0.15,160,160,64,0,364525984.15,449338558,493182213.85,,9613698,13860904,15637806,15987370,26417276
1415,Distance L2 Scheme,100,5,Multiplicative 0.15,160,160,64,0,364525984.15,449187821,493182213.85,,9624051,13890395,15662972,16007072,26339470
1416,Distance L2 Scheme,100,5,Multiplicative 0.15,160,160,64,0,364525984.15,448480675,493182213.85,,9629094,13870600,15640230,15973863,26265210
1417,Distance L2 Scheme,100,5,Multiplicative 0.15,160,160,64,0,364525984.15,448448804,493182213.85,,9633047,13856301,15610947,15985867,26258228
1418,Distance L2 Scheme,100,5,Multiplicative 0.15,160,160,64,0,364525984.15,448478695,493182213.85,,9632900,13841665,15646651,15963149,26266350
1419,Distance L2 Scheme,100,5,Multiplicative 0.15,165,165,66,0,364525984.15,448493158,493182213.85,,9632281,13845719,15661872,15971627,26228066
1420,Distance L2 Scheme,100,5,Multiplicative 0.15,165,165,66,0,364525984.15,448502626,493182213.85,,9613320,13846344,15635139,15974067,26245578
1421,Distance L2 Scheme,100,5,Multiplicative 0.15,165,165,66,0,364525984.15,448956136,493182213.85,,9631165,13822923,15631849,15985958,26290870
1422,Distance L2 Scheme,100,5,Multiplicative 0.15,165,165,66,0,364525984.15,448948247,493182213.85,,9651435,13816407,15616023,15995345,26285493
1423,Distance L2 Scheme,100,5,Multiplicative 0.15,165,165,66,0,364525984.15,449228839,493182213.85,,9653950,13811451,15674383,16004005,26287781
1424,Distance L2 Scheme,100,5,Multiplicative 0.15,165,165,66,0,364525984.15,449375378,493182213.85,,9627952,13826912,15694146,16043155,26284422
1425,Distance L2 Scheme,100,5,Multiplicative 0.15,165,165,66,0,364525984.15,449462669,493182213.85,,9632961,13815795,15681997,16002446,26313954
1426,Distance L2 Scheme,100,5,Multiplicative 0.15,165,165,66,0,364525984.15,449389531,493182213.85,,9641115,13827142,15677426,15998378,26294366
1427,Distance L2 Scheme,100,5,Multiplicative 0.15,165,165,66,0,364525984.15,449437335,493182213.85,,9648709,13844534,15669659,15991203,26318728
1428,Distance L2 Scheme,100,5,Multiplicative 0.15,165,165,66,0,364525984.15,449666971,493182213.85,,9631816,13868329,15676385,16002942,26298904
1429,Distance L2 Scheme,100,5,Multiplicative 0.15,165,165,66,0,364525984.15,449907972,493182213.85,,9634493,13876285,15674372,16015039,26357144
1430,Distance L2 Scheme,100,5,Multiplicative 0.15,165,165,66,0,364525984.15,449899535,493182213.85,,9626427,13879525,15681435,16000156,26350505
1431,Distance L2 Scheme,100,5,Multiplicative 0.15,165,165,66,0,364525984.15,449920711,493182213.85,,9627206,13878760,15688891,16019559,26377215
1432,Distance L2 Scheme,100,5,Multiplicative 0.15,165,165,66,0,364525984.15,450177309,493182213.85,,9629949,13903441,15653438,16023320,26413000
1433,Distance L2 Scheme,100,5,Multiplicative 0.15,165,165,66,0,364525984.15,450196174,493182213.85,,9624069,13915970,15641436,16012069,26428848
1434,Distance L2 Scheme,100,5,Multiplicative 0.15,165,165,66,0,364525984.15,450140974,493182213.85,,9616352,13902361,15608480,16023879,26424359
1435,Distance L2 Scheme,100,5,Multiplicative 0.15,165,165,66,0,364525984.15,449936521,493182213.85,,9632464,13894139,15574249,16028958,26393065
1436,Distance L2 Scheme,100,5,Multiplicative 0.15,165,165,66,0,364525984.15,450047876,493182213.85,,9625328,13904715,15606027,16030008,26379178
1437,Distance L2 Scheme,100,5,Multiplicative 0.15,165,165,66,0,364525984.15,450155723,493182213.85,,9625029,13890910,15584067,16022236,26423761
1438,Distance L2 Scheme,100,5,Multiplicative 0.15,165,165,66,0,364525984.15,450581929,493182213.85,,9644429,13890886,15594421,16044158,26431043
1439,Distance L2 Scheme,100,5,Multiplicative 0.15,170,170,68,0,364525984.15,450827971,493182213.85,,9636855,13906947,15617512,16045741,26451988
1440,Distance L2 Scheme,100,5,Multiplicative 0.15,170,170,68,0,364525984.15,451116321,493182213.85,,9638822,13909325,15644990,16051951,26447377
1441,Distance L2 Scheme,100,5,Multiplicative 0.15,170,170,68,0,364525984.15,451304405,493182213.85,,9653155,13943799,15620893,16080921,26404884
1442,Distance L2 Scheme,100,5,Multiplicative 0.15,170,170,68,0,364525984.15,451573682,493182213.85,,9668882,13926601,15626207,16080483,26480303
1443,Distance L2 Scheme,100,5,Multiplicative 0.15,170,170,68,0,364525984.15,451745973,493182213.85,,9683644,13915322,15653255,16096765,26559941
1444,Distance L2 Scheme,100,5,Multiplicative 0.15,170,170,68,0,364525984.15,451990951,493182213.85,,9684976,13923972,15648221,16070770,26615892
1445,Distance L2 Scheme,100,5,Multiplicative 0.15,170,170,68,0,364525984.15,451833269,493182213.85,,9697030,13922144,15640958,16065700,26622093
1446,Distance L2 Scheme,100,5,Multiplicative 0.15,170,170,68,0,364525984.15,451551602,493182213.85,,9711974,13940316,15634710,16061668,26596373
1447,Distance L2 Scheme,100,5,Multiplicative 0.15,170,170,68,0,364525984.15,451816291,493182213.85,,9722381,13965448,15661665,16060929,26620741
1448,Distance L2 Scheme,100,5,Multiplicative 0.15,170,170,68,0,364525984.15,452193288,493182213.85,,9733821,14007571,15646471,16058724,26650813
1449,Distance L2 Scheme,100,5,Multiplicative 0.15,170,170,68,0,364525984.15,451826329,493182213.85,,9740421,13973733,15624888,16058958,26630061
1450,Distance L2 Scheme,100,5,Multiplicative 0.15,170,170,68,0,364525984.15,451968759,493182213.85,,9745642,13962243,15614934,16093430,26685166
1451,Distance L2 Scheme,100,5,Multiplicative 0.15,170,170,68,0,364525984.15,452272929,493182213.85,,9753282,13999995,15607185,16111631,26711925
1452,Distance L2 Scheme,100,5,Multiplicative 0.15,170,170,68,0,364525984.15,452158127,493182213.85,,9756343,13990114,15613623,16117591,26677243
1453,Distance L2 Scheme,100,5,Multiplicative 0.15,170,170,68,0,364525984.15,452177479,493182213.85,,9762592,13967778,15612527,16117748,26729447
1454,Distance L2 Scheme,100,5,Multiplicative 0.15,175,175,70,0,364525984.15,452190951,493182213.85,,9786451,13966774,15571546,16155530,26688494
1455,Distance L2 Scheme,100,5,Multiplicative 0.15,175,175,70,0,364525984.15,452380018,493182213.85,,9782424,13967907,15568947,16152161,26711076
1456,Distance L2 Scheme,100,5,Multiplicative 0.15,175,175,70,0,364525984.15,453001000,493182213.85,,9788677,13969370,15556075,16194736,26753842
1457,Distance L2 Scheme,100,5,Multiplicative 0.15,180,180,72,0,364525984.15,452969209,493182213.85,,9771743,13989819,15558539,16210880,26753204
1458,Distance L2 Scheme,100,5,Multiplicative 0.15,180,180,72,0,364525984.15,453168875,493182213.85,,9789432,14034122,15532766,16194037,26713873
1459,Distance L2 Scheme,100,5,Multiplicative 0.15,180,180,72,0,364525984.15,453400684,493182213.85,,9777674,14052179,15539578,16225364,26735890
1460,Distance L2 Scheme,100,5,Multiplicative 0.15,180,180,72,0,364525984.15,453561933,493182213.85,,9792587,14038457,15529872,16227512,26720073
1461,Distance L2 Scheme,100,5,Multiplicative 0.15,180,180,72,0,364525984.15,453781607,493182213.85,,9806430,14050630,15497154,16261092,26713939
1462,Distance L2 Scheme,100,5,Multiplicative 0.15,180,180,72,0,364525984.15,453692167,493182213.85,,9797531,14056015,15508312,16312747,26654595
1463,Distance L2 Scheme,100,5,Multiplicative 0.15,185,185,74,0,364525984.15,453890243,493182213.85,,9789206,14056417,15515794,16322382,26667711
1464,Distance L2 Scheme,100,5,Multiplicative 0.15,185,185,74,0,364525984.15,454027279,493182213.85,,9774060,14058940,15529274,16325165,26637073
1465,Distance L2 Scheme,100,5,Multiplicative 0.15,185,185,74,0,364525984.15,454020790,493182213.85,,9773806,14074485,15486321,16337629,26611053
1466,Distance L2 Scheme,100,5,Multiplicative 0.15,185,185,74,0,364525984.15,454261828,493182213.85,,9809762,14036049,15496418,16321701,26606304
1467,Distance L2 Scheme,100,5,Multiplicative 0.15,185,185,74,0,364525984.15,454308136,493182213.85,,9798650,14004657,15530646,16326570,26593986
1468,Distance L2 Scheme,100,5,Multiplicative 0.15,190,190,76,0,364525984.15,454735518,493182213.85,,9816084,13986446,15547470,16342569,26640651
1469,Distance L2 Scheme,100,5,Multiplicative 0.15,195,195,78,0,364525984.15,454973275,493182213.85,,9836490,13991570,15530638,16352250,26647549
1470,Distance L2 Scheme,100,5,Multiplicative 0.15,195,195,78,0,364525984.15,454950580,493182213.85,,9821638,13980186,15537586,16359148,26642747
1471,Distance L2 Scheme,100,5,Multiplicative 0.15,195,195,78,0,364525984.15,455047620,493182213.85,,9838789,13997786,15514151,16362361,26655431
1472,Distance L2 Scheme,100,5,Multiplicative 0.15,200,200,80,0,364525984.15,455275826,493182213.85,,9881855,14012281,15497447,16370226,26620916
1473,Distance L2 Scheme,100,5,Multiplicative 0.15,200,200,80,0,364525984.15,455520955,493182213.85,,9947972,13988786,15525221,16387723,26549893
1474,Distance L2 Scheme,100,5,Multiplicative 0.15,200,200,80,0,364525984.15,455630857,493182213.85,,9984800,14020208,15536337,16386745,26509741
1475,Distance L2 Scheme,100,5,Multiplicative 0.15,205,205,82,0,364525984.15,455483432,493182213.85,,9995919,14009692,15524161,16345133,26487860
1476,Distance L2 Scheme,100,5,Multiplicative 0.15,205,205,82,0,364525984.15,455819183,493182213.85,,10043769,14003983,15541220,16352656,26441893
1477,Distance L2 Scheme,100,5,Multiplicative 0.15,205,205,82,0,364525984.15,455741611,493182213.85,,10063040,13992609,15539520,16331640,26346209
1478,Distance L2 Scheme,100,5,Multiplicative 0.15,210,210,84,0,364525984.15,455751658,493182213.85,,10086655,13982412,15525729,16352421,26268934
1479,Distance L2 Scheme,100,5,Multiplicative 0.15,210,210,84,0,364525984.15,456085890,493182213.85,,10102008,13985353,15527523,16381377,26282499
1480,Distance L2 Scheme,100,5,Multiplicative 0.15,215,215,86,0,364525984.15,456417831,493182213.85,,10141630,13994803,15521539,16376601,26271849
1481,Distance L2 Scheme,100,5,Multiplicative 0.15,223,223,89,0,364525984.15,456520981,493182213.85,,10165445,13999005,15477741,16398325,26273344
1482,Distance L2 Scheme,100,5,Multiplicative 0.15,223,223,89,0,364525984.15,456574472,493182213.85,,10160627,13980189,15491416,16410798,26285092
1483,Distance L2 Scheme,100,5,Multiplicative 0.15,228,228,91,0,364525984.15,456791514,493182213.85,,10180466,13979467,15490232,16420096,26266610
1484,Distance L2 Scheme,100,5,Multiplicative 0.15,236,236,94,0,364525984.15,457130476,493182213.85,,10243432,13961205,15491552,16423148,26244373
1485,Distance L2 Scheme,100,5,Multiplicative 0.15,241,241,96,0,364525984.15,457121790,493182213.85,,10248304,13948096,15473617,16449105,26181359
1486,Distance L2 Scheme,100,5,Multiplicative 0.15,249,249,99,0,364525984.15,457286251,493182213.85,,10260613,13940160,15472596,16449194,26177609
1487,Distance L2 Scheme,100,5,Multiplicative 0.15,258,258,103,0,364525984.15,457901764,493182213.85,,10272878,13970956,15481582,16472322,26196272
1488,Distance L2 Scheme,100,5,Multiplicative 0.15,258,258,103,0,364525984.15,457908899,493182213.85,,10297511,13960258,15464869,16505276,26150295
1489,Distance L2 Scheme,100,5,Multiplicative 0.15,265,265,106,0,364525984.15,458127443,493182213.85,,10346650,13942983,15455566,16520869,26138359
1490,Distance L2 Scheme,100,5,Multiplicative 0.15,270,270,108,0,364525984.15,458395701,493182213.85,,10435238,13911747,15450577,16512539,26186365
1491,Distance L2 Scheme,100,5,Multiplicative 0.15,275,275,110,0,364525984.15,458755025,493182213.85,,10464523,13909357,15479166,16506842,26201710
1492,Distance L2 Scheme,100,5,Multiplicative 0.15,283,283,113,0,364525984.15,458931189,493182213.85,,10464920,13891990,15485550,16515132,26217496
1493,Distance L2 Scheme,100,5,Multiplicative 0.15,288,288,115,0,364525984.15,458924779,493182213.85,,10449982,13879813,15469609,16517499,26215018
1494,Distance L2 Scheme,100,5,Multiplicative 0.15,296,296,118,0,364525984.15,459133356,493182213.85,,10488175,13876815,15457089,16529800,26235078
1495,Distance L2 Scheme,100,5,Multiplicative 0.15,310,310,123,0,364525984.15,459525915,493182213.85,,10518738,13935458,15464530,16544305,26218536
1496,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,459494996,528419245.4,,10497736,13926541,15447057,16567565,26214362
1497,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,459192482,528419245.4,,10484655,13933306,15427275,16532749,26213884
1498,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,459280059,528419245.4,,10479714,13927999,15432746,16516424,26235507
1499,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,459258662,528419245.4,,10497634,13922600,15421006,16517211,26231953
1500,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,459766307,528419245.4,,10504710,13916947,15423643,16561412,26256652
1501,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,460199504,528419245.4,,10500028,13923999,15449072,16564142,26326139
1502,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,460523754,528419245.4,,10526623,13939303,15422419,16562690,26423657
1503,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,461013043,528419245.4,,10527424,13955490,15442575,16575972,26493137
1504,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,461419113,528419245.4,,10538875,13944690,15447486,16576404,26599917
1505,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,461290680,528419245.4,,10538271,13953393,15421546,16574513,26598533
1506,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,461630989,528419245.4,,10531175,13932679,15473982,16592762,26608410
1507,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,461635292,528419245.4,,10509932,13925720,15479681,16625661,26626208
1508,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,461768562,528419245.4,,10521015,13921512,15461193,16656884,26625396
1509,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,462115798,528419245.4,,10525469,13914394,15456848,16689579,26656273
1510,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,462216841,528419245.4,,10561263,13889460,15468681,16683308,26659701
1511,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,462073158,528419245.4,,10600153,13883990,15502501,16679429,26606659
1512,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,462358080,528419245.4,,10643699,13882525,15477572,16670947,26650235
1513,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,462604788,528419245.4,,10676667,13888461,15491579,16678596,26683359
1514,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,462588847,528419245.4,,10671603,13889596,15490788,16669675,26663948
1515,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,462869483,528419245.4,,10680615,13921789,15475076,16660506,26703094
1516,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,462845637,528419245.4,,10693954,13933321,15482993,16666369,26735149
1517,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463041240,528419245.4,,10699321,13916834,15482783,16671495,26751029
1518,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,462948397,528419245.4,,10720164,13923109,15462231,16639323,26744616
1519,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,462804319,528419245.4,,10750252,13945658,15417612,16646453,26704541
1520,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,462694125,528419245.4,,10789334,13957142,15414535,16634629,26656486
1521,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,462806401,528419245.4,,10832999,13952325,15403846,16623364,26631618
1522,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,462851142,528419245.4,,10851420,13963631,15424981,16594825,26644183
1523,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,462851824,528419245.4,,10878608,13960795,15444358,16595126,26628817
1524,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,462748228,528419245.4,,10893126,13958376,15462197,16602412,26593449
1525,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,462885139,528419245.4,,10917973,13985365,15457782,16575744,26626037
1526,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463020058,528419245.4,,10906662,13969768,15471912,16594799,26558710
1527,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,462990517,528419245.4,,10904413,13968369,15457059,16592620,26541730
1528,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463101753,528419245.4,,10904863,13974459,15447304,16591044,26534628
1529,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463085815,528419245.4,,10897135,13992731,15480550,16574164,26520076
1530,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,462724760,528419245.4,,10882273,13991104,15487123,16558356,26487346
1531,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,462889465,528419245.4,,10881051,13974325,15513125,16572921,26503168
1532,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,462974919,528419245.4,,10882725,13957792,15519750,16560858,26459602
1533,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463207167,528419245.4,,10896695,13957891,15524342,16573790,26453854
1534,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463040654,528419245.4,,10900985,13958190,15499645,16569537,26445621
1535,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463049042,528419245.4,,10891738,13949346,15500776,16573388,26459711
1536,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463055077,528419245.4,,10877268,13965219,15494947,16557124,26458380
1537,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463193879,528419245.4,,10887249,13988596,15460873,16582749,26461781
1538,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463528698,528419245.4,,10948016,13999774,15482784,16550497,26490944
1539,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463485451,528419245.4,,10934925,14011762,15512942,16521487,26483788
1540,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463389842,528419245.4,,10939447,14021611,15503915,16524854,26415237
1541,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463222080,528419245.4,,10932145,14023983,15523983,16498994,26312966
1542,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463169597,528419245.4,,10911094,14022850,15538449,16468840,26264783
1543,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,462637623,528419245.4,,10886201,13997357,15545781,16436200,26172321
1544,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,462619309,528419245.4,,10888325,14002203,15555285,16425619,26129602
1545,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,462438677,528419245.4,,10875788,14017668,15525252,16436450,26116721
1546,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,462682748,528419245.4,,10886628,14033513,15520866,16455186,26169266
1547,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463116325,528419245.4,,10911231,14047008,15539531,16465679,26228621
1548,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463575535,528419245.4,,10963012,14050976,15524358,16489192,26293882
1549,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463456285,528419245.4,,10974068,14026995,15551652,16468471,26257134
1550,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463791221,528419245.4,,10987353,14039806,15550255,16488060,26277085
1551,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463782925,528419245.4,,10969153,14027844,15501583,16474425,26343293
1552,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463866541,528419245.4,,10983993,14018291,15506698,16506150,26361702
1553,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463880794,528419245.4,,11012756,14031138,15501446,16509706,26339839
1554,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463770974,528419245.4,,11005166,14010554,15498292,16513659,26288186
1555,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463971815,528419245.4,,11005236,14011121,15490223,16504196,26355613
1556,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463596693,528419245.4,,11023044,13982089,15491686,16453561,26315575
1557,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463854656,528419245.4,,11050320,13980725,15541180,16452650,26289838
1558,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463328794,528419245.4,,11059939,13953704,15510276,16439632,26288260
1559,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463268721,528419245.4,,11076598,13958606,15503495,16430899,26249157
1560,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463304998,528419245.4,,11094910,13955330,15503421,16429483,26256495
1561,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463114441,528419245.4,,11091390,13954840,15522557,16394241,26238576
1562,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463015293,528419245.4,,11090225,13950956,15509058,16370127,26250192
1563,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463232640,528419245.4,,11125914,13948148,15493569,16365402,26236214
1564,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463119541,528419245.4,,11131314,13942464,15464529,16373936,26216134
1565,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463448227,528419245.4,,11121201,13946421,15506296,16363052,26268420
1566,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463697858,528419245.4,,11155614,13972865,15491622,16372846,26277882
1567,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463793300,528419245.4,,11178736,13963813,15482122,16350838,26280573
1568,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463605790,528419245.4,,11180223,13933927,15483520,16325742,26311600
1569,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463380289,528419245.4,,11177607,13932715,15518108,16336502,26281368
1570,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463423510,528419245.4,,11180933,13913322,15484409,16335473,26268261
1571,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463333045,528419245.4,,11206825,13908137,15480997,16329094,26241976
1572,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463331309,528419245.4,,11202237,13888615,15484379,16336769,26229226
1573,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463355106,528419245.4,,11178980,13877004,15506803,16370185,26249761
1574,Distance L2 Scheme,100,5,Multiplicative 0.15,1334,334,128,1,390570746.6,463090570,528419245.4,,11161369,13864996,15513751,16336524,26237062
