LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Approximation,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9,Server 10,Server 11,Server 12,Server 13,Server 14,Server 15,Server 16,Server 17,Server 18,Server 19,Server 20,Server 21,Server 22,Server 23,Server 24,Server 25
1,Value,22050,25,Lower0.5Upper2,12,16,0,116217810.5,210347153,464871242,,0,0,125,0,0,0,6,86,54,0,0,100,22277598,98111866,6278,0,30702,988,85564,58,0,1780,1,1,0
1,Vector,22050,25,Lower0.5Upper2,220500,13,0,116217810.5,210347153,464871242,,0,0,125,0,0,0,6,86,54,0,0,100,22277598,98111866,6278,0,30702,988,85564,58,0,1780,1,1,0
1,Oracle Vector,22050,25,Lower0.5Upper2,176400,10,0,116217810.5,210347153,464871242,,0,0,125,0,0,0,6,86,54,0,0,100,22277598,98111866,6278,0,30702,988,85564,58,0,1780,1,1,0
1,Oracle,22050,25,Lower0.5Upper2,0,0,0,116217810.5,210347153,464871242,,0,0,125,0,0,0,6,86,54,0,0,100,22277598,98111866,6278,0,30702,988,85564,58,0,1780,1,1,0
1,Dist L2,22050,25,Lower0.5Upper2,12,16,0,116217810.5,210347153,464871242,,0,0,125,0,0,0,6,86,54,0,0,100,22277598,98111866,6278,0,30702,988,85564,58,0,1780,1,1,0
2,Value,22050,25,Lower0.5Upper2,30,41,0,116217810.5,185428445,464871242,,0,0,125,0,0,0,6,80,35,0,0,69,19185423,87211515,4239,0,30802,868,85174,53,0,1860,2,1,0
2,Vector,22050,25,Lower0.5Upper2,617400,38,0,116217810.5,185428445,464871242,,0,0,125,0,0,0,6,80,35,0,0,69,19185423,87211515,4239,0,30802,868,85174,53,0,1860,2,1,0
2,Oracle Vector,22050,25,Lower0.5Upper2,308700,18,0,116217810.5,185428445,464871242,,0,0,125,0,0,0,6,80,35,0,0,69,19185423,87211515,4239,0,30802,868,85174,53,0,1860,2,1,0
2,Oracle,22050,25,Lower0.5Upper2,0,0,0,116217810.5,185428445,464871242,,0,0,125,0,0,0,6,80,35,0,0,69,19185423,87211515,4239,0,30802,868,85174,53,0,1860,2,1,0
2,Dist L2,22050,25,Lower0.5Upper2,32,44,0,116217810.5,185428445,464871242,,0,0,125,0,0,0,6,80,35,0,0,69,19185423,87211515,4239,0,30802,868,85174,53,0,1860,2,1,0
3,Value,22050,25,Lower0.5Upper2,62,86,0,116217810.5,163566356,464871242,,0,0,117,0,0,0,5,67,24,0,0,47,16628974,77408287,2617,0,30902,742,84403,44,0,1896,3,0,0
3,Vector,22050,25,Lower0.5Upper2,1146600,70,0,116217810.5,163566356,464871242,,0,0,117,0,0,0,5,67,24,0,0,47,16628974,77408287,2617,0,30902,742,84403,44,0,1896,3,0,0
3,Oracle Vector,22050,25,Lower0.5Upper2,529200,31,0,116217810.5,163566356,464871242,,0,0,117,0,0,0,5,67,24,0,0,47,16628974,77408287,2617,0,30902,742,84403,44,0,1896,3,0,0
3,Oracle,22050,25,Lower0.5Upper2,0,0,0,116217810.5,163566356,464871242,,0,0,117,0,0,0,5,67,24,0,0,47,16628974,77408287,2617,0,30902,742,84403,44,0,1896,3,0,0
3,Dist L2,22050,25,Lower0.5Upper2,62,86,0,116217810.5,163566356,464871242,,0,0,117,0,0,0,5,67,24,0,0,47,16628974,77408287,2617,0,30902,742,84403,44,0,1896,3,0,0
4,Value,22050,25,Lower0.5Upper2,102,142,0,116217810.5,146642941,464871242,,0,0,110,0,0,0,2,40,12,0,0,31,14499165,70154088,1705,0,30898,560,83601,41,0,1896,3,0,0
4,Vector,22050,25,Lower0.5Upper2,2028600,126,0,116217810.5,146642941,464871242,,0,0,110,0,0,0,2,40,12,0,0,31,14499165,70154088,1705,0,30898,560,83601,41,0,1896,3,0,0
4,Oracle Vector,22050,25,Lower0.5Upper2,793800,47,0,116217810.5,146642941,464871242,,0,0,110,0,0,0,2,40,12,0,0,31,14499165,70154088,1705,0,30898,560,83601,41,0,1896,3,0,0
4,Oracle,22050,25,Lower0.5Upper2,0,0,0,116217810.5,146642941,464871242,,0,0,110,0,0,0,2,40,12,0,0,31,14499165,70154088,1705,0,30898,560,83601,41,0,1896,3,0,0
4,Dist L2,22050,25,Lower0.5Upper2,104,145,0,116217810.5,146642941,464871242,,0,0,110,0,0,0,2,40,12,0,0,31,14499165,70154088,1705,0,30898,560,83601,41,0,1896,3,0,0
5,Value,22050,25,Lower0.5Upper2,160,225,0,116217810.5,136617828,464871242,,0,0,128,0,0,0,1,19,6,0,0,22,13048423,66191039,1159,0,30834,477,82982,39,0,1919,3,0,0
5,Vector,22050,25,Lower0.5Upper2,2998800,190,0,116217810.5,136617828,464871242,,0,0,128,0,0,0,1,19,6,0,0,22,13048423,66191039,1159,0,30834,477,82982,39,0,1919,3,0,0
5,Oracle Vector,22050,25,Lower0.5Upper2,970200,57,0,116217810.5,136617828,464871242,,0,0,128,0,0,0,1,19,6,0,0,22,13048423,66191039,1159,0,30834,477,82982,39,0,1919,3,0,0
