LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Approximation,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9,Server 10,Server 11,Server 12,Server 13,Server 14,Server 15,Server 16,Server 17,Server 18,Server 19,Server 20,Server 21,Server 22,Server 23,Server 24,Server 25
1,Value,54450,25,Lower0.5Upper2,10,13,0,51760024.5,93991154,207040098,,0,0,130,0,0,0,4,48,22,0,0,45,9940840,44528704,2969,0,15006,511,38728,9,0,804,0,0,0
1,Vector,54450,25,Lower0.5Upper2,544500,13,0,51760024.5,93991154,207040098,,0,0,130,0,0,0,4,48,22,0,0,45,9940840,44528704,2969,0,15006,511,38728,9,0,804,0,0,0
1,Oracle Vector,54450,25,Lower0.5Upper2,435600,10,0,51760024.5,93991154,207040098,,0,0,130,0,0,0,4,48,22,0,0,45,9940840,44528704,2969,0,15006,511,38728,9,0,804,0,0,0
1,Oracle,54450,25,Lower0.5Upper2,0,0,0,51760024.5,93991154,207040098,,0,0,130,0,0,0,4,48,22,0,0,45,9940840,44528704,2969,0,15006,511,38728,9,0,804,0,0,0
1,Dist L2,54450,25,Lower0.5Upper2,10,13,0,51760024.5,93991154,207040098,,0,0,130,0,0,0,4,48,22,0,0,45,9940840,44528704,2969,0,15006,511,38728,9,0,804,0,0,0
2,Value,54450,25,Lower0.5Upper2,26,35,0,51760024.5,83337494,207040098,,0,0,130,0,0,0,3,41,14,0,0,36,8593336,39871384,2038,0,15039,455,38586,8,0,844,1,0,0
2,Vector,54450,25,Lower0.5Upper2,1524600,38,0,51760024.5,83337494,207040098,,0,0,130,0,0,0,3,41,14,0,0,36,8593336,39871384,2038,0,15039,455,38586,8,0,844,1,0,0
2,Oracle Vector,54450,25,Lower0.5Upper2,871200,21,0,51760024.5,83337494,207040098,,0,0,130,0,0,0,3,41,14,0,0,36,8593336,39871384,2038,0,15039,455,38586,8,0,844,1,0,0
2,Oracle,54450,25,Lower0.5Upper2,0,0,0,51760024.5,83337494,207040098,,0,0,130,0,0,0,3,41,14,0,0,36,8593336,39871384,2038,0,15039,455,38586,8,0,844,1,0,0
2,Dist L2,54450,25,Lower0.5Upper2,30,41,0,51760024.5,83337494,207040098,,0,0,130,0,0,0,3,41,14,0,0,36,8593336,39871384,2038,0,15039,455,38586,8,0,844,1,0,0
3,Value,54450,25,Lower0.5Upper2,56,77,0,51760024.5,73883859,207040098,,0,0,122,0,0,0,3,34,10,0,0,26,7457631,35616975,1258,0,15100,387,38227,5,0,861,1,0,0
3,Vector,54450,25,Lower0.5Upper2,3158100,80,0,51760024.5,73883859,207040098,,0,0,122,0,0,0,3,34,10,0,0,26,7457631,35616975,1258,0,15100,387,38227,5,0,861,1,0,0
3,Oracle Vector,54450,25,Lower0.5Upper2,1524600,37,0,51760024.5,73883859,207040098,,0,0,122,0,0,0,3,34,10,0,0,26,7457631,35616975,1258,0,15100,387,38227,5,0,861,1,0,0
3,Oracle,54450,25,Lower0.5Upper2,0,0,0,51760024.5,73883859,207040098,,0,0,122,0,0,0,3,34,10,0,0,26,7457631,35616975,1258,0,15100,387,38227,5,0,861,1,0,0
3,Dist L2,54450,25,Lower0.5Upper2,58,80,0,51760024.5,73883859,207040098,,0,0,122,0,0,0,3,34,10,0,0,26,7457631,35616975,1258,0,15100,387,38227,5,0,861,1,0,0
4,Value,54450,25,Lower0.5Upper2,98,136,0,51760024.5,66554396,207040098,,0,0,115,0,0,0,1,19,7,0,0,20,6526457,32419064,849,0,15081,298,37712,4,0,861,1,0,0
4,Vector,54450,25,Lower0.5Upper2,5336100,136,0,51760024.5,66554396,207040098,,0,0,115,0,0,0,1,19,7,0,0,20,6526457,32419064,849,0,15081,298,37712,4,0,861,1,0,0
4,Oracle Vector,54450,25,Lower0.5Upper2,2178000,52,0,51760024.5,66554396,207040098,,0,0,115,0,0,0,1,19,7,0,0,20,6526457,32419064,849,0,15081,298,37712,4,0,861,1,0,0
