LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Approximation,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9,Server 10,Server 11,Server 12,Server 13,Server 14,Server 15,Server 16,Server 17,Server 18,Server 19,Server 20,Server 21,Server 22,Server 23,Server 24,Server 25
1,Value,450,25,Lower0.5Upper2,12,16,0,2747352681,4925151711,10989410724,,2,1,384,1,0,0,87,1756,813,0,0,3867,568723000,2161241077,111346,0,689608,24617,2055833,869,0,36028,16,4,0
1,Vector,450,25,Lower0.5Upper2,5400,16,0,2747352681,4925151711,10989410724,,2,1,384,1,0,0,87,1756,813,0,0,3867,568723000,2161241077,111346,0,689608,24617,2055833,869,0,36028,16,4,0
1,Oracle Vector,450,25,Lower0.5Upper2,4500,13,0,2747352681,4925151711,10989410724,,2,1,384,1,0,0,87,1756,813,0,0,3867,568723000,2161241077,111346,0,689608,24617,2055833,869,0,36028,16,4,0
1,Oracle,450,25,Lower0.5Upper2,0,0,0,2747352681,4925151711,10989410724,,2,1,384,1,0,0,87,1756,813,0,0,3867,568723000,2161241077,111346,0,689608,24617,2055833,869,0,36028,16,4,0
1,Dist L2,450,25,Lower0.5Upper2,12,16,0,2747352681,4925151711,10989410724,,2,1,384,1,0,0,87,1756,813,0,0,3867,568723000,2161241077,111346,0,689608,24617,2055833,869,0,36028,16,4,0
2,Value,450,25,Lower0.5Upper2,32,44,0,2747352681,4296439451,10989410724,,2,0,384,1,0,0,59,1679,514,0,0,3284,489791192,1890140848,77408,0,692987,21522,2045118,705,0,38894,14,4,0
2,Vector,450,25,Lower0.5Upper2,14400,44,0,2747352681,4296439451,10989410724,,2,0,384,1,0,0,59,1679,514,0,0,3284,489791192,1890140848,77408,0,692987,21522,2045118,705,0,38894,14,4,0
2,Oracle Vector,450,25,Lower0.5Upper2,12600,38,0,2747352681,4296439451,10989410724,,2,0,384,1,0,0,59,1679,514,0,0,3284,489791192,1890140848,77408,0,692987,21522,2045118,705,0,38894,14,4,0
2,Oracle,450,25,Lower0.5Upper2,0,0,0,2747352681,4296439451,10989410724,,2,0,384,1,0,0,59,1679,514,0,0,3284,489791192,1890140848,77408,0,692987,21522,2045118,705,0,38894,14,4,0
2,Dist L2,450,25,Lower0.5Upper2,30,41,0,2747352681,4296439451,10989410724,,2,0,384,1,0,0,59,1679,514,0,0,3284,489791192,1890140848,77408,0,692987,21522,2045118,705,0,38894,14,4,0
3,Value,450,25,Lower0.5Upper2,56,77,0,2747352681,3755495182,10989410724,,2,0,367,1,0,0,34,1440,391,0,0,2461,422602266,1657261257,48088,0,697436,18272,2019884,551,0,39725,16,2,0
3,Vector,450,25,Lower0.5Upper2,28800,88,0,2747352681,3755495182,10989410724,,2,0,367,1,0,0,34,1440,391,0,0,2461,422602266,1657261257,48088,0,697436,18272,2019884,551,0,39725,16,2,0
3,Oracle Vector,450,25,Lower0.5Upper2,26100,79,0,2747352681,3755495182,10989410724,,2,0,367,1,0,0,34,1440,391,0,0,2461,422602266,1657261257,48088,0,697436,18272,2019884,551,0,39725,16,2,0
3,Oracle,450,25,Lower0.5Upper2,0,0,0,2747352681,3755495182,10989410724,,2,0,367,1,0,0,34,1440,391,0,0,2461,422602266,1657261257,48088,0,697436,18272,2019884,551,0,39725,16,2,0
3,Dist L2,450,25,Lower0.5Upper2,56,77,0,2747352681,3755495182,10989410724,,2,0,367,1,0,0,34,1440,391,0,0,2461,422602266,1657261257,48088,0,697436,18272,2019884,551,0,39725,16,2,0
4,Value,450,25,Lower0.5Upper2,96,134,0,2747352681,3333289184,10989410724,,0,0,325,0,0,0,18,1042,196,0,0,1922,366260142,1482329942,31354,0,697880,13616,1996025,452,0,39712,10,2,0
4,Vector,450,25,Lower0.5Upper2,47700,149,0,2747352681,3333289184,10989410724,,0,0,325,0,0,0,18,1042,196,0,0,1922,366260142,1482329942,31354,0,697880,13616,1996025,452,0,39712,10,2,0
4,Oracle Vector,450,25,Lower0.5Upper2,32400,98,0,2747352681,3333289184,10989410724,,0,0,325,0,0,0,18,1042,196,0,0,1922,366260142,1482329942,31354,0,697880,13616,1996025,452,0,39712,10,2,0
4,Oracle,450,25,Lower0.5Upper2,0,0,0,2747352681,3333289184,10989410724,,0,0,325,0,0,0,18,1042,196,0,0,1922,366260142,1482329942,31354,0,697880,13616,1996025,452,0,39712,10,2,0
4,Dist L2,450,25,Lower0.5Upper2,92,128,0,2747352681,3333289184,10989410724,,0,0,325,0,0,0,18,1042,196,0,0,1922,366260142,1482329942,31354,0,697880,13616,1996025,452,0,39712,10,2,0
5,Value,450,25,Lower0.5Upper2,22621,257,1,1538119570.5,3076239141,6152478282,,0,0,377,0,0,0,8,606,107,0,0,1375,327362588,1384423556,21027,0,699010,11397,1973625,416,0,40541,8,2,0
5,Vector,450,25,Lower0.5Upper2,70200,222,1,1538119570.5,3076239141,6152478282,,0,0,377,0,0,0,8,606,107,0,0,1375,327362588,1384423556,21027,0,699010,11397,1973625,416,0,40541,8,2,0
5,Oracle Vector,450,25,Lower0.5Upper2,46800,140,0,2747352681,3076239141,10989410724,,0,0,377,0,0,0,8,606,107,0,0,1375,327362588,1384423556,21027,0,699010,11397,1973625,416,0,40541,8,2,0
5,Oracle,450,25,Lower0.5Upper2,0,0,0,2747352681,3076239141,10989410724,,0,0,377,0,0,0,8,606,107,0,0,1375,327362588,1384423556,21027,0,699010,11397,1973625,416,0,40541,8,2,0
