LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Approximation,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9,Server 10,Server 11,Server 12,Server 13,Server 14,Server 15,Server 16,Server 17,Server 18,Server 19,Server 20,Server 21,Server 22,Server 23,Server 24,Server 25
1,Value,45000,25,Lower0.5Upper2,10,13,0,63967081.5,116179041,255868326,,0,0,126,0,0,0,4,53,33,0,0,53,12842203,53797179,3368,0,17535,535,45537,9,0,1197,1,1,0
1,Vector,45000,25,Lower0.5Upper2,450000,13,0,63967081.5,116179041,255868326,,0,0,126,0,0,0,4,53,33,0,0,53,12842203,53797179,3368,0,17535,535,45537,9,0,1197,1,1,0
1,Oracle Vector,45000,25,Lower0.5Upper2,360000,10,0,63967081.5,116179041,255868326,,0,0,126,0,0,0,4,53,33,0,0,53,12842203,53797179,3368,0,17535,535,45537,9,0,1197,1,1,0
1,Oracle,45000,25,Lower0.5Upper2,0,0,0,63967081.5,116179041,255868326,,0,0,126,0,0,0,4,53,33,0,0,53,12842203,53797179,3368,0,17535,535,45537,9,0,1197,1,1,0
1,Dist L2,45000,25,Lower0.5Upper2,10,13,0,63967081.5,116179041,255868326,,0,0,126,0,0,0,4,53,33,0,0,53,12842203,53797179,3368,0,17535,535,45537,9,0,1197,1,1,0
2,Value,45000,25,Lower0.5Upper2,28,38,0,63967081.5,103064793,255868326,,0,0,126,0,0,0,3,48,23,0,0,45,11139727,48130130,2355,0,17510,489,45276,7,0,1266,1,1,0
2,Vector,45000,25,Lower0.5Upper2,1350000,41,0,63967081.5,103064793,255868326,,0,0,126,0,0,0,3,48,23,0,0,45,11139727,48130130,2355,0,17510,489,45276,7,0,1266,1,1,0
2,Oracle Vector,45000,25,Lower0.5Upper2,720000,21,0,63967081.5,103064793,255868326,,0,0,126,0,0,0,3,48,23,0,0,45,11139727,48130130,2355,0,17510,489,45276,7,0,1266,1,1,0
2,Oracle,45000,25,Lower0.5Upper2,0,0,0,63967081.5,103064793,255868326,,0,0,126,0,0,0,3,48,23,0,0,45,11139727,48130130,2355,0,17510,489,45276,7,0,1266,1,1,0
2,Dist L2,45000,25,Lower0.5Upper2,28,37,0,63967081.5,103064793,255868326,,0,0,126,0,0,0,3,48,23,0,0,45,11139727,48130130,2355,0,17510,489,45276,7,0,1266,1,1,0
3,Value,45000,25,Lower0.5Upper2,62,86,0,63967081.5,91413863,255868326,,0,0,119,0,0,0,2,44,16,0,0,36,9718165,42932277,1471,0,17513,419,44913,4,0,1285,2,0,0
3,Vector,45000,25,Lower0.5Upper2,2340000,71,0,63967081.5,91413863,255868326,,0,0,119,0,0,0,2,44,16,0,0,36,9718165,42932277,1471,0,17513,419,44913,4,0,1285,2,0,0
3,Oracle Vector,45000,25,Lower0.5Upper2,1170000,34,0,63967081.5,91413863,255868326,,0,0,119,0,0,0,2,44,16,0,0,36,9718165,42932277,1471,0,17513,419,44913,4,0,1285,2,0,0
3,Oracle,45000,25,Lower0.5Upper2,0,0,0,63967081.5,91413863,255868326,,0,0,119,0,0,0,2,44,16,0,0,36,9718165,42932277,1471,0,17513,419,44913,4,0,1285,2,0,0
3,Dist L2,45000,25,Lower0.5Upper2,60,82,0,63967081.5,91413863,255868326,,0,0,119,0,0,0,2,44,16,0,0,36,9718165,42932277,1471,0,17513,419,44913,4,0,1285,2,0,0
4,Value,45000,25,Lower0.5Upper2,106,148,0,63967081.5,82385819,255868326,,0,0,113,0,0,0,1,23,10,0,0,28,8522630,39099230,940,0,17505,302,44436,1,0,1285,2,0,0
4,Vector,45000,25,Lower0.5Upper2,3960000,121,0,63967081.5,82385819,255868326,,0,0,113,0,0,0,1,23,10,0,0,28,8522630,39099230,940,0,17505,302,44436,1,0,1285,2,0,0
