LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Approximation,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9
1,Naive,225,9,Threshold2700000,2025,9,1,="-Infinity",164992.398929123,2700000,,13.1393346173135,5.18539464690787,9.34976388378895,8613.17547051872,29934.9968374852,14410.3451476329,145.70958141501,150.32835912357,115.230427341796
1,Dist L2,225,9,Threshold2700000,0,0,0,="-Infinity",164992.398929123,2700000,,13.1393346173135,5.18539464690787,9.34976388378895,8613.17547051872,29934.9968374852,14410.3451476329,145.70958141501,150.32835912357,115.230427341796
1,Dist L0,225,9,Threshold2700000,0,0,0,="-Infinity",164992.398929123,2700000,,13.1393346173135,5.18539464690787,9.34976388378895,8613.17547051872,29934.9968374852,14410.3451476329,145.70958141501,150.32835912357,115.230427341796
1,Value,225,9,Threshold2700000,0,0,0,="-Infinity",164992.398929123,2700000,,13.1393346173135,5.18539464690787,9.34976388378895,8613.17547051872,29934.9968374852,14410.3451476329,145.70958141501,150.32835912357,115.230427341796
1,Vector,225,9,Threshold2700000,0,0,0,="-Infinity",164992.398929123,2700000,,13.1393346173135,5.18539464690787,9.34976388378895,8613.17547051872,29934.9968374852,14410.3451476329,145.70958141501,150.32835912357,115.230427341796
1,Oracle Vector,225,9,Threshold2700000,0,0,0,="-Infinity",164992.398929123,2700000,,13.1393346173135,5.18539464690787,9.34976388378895,8613.17547051872,29934.9968374852,14410.3451476329,145.70958141501,150.32835912357,115.230427341796
1,Oracle,225,9,Threshold2700000,0,0,0,="-Infinity",164992.398929123,2700000,,13.1393346173135,5.18539464690787,9.34976388378895,8613.17547051872,29934.9968374852,14410.3451476329,145.70958141501,150.32835912357,115.230427341796
2,Naive,225,9,Threshold2700000,4050,18,2,="-Infinity",148872.132377873,2700000,,11.970879579473,4.55437236669632,8.4922787650139,8036.88450628906,27024.1670916446,12961.7253415147,115.360507973776,131.024197591157,86.8588078198139
2,Oracle,225,9,Threshold2700000,0,0,0,="-Infinity",148872.132377873,2700000,,11.970879579473,4.55437236669632,8.4922787650139,8036.88450628906,27024.1670916446,12961.7253415147,115.360507973776,131.024197591157,86.8588078198139
2,Value,225,9,Threshold2700000,0,0,0,="-Infinity",148872.132377873,2700000,,11.970879579473,4.55437236669632,8.4922787650139,8036.88450628906,27024.1670916446,12961.7253415147,115.360507973776,131.024197591157,86.8588078198139
2,Vector,225,9,Threshold2700000,0,0,0,="-Infinity",148872.132377873,2700000,,11.970879579473,4.55437236669632,8.4922787650139,8036.88450628906,27024.1670916446,12961.7253415147,115.360507973776,131.024197591157,86.8588078198139
2,Oracle Vector,225,9,Threshold2700000,0,0,0,="-Infinity",148872.132377873,2700000,,11.970879579473,4.55437236669632,8.4922787650139,8036.88450628906,27024.1670916446,12961.7253415147,115.360507973776,131.024197591157,86.8588078198139
2,Dist L0,225,9,Threshold2700000,0,0,0,="-Infinity",148872.132377873,2700000,,11.970879579473,4.55437236669632,8.4922787650139,8036.88450628906,27024.1670916446,12961.7253415147,115.360507973776,131.024197591157,86.8588078198139
2,Dist L2,225,9,Threshold2700000,0,0,0,="-Infinity",148872.132377873,2700000,,11.970879579473,4.55437236669632,8.4922787650139,8036.88450628906,27024.1670916446,12961.7253415147,115.360507973776,131.024197591157,86.8588078198139
3,Naive,225,9,Threshold2700000,6075,27,3,="-Infinity",132136.981671015,2700000,,11.049948128631,3.80295914126696,7.85086323524717,7344.82130426811,24686.3676797229,11468.3928926507,96.4582077435651,102.355494892599,69.1697316001994
3,Oracle,225,9,Threshold2700000,0,0,0,="-Infinity",132136.981671015,2700000,,11.049948128631,3.80295914126696,7.85086323524717,7344.82130426811,24686.3676797229,11468.3928926507,96.4582077435651,102.355494892599,69.1697316001994
3,Oracle Vector,225,9,Threshold2700000,0,0,0,="-Infinity",132136.981671015,2700000,,11.049948128631,3.80295914126696,7.85086323524717,7344.82130426811,24686.3676797229,11468.3928926507,96.4582077435651,102.355494892599,69.1697316001994
3,Vector,225,9,Threshold2700000,0,0,0,="-Infinity",132136.981671015,2700000,,11.049948128631,3.80295914126696,7.85086323524717,7344.82130426811,24686.3676797229,11468.3928926507,96.4582077435651,102.355494892599,69.1697316001994
3,Dist L0,225,9,Threshold2700000,0,0,0,="-Infinity",132136.981671015,2700000,,11.049948128631,3.80295914126696,7.85086323524717,7344.82130426811,24686.3676797229,11468.3928926507,96.4582077435651,102.355494892599,69.1697316001994
3,Value,225,9,Threshold2700000,0,0,0,="-Infinity",132136.981671015,2700000,,11.049948128631,3.80295914126696,7.85086323524717,7344.82130426811,24686.3676797229,11468.3928926507,96.4582077435651,102.355494892599,69.1697316001994
3,Dist L2,225,9,Threshold2700000,0,0,0,="-Infinity",132136.981671015,2700000,,11.049948128631,3.80295914126696,7.85086323524717,7344.82130426811,24686.3676797229,11468.3928926507,96.4582077435651,102.355494892599,69.1697316001994
4,Naive,225,9,Threshold2700000,8100,36,4,="-Infinity",118758.05492321,2700000,,8.09741463356951,3.34840706055841,6.47413668408397,6497.52610753208,23300.919955215,10185.1331035659,77.5016371190743,94.8505557022164,69.1775993068943
