LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Approximation,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9,Server 10,Server 11,Server 12,Server 13,Server 14,Server 15,Server 16,Server 17,Server 18,Server 19,Server 20,Server 21,Server 22,Server 23,Server 24,Server 25,Server 26,Server 27,Server 28,Server 29,Server 30,Server 31,Server 32,Server 33,Server 34,Server 35,Server 36,Server 37,Server 38,Server 39,Server 40,Server 41,Server 42,Server 43,Server 44,Server 45,Server 46,Server 47,Server 48,Server 49,Server 50,Server 51,Server 52,Server 53,Server 54,Server 55,Server 56,Server 57,Server 58,Server 59,Server 60,Server 61,Server 62,Server 63,Server 64,Server 65,Server 66,Server 67,Server 68,Server 69,Server 70,Server 71,Server 72,Server 73,Server 74,Server 75,Server 76,Server 77,Server 78,Server 79,Server 80,Server 81,Server 82,Server 83,Server 84,Server 85,Server 86,Server 87,Server 88,Server 89,Server 90,Server 91,Server 92,Server 93,Server 94,Server 95,Server 96,Server 97,Server 98,Server 99,Server 100,Server 101,Server 102,Server 103,Server 104,Server 105,Server 106,Server 107,Server 108,Server 109,Server 110,Server 111,Server 112,Server 113,Server 114,Server 115,Server 116,Server 117,Server 118,Server 119,Server 120,Server 121,Server 122,Server 123,Server 124,Server 125,Server 126,Server 127,Server 128,Server 129,Server 130,Server 131,Server 132,Server 133,Server 134,Server 135,Server 136,Server 137,Server 138,Server 139,Server 140,Server 141,Server 142,Server 143,Server 144,Server 145,Server 146,Server 147,Server 148,Server 149,Server 150,Server 151,Server 152,Server 153,Server 154,Server 155,Server 156,Server 157,Server 158,Server 159,Server 160,Server 161,Server 162,Server 163,Server 164,Server 165,Server 166,Server 167,Server 168,Server 169
93,Vector,20402,169,Lower0.5Upper2,68183484,4303,0,134073417.5,373492002,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,187,3,0,1,0,0,0,0,0,5,4,2376,637659,46933632,10242184,128,0,0,0,0,0,0,0,2,2784,27311,2585931,42439326,3611242,5503,6,0,0,0,0,0,0,3,140,2906,9710,364,4,29,4,0,0,0,0,0,0,2,127,34357,0,1,0,0,0,0,0,0,4,29,57,17,7,0,0,0,0,0,0,0,0,41740,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Oracle Vector,20402,169,Lower0.5Upper2,39457468,2472,0,134073417.5,373492002,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,187,3,0,1,0,0,0,0,0,5,4,2376,637659,46933632,10242184,128,0,0,0,0,0,0,0,2,2784,27311,2585931,42439326,3611242,5503,6,0,0,0,0,0,0,3,140,2906,9710,364,4,29,4,0,0,0,0,0,0,2,127,34357,0,1,0,0,0,0,0,0,4,29,57,17,7,0,0,0,0,0,0,0,0,41740,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Oracle,20402,169,Lower0.5Upper2,0,0,0,134073417.5,373492002,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,187,3,0,1,0,0,0,0,0,5,4,2376,637659,46933632,10242184,128,0,0,0,0,0,0,0,2,2784,27311,2585931,42439326,3611242,5503,6,0,0,0,0,0,0,3,140,2906,9710,364,4,29,4,0,0,0,0,0,0,2,127,34357,0,1,0,0,0,0,0,0,4,29,57,17,7,0,0,0,0,0,0,0,0,41740,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Naive,20402,169,Lower0.5Upper2,320658234,15717,93,186746001,373492002,746984004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,187,3,0,1,0,0,0,0,0,5,4,2376,637659,46933632,10242184,128,0,0,0,0,0,0,0,2,2784,27311,2585931,42439326,3611242,5503,6,0,0,0,0,0,0,3,140,2906,9710,364,4,29,4,0,0,0,0,0,0,2,127,34357,0,1,0,0,0,0,0,0,4,29,57,17,7,0,0,0,0,0,0,0,0,41740,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Dist L2,20402,169,Lower0.5Upper2,6901043,7613,1,155951757.5,373492002,623807030,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,187,3,0,1,0,0,0,0,0,5,4,2376,637659,46933632,10242184,128,0,0,0,0,0,0,0,2,2784,27311,2585931,42439326,3611242,5503,6,0,0,0,0,0,0,3,140,2906,9710,364,4,29,4,0,0,0,0,0,0,2,127,34357,0,1,0,0,0,0,0,0,4,29,57,17,7,0,0,0,0,0,0,0,0,41740,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Value,20402,169,Lower0.5Upper2,55174322,15030,8,195443298.5,370222839,781773194,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,209,5,0,1,0,0,0,0,0,10,2,2375,634045,46805307,10085338,121,0,0,0,0,0,0,0,2,2899,27585,2605786,41693236,3622693,5600,7,0,0,0,0,0,0,2,140,2905,9914,345,4,21,4,0,0,0,0,0,0,2,137,31052,0,1,0,0,0,0,0,0,4,26,50,18,7,0,0,0,0,0,0,0,0,41902,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,FGM,20402,169,Lower0.5Upper2,55188780,25828,8,195443298.5,370222839,781773194,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,209,5,0,1,0,0,0,0,0,10,2,2375,634045,46805307,10085338,121,0,0,0,0,0,0,0,2,2899,27585,2605786,41693236,3622693,5600,7,0,0,0,0,0,0,2,140,2905,9914,345,4,21,4,0,0,0,0,0,0,2,137,31052,0,1,0,0,0,0,0,0,4,26,50,18,7,0,0,0,0,0,0,0,0,41902,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Vector,20402,169,Lower0.5Upper2,68550720,4326,0,134073417.5,370222839,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,209,5,0,1,0,0,0,0,0,10,2,2375,634045,46805307,10085338,121,0,0,0,0,0,0,0,2,2899,27585,2605786,41693236,3622693,5600,7,0,0,0,0,0,0,2,140,2905,9914,345,4,21,4,0,0,0,0,0,0,2,137,31052,0,1,0,0,0,0,0,0,4,26,50,18,7,0,0,0,0,0,0,0,0,41902,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Oracle Vector,20402,169,Lower0.5Upper2,39620684,2481,0,134073417.5,370222839,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,209,5,0,1,0,0,0,0,0,10,2,2375,634045,46805307,10085338,121,0,0,0,0,0,0,0,2,2899,27585,2605786,41693236,3622693,5600,7,0,0,0,0,0,0,2,140,2905,9914,345,4,21,4,0,0,0,0,0,0,2,137,31052,0,1,0,0,0,0,0,0,4,26,50,18,7,0,0,0,0,0,0,0,0,41902,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Oracle,20402,169,Lower0.5Upper2,0,0,0,134073417.5,370222839,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,209,5,0,1,0,0,0,0,0,10,2,2375,634045,46805307,10085338,121,0,0,0,0,0,0,0,2,2899,27585,2605786,41693236,3622693,5600,7,0,0,0,0,0,0,2,140,2905,9914,345,4,21,4,0,0,0,0,0,0,2,137,31052,0,1,0,0,0,0,0,0,4,26,50,18,7,0,0,0,0,0,0,0,0,41902,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Naive,20402,169,Lower0.5Upper2,324106172,15886,94,185111419.5,370222839,740445678,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,209,5,0,1,0,0,0,0,0,10,2,2375,634045,46805307,10085338,121,0,0,0,0,0,0,0,2,2899,27585,2605786,41693236,3622693,5600,7,0,0,0,0,0,0,2,140,2905,9914,345,4,21,4,0,0,0,0,0,0,2,137,31052,0,1,0,0,0,0,0,0,4,26,50,18,7,0,0,0,0,0,0,0,0,41902,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Dist L2,20402,169,Lower0.5Upper2,6901109,7701,1,155951757.5,370222839,623807030,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,209,5,0,1,0,0,0,0,0,10,2,2375,634045,46805307,10085338,121,0,0,0,0,0,0,0,2,2899,27585,2605786,41693236,3622693,5600,7,0,0,0,0,0,0,2,140,2905,9914,345,4,21,4,0,0,0,0,0,0,2,137,31052,0,1,0,0,0,0,0,0,4,26,50,18,7,0,0,0,0,0,0,0,0,41902,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Value,20402,169,Lower0.5Upper2,55174470,15238,8,195443298.5,371557155,781773194,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,212,5,0,0,0,0,0,0,0,13,2,2424,642891,47258804,10063644,114,0,0,0,0,0,0,0,2,3233,28579,2669104,41431842,3650900,5676,7,0,0,0,0,0,0,2,133,2841,10127,334,5,20,4,0,0,0,0,0,0,2,132,29621,0,1,0,0,0,0,0,0,5,29,46,19,7,0,0,0,0,0,0,0,0,43158,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,FGM,20402,169,Lower0.5Upper2,55189295,26343,8,195443298.5,371557155,781773194,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,212,5,0,0,0,0,0,0,0,13,2,2424,642891,47258804,10063644,114,0,0,0,0,0,0,0,2,3233,28579,2669104,41431842,3650900,5676,7,0,0,0,0,0,0,2,133,2841,10127,334,5,20,4,0,0,0,0,0,0,2,132,29621,0,1,0,0,0,0,0,0,5,29,46,19,7,0,0,0,0,0,0,0,0,43158,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Vector,20402,169,Lower0.5Upper2,68917956,4346,0,134073417.5,371557155,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,212,5,0,0,0,0,0,0,0,13,2,2424,642891,47258804,10063644,114,0,0,0,0,0,0,0,2,3233,28579,2669104,41431842,3650900,5676,7,0,0,0,0,0,0,2,133,2841,10127,334,5,20,4,0,0,0,0,0,0,2,132,29621,0,1,0,0,0,0,0,0,5,29,46,19,7,0,0,0,0,0,0,0,0,43158,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Oracle Vector,20402,169,Lower0.5Upper2,39824704,2492,0,134073417.5,371557155,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,212,5,0,0,0,0,0,0,0,13,2,2424,642891,47258804,10063644,114,0,0,0,0,0,0,0,2,3233,28579,2669104,41431842,3650900,5676,7,0,0,0,0,0,0,2,133,2841,10127,334,5,20,4,0,0,0,0,0,0,2,132,29621,0,1,0,0,0,0,0,0,5,29,46,19,7,0,0,0,0,0,0,0,0,43158,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Oracle,20402,169,Lower0.5Upper2,0,0,0,134073417.5,371557155,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,212,5,0,0,0,0,0,0,0,13,2,2424,642891,47258804,10063644,114,0,0,0,0,0,0,0,2,3233,28579,2669104,41431842,3650900,5676,7,0,0,0,0,0,0,2,133,2841,10127,334,5,20,4,0,0,0,0,0,0,2,132,29621,0,1,0,0,0,0,0,0,5,29,46,19,7,0,0,0,0,0,0,0,0,43158,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Naive,20402,169,Lower0.5Upper2,327554110,16055,95,185778577.5,371557155,743114310,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,212,5,0,0,0,0,0,0,0,13,2,2424,642891,47258804,10063644,114,0,0,0,0,0,0,0,2,3233,28579,2669104,41431842,3650900,5676,7,0,0,0,0,0,0,2,133,2841,10127,334,5,20,4,0,0,0,0,0,0,2,132,29621,0,1,0,0,0,0,0,0,5,29,46,19,7,0,0,0,0,0,0,0,0,43158,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Dist L2,20402,169,Lower0.5Upper2,6901209,7840,1,155951757.5,371557155,623807030,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,212,5,0,0,0,0,0,0,0,13,2,2424,642891,47258804,10063644,114,0,0,0,0,0,0,0,2,3233,28579,2669104,41431842,3650900,5676,7,0,0,0,0,0,0,2,133,2841,10127,334,5,20,4,0,0,0,0,0,0,2,132,29621,0,1,0,0,0,0,0,0,5,29,46,19,7,0,0,0,0,0,0,0,0,43158,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Value,20402,169,Lower0.5Upper2,55174580,15391,8,195443298.5,377422738,781773194,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,199,5,0,0,0,0,0,0,0,15,2,2454,650985,48221966,10167908,114,0,0,0,0,0,0,4,3,3340,29648,2761016,41785830,3702401,5605,2,0,0,0,0,0,0,2,127,2826,10111,335,6,31,4,0,0,0,0,0,0,2,137,29157,0,1,0,0,0,0,0,0,5,28,46,20,7,0,0,0,0,0,0,0,0,43551,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,FGM,20402,169,Lower0.5Upper2,55189808,26856,8,195443298.5,377422738,781773194,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,199,5,0,0,0,0,0,0,0,15,2,2454,650985,48221966,10167908,114,0,0,0,0,0,0,4,3,3340,29648,2761016,41785830,3702401,5605,2,0,0,0,0,0,0,2,127,2826,10111,335,6,31,4,0,0,0,0,0,0,2,137,29157,0,1,0,0,0,0,0,0,5,28,46,20,7,0,0,0,0,0,0,0,0,43551,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Vector,20402,169,Lower0.5Upper2,69407604,4371,0,134073417.5,377422738,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,199,5,0,0,0,0,0,0,0,15,2,2454,650985,48221966,10167908,114,0,0,0,0,0,0,4,3,3340,29648,2761016,41785830,3702401,5605,2,0,0,0,0,0,0,2,127,2826,10111,335,6,31,4,0,0,0,0,0,0,2,137,29157,0,1,0,0,0,0,0,0,5,28,46,20,7,0,0,0,0,0,0,0,0,43551,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Oracle Vector,20402,169,Lower0.5Upper2,40110332,2508,0,134073417.5,377422738,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,199,5,0,0,0,0,0,0,0,15,2,2454,650985,48221966,10167908,114,0,0,0,0,0,0,4,3,3340,29648,2761016,41785830,3702401,5605,2,0,0,0,0,0,0,2,127,2826,10111,335,6,31,4,0,0,0,0,0,0,2,137,29157,0,1,0,0,0,0,0,0,5,28,46,20,7,0,0,0,0,0,0,0,0,43551,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Oracle,20402,169,Lower0.5Upper2,0,0,0,134073417.5,377422738,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,199,5,0,0,0,0,0,0,0,15,2,2454,650985,48221966,10167908,114,0,0,0,0,0,0,4,3,3340,29648,2761016,41785830,3702401,5605,2,0,0,0,0,0,0,2,127,2826,10111,335,6,31,4,0,0,0,0,0,0,2,137,29157,0,1,0,0,0,0,0,0,5,28,46,20,7,0,0,0,0,0,0,0,0,43551,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Naive,20402,169,Lower0.5Upper2,331002048,16224,96,188711369,377422738,754845476,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,199,5,0,0,0,0,0,0,0,15,2,2454,650985,48221966,10167908,114,0,0,0,0,0,0,4,3,3340,29648,2761016,41785830,3702401,5605,2,0,0,0,0,0,0,2,127,2826,10111,335,6,31,4,0,0,0,0,0,0,2,137,29157,0,1,0,0,0,0,0,0,5,28,46,20,7,0,0,0,0,0,0,0,0,43551,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Dist L2,20402,169,Lower0.5Upper2,6901439,8172,1,155951757.5,377422738,623807030,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,199,5,0,0,0,0,0,0,0,15,2,2454,650985,48221966,10167908,114,0,0,0,0,0,0,4,3,3340,29648,2761016,41785830,3702401,5605,2,0,0,0,0,0,0,2,127,2826,10111,335,6,31,4,0,0,0,0,0,0,2,137,29157,0,1,0,0,0,0,0,0,5,28,46,20,7,0,0,0,0,0,0,0,0,43551,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Value,20402,169,Lower0.5Upper2,55174852,15789,8,195443298.5,383909612,781773194,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,189,6,0,0,0,0,0,0,0,19,4,2626,652436,50050546,10213771,108,0,0,0,0,0,0,4,2,3570,30892,2826191,41891228,3715426,5721,2,0,0,0,0,0,0,2,137,2791,10375,355,6,23,4,0,0,0,0,0,0,2,135,28099,0,1,0,0,0,0,0,0,5,28,42,20,7,0,0,0,0,0,0,0,0,42969,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,FGM,20402,169,Lower0.5Upper2,55190322,27370,8,195443298.5,383909612,781773194,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,189,6,0,0,0,0,0,0,0,19,4,2626,652436,50050546,10213771,108,0,0,0,0,0,0,4,2,3570,30892,2826191,41891228,3715426,5721,2,0,0,0,0,0,0,2,137,2791,10375,355,6,23,4,0,0,0,0,0,0,2,135,28099,0,1,0,0,0,0,0,0,5,28,42,20,7,0,0,0,0,0,0,0,0,42969,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Vector,20402,169,Lower0.5Upper2,70019664,4411,0,134073417.5,383909612,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,189,6,0,0,0,0,0,0,0,19,4,2626,652436,50050546,10213771,108,0,0,0,0,0,0,4,2,3570,30892,2826191,41891228,3715426,5721,2,0,0,0,0,0,0,2,137,2791,10375,355,6,23,4,0,0,0,0,0,0,2,135,28099,0,1,0,0,0,0,0,0,5,28,42,20,7,0,0,0,0,0,0,0,0,42969,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Oracle Vector,20402,169,Lower0.5Upper2,40640784,2541,0,134073417.5,383909612,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,189,6,0,0,0,0,0,0,0,19,4,2626,652436,50050546,10213771,108,0,0,0,0,0,0,4,2,3570,30892,2826191,41891228,3715426,5721,2,0,0,0,0,0,0,2,137,2791,10375,355,6,23,4,0,0,0,0,0,0,2,135,28099,0,1,0,0,0,0,0,0,5,28,42,20,7,0,0,0,0,0,0,0,0,42969,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Oracle,20402,169,Lower0.5Upper2,0,0,0,134073417.5,383909612,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,189,6,0,0,0,0,0,0,0,19,4,2626,652436,50050546,10213771,108,0,0,0,0,0,0,4,2,3570,30892,2826191,41891228,3715426,5721,2,0,0,0,0,0,0,2,137,2791,10375,355,6,23,4,0,0,0,0,0,0,2,135,28099,0,1,0,0,0,0,0,0,5,28,42,20,7,0,0,0,0,0,0,0,0,42969,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Naive,20402,169,Lower0.5Upper2,334449986,16393,97,191954806,383909612,767819224,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,189,6,0,0,0,0,0,0,0,19,4,2626,652436,50050546,10213771,108,0,0,0,0,0,0,4,2,3570,30892,2826191,41891228,3715426,5721,2,0,0,0,0,0,0,2,137,2791,10375,355,6,23,4,0,0,0,0,0,0,2,135,28099,0,1,0,0,0,0,0,0,5,28,42,20,7,0,0,0,0,0,0,0,0,42969,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
