LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Approximation,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9,Server 10,Server 11,Server 12,Server 13,Server 14,Server 15,Server 16,Server 17,Server 18,Server 19,Server 20,Server 21,Server 22,Server 23,Server 24,Server 25,Server 26,Server 27,Server 28,Server 29,Server 30,Server 31,Server 32,Server 33,Server 34,Server 35,Server 36,Server 37,Server 38,Server 39,Server 40,Server 41,Server 42,Server 43,Server 44,Server 45,Server 46,Server 47,Server 48,Server 49,Server 50,Server 51,Server 52,Server 53,Server 54,Server 55,Server 56,Server 57,Server 58,Server 59,Server 60,Server 61,Server 62,Server 63,Server 64,Server 65,Server 66,Server 67,Server 68,Server 69,Server 70,Server 71,Server 72,Server 73,Server 74,Server 75,Server 76,Server 77,Server 78,Server 79,Server 80,Server 81,Server 82,Server 83,Server 84,Server 85,Server 86,Server 87,Server 88,Server 89,Server 90,Server 91,Server 92,Server 93,Server 94,Server 95,Server 96,Server 97,Server 98,Server 99,Server 100,Server 101,Server 102,Server 103,Server 104,Server 105,Server 106,Server 107,Server 108,Server 109,Server 110,Server 111,Server 112,Server 113,Server 114,Server 115,Server 116,Server 117,Server 118,Server 119,Server 120,Server 121
2,Oracle Vector,20402,121,Lower0.5Upper2,489648,30,0,134073417.5,215623186,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,6,658,714903,15899703,756687,0,0,0,0,0,0,12,2909,69571,13265104,27027770,220522,1352,0,0,0,0,0,1,300,7911,12805,131,283,16,0,0,0,0,2,13,455,81489,0,46,0,0,0,0,1370,37211,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Oracle,20402,121,Lower0.5Upper2,0,0,0,134073417.5,215623186,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,6,658,714903,15899703,756687,0,0,0,0,0,0,12,2909,69571,13265104,27027770,220522,1352,0,0,0,0,0,1,300,7911,12805,131,283,16,0,0,0,0,2,13,455,81489,0,46,0,0,0,0,1370,37211,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Naive,20402,121,Lower0.5Upper2,4937284,242,2,107811593,215623186,431246372,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,6,658,714903,15899703,756687,0,0,0,0,0,0,12,2909,69571,13265104,27027770,220522,1352,0,0,0,0,0,1,300,7911,12805,131,283,16,0,0,0,0,2,13,455,81489,0,46,0,0,0,0,1370,37211,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Dist L2,20402,121,Lower0.5Upper2,164,229,0,134073417.5,215623186,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,6,658,714903,15899703,756687,0,0,0,0,0,0,12,2909,69571,13265104,27027770,220522,1352,0,0,0,0,0,1,300,7911,12805,131,283,16,0,0,0,0,2,13,455,81489,0,46,0,0,0,0,1370,37211,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Value,20402,121,Lower0.5Upper2,468,673,0,134073417.5,190877139,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,4,386,622680,14486334,686321,0,0,0,0,0,0,10,1860,49256,11490164,23983646,179175,807,0,0,0,0,0,1,187,6461,9843,108,181,10,0,0,0,0,3,13,367,81367,0,39,0,0,0,0,1369,37515,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,FGM,20402,121,Lower0.5Upper2,1161,1161,0,134073417.5,190877139,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,4,386,622680,14486334,686321,0,0,0,0,0,0,10,1860,49256,11490164,23983646,179175,807,0,0,0,0,0,1,187,6461,9843,108,181,10,0,0,0,0,3,13,367,81367,0,39,0,0,0,0,1369,37515,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Vector,20402,121,Lower0.5Upper2,5386128,360,0,134073417.5,190877139,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,4,386,622680,14486334,686321,0,0,0,0,0,0,10,1860,49256,11490164,23983646,179175,807,0,0,0,0,0,1,187,6461,9843,108,181,10,0,0,0,0,3,13,367,81367,0,39,0,0,0,0,1369,37515,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Oracle Vector,20402,121,Lower0.5Upper2,1550552,103,0,134073417.5,190877139,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,4,386,622680,14486334,686321,0,0,0,0,0,0,10,1860,49256,11490164,23983646,179175,807,0,0,0,0,0,1,187,6461,9843,108,181,10,0,0,0,0,3,13,367,81367,0,39,0,0,0,0,1369,37515,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Oracle,20402,121,Lower0.5Upper2,0,0,0,134073417.5,190877139,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,4,386,622680,14486334,686321,0,0,0,0,0,0,10,1860,49256,11490164,23983646,179175,807,0,0,0,0,0,1,187,6461,9843,108,181,10,0,0,0,0,3,13,367,81367,0,39,0,0,0,0,1369,37515,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Naive,20402,121,Lower0.5Upper2,7405926,363,3,95438569.5,190877139,381754278,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,4,386,622680,14486334,686321,0,0,0,0,0,0,10,1860,49256,11490164,23983646,179175,807,0,0,0,0,0,1,187,6461,9843,108,181,10,0,0,0,0,3,13,367,81367,0,39,0,0,0,0,1369,37515,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Dist L2,20402,121,Lower0.5Upper2,310,431,0,134073417.5,190877139,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,4,386,622680,14486334,686321,0,0,0,0,0,0,10,1860,49256,11490164,23983646,179175,807,0,0,0,0,0,1,187,6461,9843,108,181,10,0,0,0,0,3,13,367,81367,0,39,0,0,0,0,1369,37515,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Value,20402,121,Lower0.5Upper2,4938011,1466,1,85797147,171594294,343188588,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,2,207,543331,13222611,602521,0,0,0,0,0,0,9,1098,34601,10091667,22066072,151211,530,0,0,0,0,0,1,114,5079,7217,91,126,9,0,0,0,0,3,11,238,81186,0,37,0,0,0,0,1368,37484,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,FGM,20402,121,Lower0.5Upper2,4939060,2139,1,85797147,171594294,343188588,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,2,207,543331,13222611,602521,0,0,0,0,0,0,9,1098,34601,10091667,22066072,151211,530,0,0,0,0,0,1,114,5079,7217,91,126,9,0,0,0,0,3,11,238,81186,0,37,0,0,0,0,1368,37484,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Vector,20402,121,Lower0.5Upper2,8324016,558,0,134073417.5,171594294,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,2,207,543331,13222611,602521,0,0,0,0,0,0,9,1098,34601,10091667,22066072,151211,530,0,0,0,0,0,1,114,5079,7217,91,126,9,0,0,0,0,3,11,238,81186,0,37,0,0,0,0,1368,37484,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Oracle Vector,20402,121,Lower0.5Upper2,2040200,133,0,134073417.5,171594294,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,2,207,543331,13222611,602521,0,0,0,0,0,0,9,1098,34601,10091667,22066072,151211,530,0,0,0,0,0,1,114,5079,7217,91,126,9,0,0,0,0,3,11,238,81186,0,37,0,0,0,0,1368,37484,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Oracle,20402,121,Lower0.5Upper2,0,0,0,134073417.5,171594294,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,2,207,543331,13222611,602521,0,0,0,0,0,0,9,1098,34601,10091667,22066072,151211,530,0,0,0,0,0,1,114,5079,7217,91,126,9,0,0,0,0,3,11,238,81186,0,37,0,0,0,0,1368,37484,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Naive,20402,121,Lower0.5Upper2,9874568,484,4,85797147,171594294,343188588,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,2,207,543331,13222611,602521,0,0,0,0,0,0,9,1098,34601,10091667,22066072,151211,530,0,0,0,0,0,1,114,5079,7217,91,126,9,0,0,0,0,3,11,238,81186,0,37,0,0,0,0,1368,37484,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Dist L2,20402,121,Lower0.5Upper2,510,707,0,134073417.5,171594294,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,2,207,543331,13222611,602521,0,0,0,0,0,0,9,1098,34601,10091667,22066072,151211,530,0,0,0,0,0,1,114,5079,7217,91,126,9,0,0,0,0,3,11,238,81186,0,37,0,0,0,0,1368,37484,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Value,20402,121,Lower0.5Upper2,4938045,1512,1,85797147,159990972,343188588,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,149,499903,12250381,531779,0,0,0,0,0,0,6,769,24301,9294630,21181249,133954,393,0,0,0,0,0,1,62,3863,5646,63,55,1,0,0,0,0,3,7,184,81169,0,36,0,0,0,0,1358,37725,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,FGM,20402,121,Lower0.5Upper2,4939104,2183,1,85797147,159990972,343188588,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,149,499903,12250381,531779,0,0,0,0,0,0,6,769,24301,9294630,21181249,133954,393,0,0,0,0,0,1,62,3863,5646,63,55,1,0,0,0,0,3,7,184,81169,0,36,0,0,0,0,1358,37725,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Vector,20402,121,Lower0.5Upper2,12159592,820,0,134073417.5,159990972,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,149,499903,12250381,531779,0,0,0,0,0,0,6,769,24301,9294630,21181249,133954,393,0,0,0,0,0,1,62,3863,5646,63,55,1,0,0,0,0,3,7,184,81169,0,36,0,0,0,0,1358,37725,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Oracle Vector,20402,121,Lower0.5Upper2,2203416,142,0,134073417.5,159990972,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,149,499903,12250381,531779,0,0,0,0,0,0,6,769,24301,9294630,21181249,133954,393,0,0,0,0,0,1,62,3863,5646,63,55,1,0,0,0,0,3,7,184,81169,0,36,0,0,0,0,1358,37725,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Oracle,20402,121,Lower0.5Upper2,0,0,0,134073417.5,159990972,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,149,499903,12250381,531779,0,0,0,0,0,0,6,769,24301,9294630,21181249,133954,393,0,0,0,0,0,1,62,3863,5646,63,55,1,0,0,0,0,3,7,184,81169,0,36,0,0,0,0,1358,37725,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Naive,20402,121,Lower0.5Upper2,12343210,605,5,79995486,159990972,319981944,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,149,499903,12250381,531779,0,0,0,0,0,0,6,769,24301,9294630,21181249,133954,393,0,0,0,0,0,1,62,3863,5646,63,55,1,0,0,0,0,3,7,184,81169,0,36,0,0,0,0,1358,37725,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Dist L2,20402,121,Lower0.5Upper2,742,1033,0,134073417.5,159990972,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,149,499903,12250381,531779,0,0,0,0,0,0,6,769,24301,9294630,21181249,133954,393,0,0,0,0,0,1,62,3863,5646,63,55,1,0,0,0,0,3,7,184,81169,0,36,0,0,0,0,1358,37725,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Value,20402,121,Lower0.5Upper2,4938069,1542,1,85797147,157041224,343188588,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,116,490420,11908082,490805,0,0,0,0,0,0,5,674,19713,9142589,21136386,126731,311,0,0,0,0,0,1,44,3422,4849,61,31,0,0,0,0,0,2,4,152,81206,0,36,0,0,0,0,1431,40241,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,FGM,20402,121,Lower0.5Upper2,4939118,2197,1,85797147,157041224,343188588,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,116,490420,11908082,490805,0,0,0,0,0,0,5,674,19713,9142589,21136386,126731,311,0,0,0,0,0,1,44,3422,4849,61,31,0,0,0,0,0,2,4,152,81206,0,36,0,0,0,0,1431,40241,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Vector,20402,121,Lower0.5Upper2,14485420,971,0,134073417.5,157041224,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,116,490420,11908082,490805,0,0,0,0,0,0,5,674,19713,9142589,21136386,126731,311,0,0,0,0,0,1,44,3422,4849,61,31,0,0,0,0,0,2,4,152,81206,0,36,0,0,0,0,1431,40241,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Oracle Vector,20402,121,Lower0.5Upper2,2489044,157,0,134073417.5,157041224,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,116,490420,11908082,490805,0,0,0,0,0,0,5,674,19713,9142589,21136386,126731,311,0,0,0,0,0,1,44,3422,4849,61,31,0,0,0,0,0,2,4,152,81206,0,36,0,0,0,0,1431,40241,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Oracle,20402,121,Lower0.5Upper2,0,0,0,134073417.5,157041224,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,116,490420,11908082,490805,0,0,0,0,0,0,5,674,19713,9142589,21136386,126731,311,0,0,0,0,0,1,44,3422,4849,61,31,0,0,0,0,0,2,4,152,81206,0,36,0,0,0,0,1431,40241,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Naive,20402,121,Lower0.5Upper2,14811852,726,6,78520612,157041224,314082448,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,116,490420,11908082,490805,0,0,0,0,0,0,5,674,19713,9142589,21136386,126731,311,0,0,0,0,0,1,44,3422,4849,61,31,0,0,0,0,0,2,4,152,81206,0,36,0,0,0,0,1431,40241,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
