LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Approximation,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9,Server 10,Server 11,Server 12,Server 13,Server 14,Server 15,Server 16,Server 17,Server 18,Server 19,Server 20,Server 21,Server 22,Server 23,Server 24,Server 25,Server 26,Server 27,Server 28,Server 29,Server 30,Server 31,Server 32,Server 33,Server 34,Server 35,Server 36,Server 37,Server 38,Server 39,Server 40,Server 41,Server 42,Server 43,Server 44,Server 45,Server 46,Server 47,Server 48,Server 49,Server 50,Server 51,Server 52,Server 53,Server 54,Server 55,Server 56,Server 57,Server 58,Server 59,Server 60,Server 61,Server 62,Server 63,Server 64,Server 65,Server 66,Server 67,Server 68,Server 69,Server 70,Server 71,Server 72,Server 73,Server 74,Server 75,Server 76,Server 77,Server 78,Server 79,Server 80,Server 81,Server 82,Server 83,Server 84,Server 85,Server 86,Server 87,Server 88,Server 89,Server 90,Server 91,Server 92,Server 93,Server 94,Server 95,Server 96,Server 97,Server 98,Server 99,Server 100,Server 101,Server 102,Server 103,Server 104,Server 105,Server 106,Server 107,Server 108,Server 109,Server 110,Server 111,Server 112,Server 113,Server 114,Server 115,Server 116,Server 117,Server 118,Server 119,Server 120,Server 121,Server 122,Server 123,Server 124,Server 125,Server 126,Server 127,Server 128,Server 129,Server 130,Server 131,Server 132,Server 133,Server 134,Server 135,Server 136,Server 137,Server 138,Server 139,Server 140,Server 141,Server 142,Server 143,Server 144,Server 145,Server 146,Server 147,Server 148,Server 149,Server 150,Server 151,Server 152,Server 153,Server 154,Server 155,Server 156,Server 157,Server 158,Server 159,Server 160,Server 161,Server 162,Server 163,Server 164,Server 165,Server 166,Server 167,Server 168,Server 169,Server 170,Server 171,Server 172,Server 173,Server 174,Server 175,Server 176,Server 177,Server 178,Server 179,Server 180,Server 181,Server 182,Server 183,Server 184,Server 185,Server 186,Server 187,Server 188,Server 189,Server 190,Server 191,Server 192,Server 193,Server 194,Server 195,Server 196,Server 197,Server 198,Server 199,Server 200,Server 201,Server 202,Server 203,Server 204,Server 205,Server 206,Server 207,Server 208,Server 209,Server 210,Server 211,Server 212,Server 213,Server 214,Server 215,Server 216,Server 217,Server 218,Server 219,Server 220,Server 221,Server 222,Server 223,Server 224,Server 225
1,Value,20402,225,Lower0.5Upper2,128,181,0,134073417.5,243446981,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,12,69,47,1,0,0,0,0,0,0,0,0,0,16,5848,300463,16046068,17743330,402179,0,0,0,0,0,0,0,0,3,36,4294,14472,163737,12589882,6154708,146789,1891,0,0,0,0,0,0,0,1,4,1903,119,24424,2487,3188,775,341,3,0,0,0,0,0,0,1,1,289,8494,46693,2,7,2,0,0,0,0,0,0,0,0,6,182,17,0,0,46,0,0,0,0,0,0,0,33941,24,6,2,0,0,0,0,0,0,0,0,0,0,0,2063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,FGM,20402,225,Lower0.5Upper2,64,64,0,134073417.5,243446981,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,12,69,47,1,0,0,0,0,0,0,0,0,0,16,5848,300463,16046068,17743330,402179,0,0,0,0,0,0,0,0,3,36,4294,14472,163737,12589882,6154708,146789,1891,0,0,0,0,0,0,0,1,4,1903,119,24424,2487,3188,775,341,3,0,0,0,0,0,0,1,1,289,8494,46693,2,7,2,0,0,0,0,0,0,0,0,6,182,17,0,0,46,0,0,0,0,0,0,0,33941,24,6,2,0,0,0,0,0,0,0,0,0,0,0,2063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Vector,20402,225,Lower0.5Upper2,1917788,130,0,134073417.5,243446981,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,12,69,47,1,0,0,0,0,0,0,0,0,0,16,5848,300463,16046068,17743330,402179,0,0,0,0,0,0,0,0,3,36,4294,14472,163737,12589882,6154708,146789,1891,0,0,0,0,0,0,0,1,4,1903,119,24424,2487,3188,775,341,3,0,0,0,0,0,0,1,1,289,8494,46693,2,7,2,0,0,0,0,0,0,0,0,6,182,17,0,0,46,0,0,0,0,0,0,0,33941,24,6,2,0,0,0,0,0,0,0,0,0,0,0,2063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Oracle Vector,20402,225,Lower0.5Upper2,285628,16,0,134073417.5,243446981,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,12,69,47,1,0,0,0,0,0,0,0,0,0,16,5848,300463,16046068,17743330,402179,0,0,0,0,0,0,0,0,3,36,4294,14472,163737,12589882,6154708,146789,1891,0,0,0,0,0,0,0,1,4,1903,119,24424,2487,3188,775,341,3,0,0,0,0,0,0,1,1,289,8494,46693,2,7,2,0,0,0,0,0,0,0,0,6,182,17,0,0,46,0,0,0,0,0,0,0,33941,24,6,2,0,0,0,0,0,0,0,0,0,0,0,2063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Oracle,20402,225,Lower0.5Upper2,0,0,0,134073417.5,243446981,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,12,69,47,1,0,0,0,0,0,0,0,0,0,16,5848,300463,16046068,17743330,402179,0,0,0,0,0,0,0,0,3,36,4294,14472,163737,12589882,6154708,146789,1891,0,0,0,0,0,0,0,1,4,1903,119,24424,2487,3188,775,341,3,0,0,0,0,0,0,1,1,289,8494,46693,2,7,2,0,0,0,0,0,0,0,0,6,182,17,0,0,46,0,0,0,0,0,0,0,33941,24,6,2,0,0,0,0,0,0,0,0,0,0,0,2063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Naive,20402,225,Lower0.5Upper2,4590450,225,1,121723490.5,243446981,486893962,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,12,69,47,1,0,0,0,0,0,0,0,0,0,16,5848,300463,16046068,17743330,402179,0,0,0,0,0,0,0,0,3,36,4294,14472,163737,12589882,6154708,146789,1891,0,0,0,0,0,0,0,1,4,1903,119,24424,2487,3188,775,341,3,0,0,0,0,0,0,1,1,289,8494,46693,2,7,2,0,0,0,0,0,0,0,0,6,182,17,0,0,46,0,0,0,0,0,0,0,33941,24,6,2,0,0,0,0,0,0,0,0,0,0,0,2063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Dist L2,20402,225,Lower0.5Upper2,114,160,0,134073417.5,243446981,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,12,69,47,1,0,0,0,0,0,0,0,0,0,16,5848,300463,16046068,17743330,402179,0,0,0,0,0,0,0,0,3,36,4294,14472,163737,12589882,6154708,146789,1891,0,0,0,0,0,0,0,1,4,1903,119,24424,2487,3188,775,341,3,0,0,0,0,0,0,1,1,289,8494,46693,2,7,2,0,0,0,0,0,0,0,0,6,182,17,0,0,46,0,0,0,0,0,0,0,33941,24,6,2,0,0,0,0,0,0,0,0,0,0,0,2063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Value,20402,225,Lower0.5Upper2,494,714,0,134073417.5,215623186,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,66,32,1,0,0,0,0,0,0,0,0,0,11,3876,260119,14082389,16617555,364972,0,0,0,0,0,0,0,0,3,26,2847,10398,135201,11114611,5174758,118808,1351,0,0,0,0,0,0,0,0,4,1300,97,20677,2037,2609,519,232,2,0,0,0,0,0,0,1,1,258,8288,46927,1,6,2,0,0,0,0,0,0,0,0,5,184,15,0,0,42,0,0,0,0,0,0,0,34022,22,4,1,0,0,0,0,0,0,0,0,0,0,0,2190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,FGM,20402,225,Lower0.5Upper2,777,777,0,134073417.5,215623186,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,66,32,1,0,0,0,0,0,0,0,0,0,11,3876,260119,14082389,16617555,364972,0,0,0,0,0,0,0,0,3,26,2847,10398,135201,11114611,5174758,118808,1351,0,0,0,0,0,0,0,0,4,1300,97,20677,2037,2609,519,232,2,0,0,0,0,0,0,1,1,258,8288,46927,1,6,2,0,0,0,0,0,0,0,0,5,184,15,0,0,42,0,0,0,0,0,0,0,34022,22,4,1,0,0,0,0,0,0,0,0,0,0,0,2190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Vector,20402,225,Lower0.5Upper2,5059696,348,0,134073417.5,215623186,536293670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,66,32,1,0,0,0,0,0,0,0,0,0,11,3876,260119,14082389,16617555,364972,0,0,0,0,0,0,0,0,3,26,2847,10398,135201,11114611,5174758,118808,1351,0,0,0,0,0,0,0,0,4,1300,97,20677,2037,2609,519,232,2,0,0,0,0,0,0,1,1,258,8288,46927,1,6,2,0,0,0,0,0,0,0,0,5,184,15,0,0,42,0,0,0,0,0,0,0,34022,22,4,1,0,0,0,0,0,0,0,0,0,0,0,2190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
