LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Approximation,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9,Server 10,Entropy
4000,Vector,18,10,Additive1.5,15300,1065,4,1.92278254216149,3.75269947698172,4.92278254216149,,2.33256649168455,3.32842565612711,3.84944460185029,3.24801374675054,3.49753609830697,1.14807757121038,3.02702619592753,3.72164504240449,3.53478832027097,3.49262909454631,3.89810730091521
4000,Oracle Vector,18,10,Additive1.5,8208,561,1,1.08257366921398,3.75269947698172,4.08257366921398,,2.33256649168455,3.32842565612711,3.84944460185029,3.24801374675054,3.49753609830697,1.14807757121038,3.02702619592753,3.72164504240449,3.53478832027097,3.49262909454631,3.89810730091521
4000,Oracle,18,10,Additive1.5,720,40,2,2.58724905419805,3.75269947698172,5.58724905419805,,2.33256649168455,3.32842565612711,3.84944460185029,3.24801374675054,3.49753609830697,1.14807757121038,3.02702619592753,3.72164504240449,3.53478832027097,3.49262909454631,3.89810730091521
4000,Naive,18,10,Additive1.5,720000,40000,4000,2.25269947698172,3.75269947698172,5.25269947698172,,2.33256649168455,3.32842565612711,3.84944460185029,3.24801374675054,3.49753609830697,1.14807757121038,3.02702619592753,3.72164504240449,3.53478832027097,3.49262909454631,3.89810730091521
4000,Dist L1,18,10,Additive1.5,6428,2689,13,1.92278254216149,3.75269947698172,4.92278254216149,,2.33256649168455,3.32842565612711,3.84944460185029,3.24801374675054,3.49753609830697,1.14807757121038,3.02702619592753,3.72164504240449,3.53478832027097,3.49262909454631,3.89810730091521
4000,Value,19,10,Additive1.5,10720,3350,23,2.52402766387933,3.80495997247961,5.52402766387933,,2.2457323164932,3.37702052296948,3.88773616715058,3.23416376941169,3.55160331957665,1.20211382253937,3.02290166728165,3.76663906037235,3.58652731465326,3.51740211989868,3.89810730091521
4000,FGM,19,10,Additive1.5,53542,45492,23,2.52402766387933,3.80495997247961,5.52402766387933,,2.2457323164932,3.37702052296948,3.88773616715058,3.23416376941169,3.55160331957665,1.20211382253937,3.02290166728165,3.76663906037235,3.58652731465326,3.51740211989868,3.89810730091521
4000,Vector,19,10,Additive1.5,18088,1185,4,1.97680322627169,3.80495997247961,4.97680322627169,,2.2457323164932,3.37702052296948,3.88773616715058,3.23416376941169,3.55160331957665,1.20211382253937,3.02290166728165,3.76663906037235,3.58652731465326,3.51740211989868,3.89810730091521
4000,Oracle Vector,19,10,Additive1.5,9766,644,1,1.61714130941176,3.80495997247961,4.61714130941176,,2.2457323164932,3.37702052296948,3.88773616715058,3.23416376941169,3.55160331957665,1.20211382253937,3.02290166728165,3.76663906037235,3.58652731465326,3.51740211989868,3.89810730091521
4000,Oracle,19,10,Additive1.5,380,20,1,1.61714130941176,3.80495997247961,4.61714130941176,,2.2457323164932,3.37702052296948,3.88773616715058,3.23416376941169,3.55160331957665,1.20211382253937,3.02290166728165,3.76663906037235,3.58652731465326,3.51740211989868,3.89810730091521
4000,Naive,19,10,Additive1.5,760000,40000,4000,2.30495997247961,3.80495997247961,5.30495997247961,,2.2457323164932,3.37702052296948,3.88773616715058,3.23416376941169,3.55160331957665,1.20211382253937,3.02290166728165,3.76663906037235,3.58652731465326,3.51740211989868,3.89810730091521
4000,Dist L1,19,10,Additive1.5,9786,3517,20,2.51864990905317,3.80495997247961,5.51864990905317,,2.2457323164932,3.37702052296948,3.88773616715058,3.23416376941169,3.55160331957665,1.20211382253937,3.02290166728165,3.76663906037235,3.58652731465326,3.51740211989868,3.89810730091521
