LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Epsilon,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9,Server 10
1,Value,1512,10,Threshold 1000000,0,0,0,="-Infinity",1278.97571428571,1000000,,12868.1428571429,14835.7142857143,12564.0952380952,12506.1428571429,11730.9047619048,12700.8571428571,14757.7619047619,12055.0952380952,14402.7142857143,12863.5238095238
1,Vector,1512,10,Threshold 1000000,0,0,0,="-Infinity",1278.97571428571,1000000,,12868.1428571429,14835.7142857143,12564.0952380952,12506.1428571429,11730.9047619048,12700.8571428571,14757.7619047619,12055.0952380952,14402.7142857143,12863.5238095238
1,Oracle,1512,10,Threshold 1000000,0,0,0,="-Infinity",1278.97571428571,1000000,,12868.1428571429,14835.7142857143,12564.0952380952,12506.1428571429,11730.9047619048,12700.8571428571,14757.7619047619,12055.0952380952,14402.7142857143,12863.5238095238
1,Naive,1512,10,Threshold 1000000,15120,10,1,="-Infinity",1278.97571428571,1000000,,12868.1428571429,14835.7142857143,12564.0952380952,12506.1428571429,11730.9047619048,12700.8571428571,14757.7619047619,12055.0952380952,14402.7142857143,12863.5238095238
1,SKV,1512,10,Threshold 1000000,0,0,0,="-Infinity",1278.97571428571,1000000,,12868.1428571429,14835.7142857143,12564.0952380952,12506.1428571429,11730.9047619048,12700.8571428571,14757.7619047619,12055.0952380952,14402.7142857143,12863.5238095238
1,Dist L2,1512,10,Threshold 1000000,0,0,0,="-Infinity",1278.97571428571,1000000,,12868.1428571429,14835.7142857143,12564.0952380952,12506.1428571429,11730.9047619048,12700.8571428571,14757.7619047619,12055.0952380952,14402.7142857143,12863.5238095238
1,SKD,1512,10,Threshold 1000000,0,0,0,="-Infinity",1278.97571428571,1000000,,12868.1428571429,14835.7142857143,12564.0952380952,12506.1428571429,11730.9047619048,12700.8571428571,14757.7619047619,12055.0952380952,14402.7142857143,12863.5238095238
2,Value,1512,10,Threshold 1000000,0,0,0,="-Infinity",1442.8119047619,1000000,,14471.5238095238,16347.0952380952,14210.7142857143,14469.0476190476,13372.9523809524,14091.1428571429,16668.4761904762,13637.7619047619,16454.5238095238,14692.6666666667
2,Vector,1512,10,Threshold 1000000,0,0,0,="-Infinity",1442.8119047619,1000000,,14471.5238095238,16347.0952380952,14210.7142857143,14469.0476190476,13372.9523809524,14091.1428571429,16668.4761904762,13637.7619047619,16454.5238095238,14692.6666666667
2,Oracle,1512,10,Threshold 1000000,0,0,0,="-Infinity",1442.8119047619,1000000,,14471.5238095238,16347.0952380952,14210.7142857143,14469.0476190476,13372.9523809524,14091.1428571429,16668.4761904762,13637.7619047619,16454.5238095238,14692.6666666667
