LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Approximation,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9,Server 10,Server 11,Server 12,Server 13,Server 14,Server 15,Server 16,Server 17,Server 18,Server 19,Server 20,Server 21,Server 22,Server 23,Server 24,Server 25,Server 26,Server 27,Server 28,Server 29,Server 30,Server 31,Server 32,Server 33,Server 34,Server 35,Server 36,Server 37,Server 38,Server 39,Server 40,Server 41,Server 42,Server 43,Server 44,Server 45,Server 46,Server 47,Server 48,Server 49,Server 50,Server 51,Server 52,Server 53,Server 54,Server 55,Server 56,Server 57,Server 58,Server 59,Server 60,Server 61,Server 62,Server 63,Server 64
1,Value,81,64,Combined_Lower0.5Upper2_Additive100000,4,5,0,-17696.0668577114,149463.827292037,429215.732569155,,0.0649340788972648,0.0592666356562096,0.0585403702417546,0.0575135027997517,0.217060737097425,0.0712967538608437,0.0465839395969616,0.0676629203687384,1.42153653260275,1.77564502103803,0.205790569537782,0.212159422430831,0.467586225817806,2.11115160749889,0.718876155204664,0.189066874761746,1.1795926771297,1.69677328265081,1.3735850311436,4.81474372311241,0.923823959794606,0.805483807111434,0.828093574173625,0.779361860286486,158.661583011291,740.517110574698,192.310114352237,1224.69144680244,7949.48141344736,561.535383437161,135.446005223023,1890.3059889796,579.738185536896,162.953970710434,81.2216253883087,130.446234052908,316.360157297507,166.672084169637,29.6028303870847,410.900319902691,18.662013095829,10.1035153108704,23.5693629669728,414.795967466281,37.2819410085763,18.7083880355409,20.5027432480292,49.5297077174792,1.3968008823515,3.59269568356013,12.8153344683977,5.36237567397109,3.06406504315465,2.26002881125065,4.7751486655435,6.53432728354716,5.05450347139579,2.8636320694971,2.24043682164909,0.986723118181792,7.74478565688372,1.56560255644377,2.10368682546255,4.19195475145543
1,Vector,81,64,Combined_Lower0.5Upper2_Additive100000,324,5,0,-17696.0668577114,149463.827292037,429215.732569155,,0.0649340788972648,0.0592666356562096,0.0585403702417546,0.0575135027997517,0.217060737097425,0.0712967538608437,0.0465839395969616,0.0676629203687384,1.42153653260275,1.77564502103803,0.205790569537782,0.212159422430831,0.467586225817806,2.11115160749889,0.718876155204664,0.189066874761746,1.1795926771297,1.69677328265081,1.3735850311436,4.81474372311241,0.923823959794606,0.805483807111434,0.828093574173625,0.779361860286486,158.661583011291,740.517110574698,192.310114352237,1224.69144680244,7949.48141344736,561.535383437161,135.446005223023,1890.3059889796,579.738185536896,162.953970710434,81.2216253883087,130.446234052908,316.360157297507,166.672084169637,29.6028303870847,410.900319902691,18.662013095829,10.1035153108704,23.5693629669728,414.795967466281,37.2819410085763,18.7083880355409,20.5027432480292,49.5297077174792,1.3968008823515,3.59269568356013,12.8153344683977,5.36237567397109,3.06406504315465,2.26002881125065,4.7751486655435,6.53432728354716,5.05450347139579,2.8636320694971,2.24043682164909,0.986723118181792,7.74478565688372,1.56560255644377,2.10368682546255,4.19195475145543
1,Oracle Vector,81,64,Combined_Lower0.5Upper2_Additive100000,0,0,0,-17696.0668577114,149463.827292037,429215.732569155,,0.0649340788972648,0.0592666356562096,0.0585403702417546,0.0575135027997517,0.217060737097425,0.0712967538608437,0.0465839395969616,0.0676629203687384,1.42153653260275,1.77564502103803,0.205790569537782,0.212159422430831,0.467586225817806,2.11115160749889,0.718876155204664,0.189066874761746,1.1795926771297,1.69677328265081,1.3735850311436,4.81474372311241,0.923823959794606,0.805483807111434,0.828093574173625,0.779361860286486,158.661583011291,740.517110574698,192.310114352237,1224.69144680244,7949.48141344736,561.535383437161,135.446005223023,1890.3059889796,579.738185536896,162.953970710434,81.2216253883087,130.446234052908,316.360157297507,166.672084169637,29.6028303870847,410.900319902691,18.662013095829,10.1035153108704,23.5693629669728,414.795967466281,37.2819410085763,18.7083880355409,20.5027432480292,49.5297077174792,1.3968008823515,3.59269568356013,12.8153344683977,5.36237567397109,3.06406504315465,2.26002881125065,4.7751486655435,6.53432728354716,5.05450347139579,2.8636320694971,2.24043682164909,0.986723118181792,7.74478565688372,1.56560255644377,2.10368682546255,4.19195475145543
1,Oracle,81,64,Combined_Lower0.5Upper2_Additive100000,0,0,0,-17696.0668577114,149463.827292037,429215.732569155,,0.0649340788972648,0.0592666356562096,0.0585403702417546,0.0575135027997517,0.217060737097425,0.0712967538608437,0.0465839395969616,0.0676629203687384,1.42153653260275,1.77564502103803,0.205790569537782,0.212159422430831,0.467586225817806,2.11115160749889,0.718876155204664,0.189066874761746,1.1795926771297,1.69677328265081,1.3735850311436,4.81474372311241,0.923823959794606,0.805483807111434,0.828093574173625,0.779361860286486,158.661583011291,740.517110574698,192.310114352237,1224.69144680244,7949.48141344736,561.535383437161,135.446005223023,1890.3059889796,579.738185536896,162.953970710434,81.2216253883087,130.446234052908,316.360157297507,166.672084169637,29.6028303870847,410.900319902691,18.662013095829,10.1035153108704,23.5693629669728,414.795967466281,37.2819410085763,18.7083880355409,20.5027432480292,49.5297077174792,1.3968008823515,3.59269568356013,12.8153344683977,5.36237567397109,3.06406504315465,2.26002881125065,4.7751486655435,6.53432728354716,5.05450347139579,2.8636320694971,2.24043682164909,0.986723118181792,7.74478565688372,1.56560255644377,2.10368682546255,4.19195475145543
1,Dist L2,81,64,Combined_Lower0.5Upper2_Additive100000,4,5,0,-17696.0668577114,149463.827292037,429215.732569155,,0.0649340788972648,0.0592666356562096,0.0585403702417546,0.0575135027997517,0.217060737097425,0.0712967538608437,0.0465839395969616,0.0676629203687384,1.42153653260275,1.77564502103803,0.205790569537782,0.212159422430831,0.467586225817806,2.11115160749889,0.718876155204664,0.189066874761746,1.1795926771297,1.69677328265081,1.3735850311436,4.81474372311241,0.923823959794606,0.805483807111434,0.828093574173625,0.779361860286486,158.661583011291,740.517110574698,192.310114352237,1224.69144680244,7949.48141344736,561.535383437161,135.446005223023,1890.3059889796,579.738185536896,162.953970710434,81.2216253883087,130.446234052908,316.360157297507,166.672084169637,29.6028303870847,410.900319902691,18.662013095829,10.1035153108704,23.5693629669728,414.795967466281,37.2819410085763,18.7083880355409,20.5027432480292,49.5297077174792,1.3968008823515,3.59269568356013,12.8153344683977,5.36237567397109,3.06406504315465,2.26002881125065,4.7751486655435,6.53432728354716,5.05450347139579,2.8636320694971,2.24043682164909,0.986723118181792,7.74478565688372,1.56560255644377,2.10368682546255,4.19195475145543
1,Dist L-inf,81,64,Combined_Lower0.5Upper2_Additive100000,4,5,0,-17696.0668577114,149463.827292037,429215.732569155,,0.0649340788972648,0.0592666356562096,0.0585403702417546,0.0575135027997517,0.217060737097425,0.0712967538608437,0.0465839395969616,0.0676629203687384,1.42153653260275,1.77564502103803,0.205790569537782,0.212159422430831,0.467586225817806,2.11115160749889,0.718876155204664,0.189066874761746,1.1795926771297,1.69677328265081,1.3735850311436,4.81474372311241,0.923823959794606,0.805483807111434,0.828093574173625,0.779361860286486,158.661583011291,740.517110574698,192.310114352237,1224.69144680244,7949.48141344736,561.535383437161,135.446005223023,1890.3059889796,579.738185536896,162.953970710434,81.2216253883087,130.446234052908,316.360157297507,166.672084169637,29.6028303870847,410.900319902691,18.662013095829,10.1035153108704,23.5693629669728,414.795967466281,37.2819410085763,18.7083880355409,20.5027432480292,49.5297077174792,1.3968008823515,3.59269568356013,12.8153344683977,5.36237567397109,3.06406504315465,2.26002881125065,4.7751486655435,6.53432728354716,5.05450347139579,2.8636320694971,2.24043682164909,0.986723118181792,7.74478565688372,1.56560255644377,2.10368682546255,4.19195475145543
2,Value,81,64,Combined_Lower0.5Upper2_Additive100000,16,19,0,-17696.0668577114,137577.968875226,429215.732569155,,0.0438538336516882,0.0544225569316633,0.0563153697935209,0.0609291703478545,0.207836036526969,0.036679993803362,0.0375415613418814,0.093949309831612,1.39772568754999,1.6740646883464,0.218460143088904,0.200205383804496,0.356441821761845,2.14017612592294,0.603741986151537,0.145519358347351,1.11436825813666,1.56169175739676,1.42467825443449,4.04823298382,0.856775697759261,0.757098407562368,0.906743913225756,0.641042331098501,148.595661177094,681.35957732535,236.030892994556,1068.89841054581,7604.32857163725,530.686490339941,121.488171426792,1607.75862307635,465.762980521503,139.219531524556,62.7199675492971,131.149632222142,271.203527213873,144.296895380984,28.6538219677579,419.45989430685,17.6955606711008,6.31207348099096,21.3224065242615,336.248731578981,33.3387766077071,16.6115041860411,14.9598627085261,32.9429733395128,0.85426085604,2.60492062108983,11.8041264438991,5.28567083193719,2.20039094359421,1.94205702715165,4.27064123340201,5.34947892248571,4.26999025664127,2.55100788240572,1.75117668011907,0.643625675325477,7.04464691236269,1.4890675286186,1.87008130345917,2.90807063124731
2,Vector,81,64,Combined_Lower0.5Upper2_Additive100000,1296,19,0,-17696.0668577114,137577.968875226,429215.732569155,,0.0438538336516882,0.0544225569316633,0.0563153697935209,0.0609291703478545,0.207836036526969,0.036679993803362,0.0375415613418814,0.093949309831612,1.39772568754999,1.6740646883464,0.218460143088904,0.200205383804496,0.356441821761845,2.14017612592294,0.603741986151537,0.145519358347351,1.11436825813666,1.56169175739676,1.42467825443449,4.04823298382,0.856775697759261,0.757098407562368,0.906743913225756,0.641042331098501,148.595661177094,681.35957732535,236.030892994556,1068.89841054581,7604.32857163725,530.686490339941,121.488171426792,1607.75862307635,465.762980521503,139.219531524556,62.7199675492971,131.149632222142,271.203527213873,144.296895380984,28.6538219677579,419.45989430685,17.6955606711008,6.31207348099096,21.3224065242615,336.248731578981,33.3387766077071,16.6115041860411,14.9598627085261,32.9429733395128,0.85426085604,2.60492062108983,11.8041264438991,5.28567083193719,2.20039094359421,1.94205702715165,4.27064123340201,5.34947892248571,4.26999025664127,2.55100788240572,1.75117668011907,0.643625675325477,7.04464691236269,1.4890675286186,1.87008130345917,2.90807063124731
2,Oracle Vector,81,64,Combined_Lower0.5Upper2_Additive100000,0,0,0,-17696.0668577114,137577.968875226,429215.732569155,,0.0438538336516882,0.0544225569316633,0.0563153697935209,0.0609291703478545,0.207836036526969,0.036679993803362,0.0375415613418814,0.093949309831612,1.39772568754999,1.6740646883464,0.218460143088904,0.200205383804496,0.356441821761845,2.14017612592294,0.603741986151537,0.145519358347351,1.11436825813666,1.56169175739676,1.42467825443449,4.04823298382,0.856775697759261,0.757098407562368,0.906743913225756,0.641042331098501,148.595661177094,681.35957732535,236.030892994556,1068.89841054581,7604.32857163725,530.686490339941,121.488171426792,1607.75862307635,465.762980521503,139.219531524556,62.7199675492971,131.149632222142,271.203527213873,144.296895380984,28.6538219677579,419.45989430685,17.6955606711008,6.31207348099096,21.3224065242615,336.248731578981,33.3387766077071,16.6115041860411,14.9598627085261,32.9429733395128,0.85426085604,2.60492062108983,11.8041264438991,5.28567083193719,2.20039094359421,1.94205702715165,4.27064123340201,5.34947892248571,4.26999025664127,2.55100788240572,1.75117668011907,0.643625675325477,7.04464691236269,1.4890675286186,1.87008130345917,2.90807063124731
2,Oracle,81,64,Combined_Lower0.5Upper2_Additive100000,0,0,0,-17696.0668577114,137577.968875226,429215.732569155,,0.0438538336516882,0.0544225569316633,0.0563153697935209,0.0609291703478545,0.207836036526969,0.036679993803362,0.0375415613418814,0.093949309831612,1.39772568754999,1.6740646883464,0.218460143088904,0.200205383804496,0.356441821761845,2.14017612592294,0.603741986151537,0.145519358347351,1.11436825813666,1.56169175739676,1.42467825443449,4.04823298382,0.856775697759261,0.757098407562368,0.906743913225756,0.641042331098501,148.595661177094,681.35957732535,236.030892994556,1068.89841054581,7604.32857163725,530.686490339941,121.488171426792,1607.75862307635,465.762980521503,139.219531524556,62.7199675492971,131.149632222142,271.203527213873,144.296895380984,28.6538219677579,419.45989430685,17.6955606711008,6.31207348099096,21.3224065242615,336.248731578981,33.3387766077071,16.6115041860411,14.9598627085261,32.9429733395128,0.85426085604,2.60492062108983,11.8041264438991,5.28567083193719,2.20039094359421,1.94205702715165,4.27064123340201,5.34947892248571,4.26999025664127,2.55100788240572,1.75117668011907,0.643625675325477,7.04464691236269,1.4890675286186,1.87008130345917,2.90807063124731
