LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Approximation,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9,Server 10,Server 11,Server 12,Server 13,Server 14,Server 15,Server 16,Server 17,Server 18,Server 19,Server 20,Server 21,Server 22,Server 23,Server 24,Server 25,Server 26,Server 27,Server 28,Server 29,Server 30,Server 31,Server 32,Server 33,Server 34,Server 35,Server 36,Server 37,Server 38,Server 39,Server 40,Server 41,Server 42,Server 43,Server 44,Server 45,Server 46,Server 47,Server 48,Server 49,Server 50,Server 51,Server 52,Server 53,Server 54,Server 55,Server 56,Server 57,Server 58,Server 59,Server 60,Server 61,Server 62,Server 63,Server 64,Server 65,Server 66,Server 67,Server 68,Server 69,Server 70,Server 71,Server 72,Server 73,Server 74,Server 75,Server 76,Server 77,Server 78,Server 79,Server 80,Server 81
1,Value,64800,81,Lower0.5Upper2,36,49,0,48590793,88787195,194363172,,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,46,440965,2104492,32,0,0,0,0,2,1092,189794,27275427,4223129,5236,9,0,0,0,3,32,15033,20029,43,27,0,0,0,495,69,28,0,46,0,0,0,0,17373,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,FGM,64800,81,Lower0.5Upper2,34,34,0,48590793,88787195,194363172,,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,46,440965,2104492,32,0,0,0,0,2,1092,189794,27275427,4223129,5236,9,0,0,0,3,32,15033,20029,43,27,0,0,0,495,69,28,0,46,0,0,0,0,17373,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Vector,64800,81,Lower0.5Upper2,2073600,43,0,48590793,88787195,194363172,,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,46,440965,2104492,32,0,0,0,0,2,1092,189794,27275427,4223129,5236,9,0,0,0,3,32,15033,20029,43,27,0,0,0,495,69,28,0,46,0,0,0,0,17373,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Oracle Vector,64800,81,Lower0.5Upper2,0,0,0,48590793,88787195,194363172,,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,46,440965,2104492,32,0,0,0,0,2,1092,189794,27275427,4223129,5236,9,0,0,0,3,32,15033,20029,43,27,0,0,0,495,69,28,0,46,0,0,0,0,17373,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Oracle,64800,81,Lower0.5Upper2,0,0,0,48590793,88787195,194363172,,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,46,440965,2104492,32,0,0,0,0,2,1092,189794,27275427,4223129,5236,9,0,0,0,3,32,15033,20029,43,27,0,0,0,495,69,28,0,46,0,0,0,0,17373,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Naive,64800,81,Lower0.5Upper2,5248800,81,1,44393597.5,88787195,177574390,,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,46,440965,2104492,32,0,0,0,0,2,1092,189794,27275427,4223129,5236,9,0,0,0,3,32,15033,20029,43,27,0,0,0,495,69,28,0,46,0,0,0,0,17373,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Dist L2,64800,81,Lower0.5Upper2,34,46,0,48590793,88787195,194363172,,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,46,440965,2104492,32,0,0,0,0,2,1092,189794,27275427,4223129,5236,9,0,0,0,3,32,15033,20029,43,27,0,0,0,495,69,28,0,46,0,0,0,0,17373,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Value,64800,81,Lower0.5Upper2,124,173,0,48590793,79102550,194363172,,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,25,386982,1877258,32,0,0,0,0,2,685,148286,24797680,3621684,3670,7,0,0,0,3,20,13330,19763,31,19,0,0,0,355,68,22,0,42,0,0,0,0,17598,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,FGM,64800,81,Lower0.5Upper2,294,294,0,48590793,79102550,194363172,,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,25,386982,1877258,32,0,0,0,0,2,685,148286,24797680,3621684,3670,7,0,0,0,3,20,13330,19763,31,19,0,0,0,355,68,22,0,42,0,0,0,0,17598,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Vector,64800,81,Lower0.5Upper2,5961600,125,0,48590793,79102550,194363172,,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,25,386982,1877258,32,0,0,0,0,2,685,148286,24797680,3621684,3670,7,0,0,0,3,20,13330,19763,31,19,0,0,0,355,68,22,0,42,0,0,0,0,17598,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Oracle Vector,64800,81,Lower0.5Upper2,777600,15,0,48590793,79102550,194363172,,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,25,386982,1877258,32,0,0,0,0,2,685,148286,24797680,3621684,3670,7,0,0,0,3,20,13330,19763,31,19,0,0,0,355,68,22,0,42,0,0,0,0,17598,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Oracle,64800,81,Lower0.5Upper2,0,0,0,48590793,79102550,194363172,,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,25,386982,1877258,32,0,0,0,0,2,685,148286,24797680,3621684,3670,7,0,0,0,3,20,13330,19763,31,19,0,0,0,355,68,22,0,42,0,0,0,0,17598,1,0,0,0,0,0,0,0,0,0,0,0,0,0
