LoopIndex,MonitoringScheme,VectorLength,NumOfNodes,Epsilon,Bandwidth,NumberOfMessages,NumberOfChannels,NumberOfFullSyncs,LowerBound,FunctionValue,UpperBound,,Node 1,Node 2,Node 3,Node 4,Node 5
10000,Value Scheme,5000,5,Multiplicative 0.12,7219404,19404,7104,144,4026907.28,4603134,5125154.72,,297904,108408,191341,157219,207803
10000,Distance L2 Scheme,5000,5,Multiplicative 0.12,7219296,19296,7047,144,4026907.28,4603134,5125154.72,,297904,108408,191341,157219,207803
10000,Oracle Scheme,5100,5,Multiplicative 0.12,153000,30,15,3,8968193.52,10511801,11414064.48,,218557,627063,243576,705316,301773
10000,Value Scheme,5100,5,Multiplicative 0.12,3939797,12797,4769,77,9249354.4,10511801,11771905.6,,218557,627063,243576,705316,301773
10000,Vector Scheme,5100,5,Multiplicative 0.12,33060328,8350,3241,26,8986849.52,10511801,11437808.48,,218557,627063,243576,705316,301773
10000,Distance L2 Scheme,5100,5,Multiplicative 0.12,3889405,13405,5019,76,9132855.6,10511801,11623634.4,,218557,627063,243576,705316,301773
10000,Oracle Scheme,5200,5,Multiplicative 0.12,364000,70,35,7,8683970.24,10822593,11052325.76,,400153,627465,200109,728854,264801
10000,Vector Scheme,5200,5,Multiplicative 0.12,36319122,9016,3492,29,8946554.32,10822593,11386523.68,,400153,627465,200109,728854,264801
10000,Value Scheme,5200,5,Multiplicative 0.12,4119942,11942,4416,79,9435800.88,10822593,12009201.12,,400153,627465,200109,728854,264801
10000,Distance L2 Scheme,5200,5,Multiplicative 0.12,4120337,12337,4578,79,9438405.68,10822593,12012516.32,,400153,627465,200109,728854,264801
10000,Oracle Scheme,5300,5,Multiplicative 0.12,106000,20,10,2,3887145.68,4116995,4947276.32,,107160,164326,146112,191028,184204
10000,Value Scheme,5300,5,Multiplicative 0.12,7439173,19173,7029,140,3623055.92,4116995,4611162.08,,107160,164326,146112,191028,184204
10000,Vector Scheme,5300,5,Multiplicative 0.12,64759419,15727,6109,51,3716828.72,4116995,4730509.28,,107160,164326,146112,191028,184204
10000,Distance L2 Scheme,5300,5,Multiplicative 0.12,7491828,18828,6876,141,3628901.76,4116995,4618602.24,,107160,164326,146112,191028,184204
10000,Oracle Scheme,5400,5,Multiplicative 0.12,486000,90,45,9,13541078.32,16143307,17234099.68,,677151,1638823,441706,306066,264230
10000,Value Scheme,5400,5,Multiplicative 0.12,3629671,11671,4356,67,13806012,16143307,17571288,,677151,1638823,441706,306066,264230
10000,Vector Scheme,5400,5,Multiplicative 0.12,34216477,8173,3168,24,13290311.76,16143307,16914942.24,,677151,1638823,441706,306066,264230
10000,Distance L2 Scheme,5400,5,Multiplicative 0.12,3629539,11539,4300,67,13806012,16143307,17571288,,677151,1638823,441706,306066,264230
10000,Oracle Scheme,5500,5,Multiplicative 0.12,220000,40,20,4,5708481.68,5904722,7265340.32,,173887,288404,262189,274154,186152
10000,Value Scheme,5500,5,Multiplicative 0.12,6120910,15910,5857,111,5231244.48,5904722,6657947.52,,173887,288404,262189,274154,186152
10000,Vector Scheme,5500,5,Multiplicative 0.12,51879127,12159,4716,40,5395542.24,5904722,6867053.76,,173887,288404,262189,274154,186152
10000,Distance L2 Scheme,5500,5,Multiplicative 0.12,6120550,15550,5714,111,5217186.48,5904722,6640055.52,,173887,288404,262189,274154,186152
10000,Oracle Scheme,5600,5,Multiplicative 0.12,168000,30,15,3,4212438.56,5010266,5361285.44,,139604,369272,184516,136943,190172
10000,Vector Scheme,5600,5,Multiplicative 0.12,61872374,14192,5524,43,4344743.04,5010266,5529672.96,,139604,369272,184516,136943,190172
10000,Value Scheme,5600,5,Multiplicative 0.12,6905274,17274,6338,123,4431334.16,5010266,5639879.84,,139604,369272,184516,136943,190172
10000,Distance L2 Scheme,5600,5,Multiplicative 0.12,6961020,17020,6241,124,4432308.32,5010266,5641119.68,,139604,369272,184516,136943,190172
10000,Oracle Scheme,5700,5,Multiplicative 0.12,171000,30,15,3,4685251.12,5622891,5963046.88,,275910,252502,189491,230647,201757
10000,Vector Scheme,5700,5,Multiplicative 0.12,64368042,14494,5646,44,4923840.24,5622891,6266705.76,,275910,252502,189491,230647,201757
10000,Value Scheme,5700,5,Multiplicative 0.12,7142869,17869,6571,125,4969484.96,5622891,6324799.04,,275910,252502,189491,230647,201757
10000,Distance L2 Scheme,5700,5,Multiplicative 0.12,7142668,17668,6482,125,4969484.96,5622891,6324799.04,,275910,252502,189491,230647,201757
10000,Oracle Scheme,5800,5,Multiplicative 0.12,580000,100,50,10,5887973.52,5977852,7493784.48,,163637,386877,177415,208685,249070
10000,Vector Scheme,5800,5,Multiplicative 0.12,51889814,11570,4473,39,5333002.4,5977852,6787457.6,,163637,386877,177415,208685,249070
10000,Value Scheme,5800,5,Multiplicative 0.12,5756085,14085,5171,99,5309538.96,5977852,6757595.04,,163637,386877,177415,208685,249070
10000,Distance L2 Scheme,5800,5,Multiplicative 0.12,5698067,14067,5176,98,5321802.64,5977852,6773203.36,,163637,386877,177415,208685,249070
10000,Oracle Scheme,5900,5,Multiplicative 0.12,295000,50,25,5,3608418.88,4266702,4592533.12,,263832,226349,128385,136686,175743
10000,Vector Scheme,5900,5,Multiplicative 0.12,69104727,15129,5856,51,3744935.04,4266702,4766280.96,,263832,226349,128385,136686,175743
10000,Value Scheme,5900,5,Multiplicative 0.12,7983197,18197,6639,135,3675439.68,4266702,4677832.32,,263832,226349,128385,136686,175743
10000,Distance L2 Scheme,5900,5,Multiplicative 0.12,7923584,17584,6398,134,3688099.36,4266702,4693944.64,,263832,226349,128385,136686,175743
10000,Oracle Scheme,6000,5,Multiplicative 0.12,480000,80,40,8,8800484.88,9183724,11200617.12,,188723,587096,226484,396831,301072
10000,Vector Scheme,6000,5,Multiplicative 0.12,46382538,9968,3865,30,8190360.64,9183724,10424095.36,,188723,587096,226484,396831,301072
10000,Value Scheme,6000,5,Multiplicative 0.12,4932464,12464,4592,82,8098160.4,9183724,10306749.6,,188723,587096,226484,396831,301072
10000,Distance L2 Scheme,6000,5,Multiplicative 0.12,4872536,12536,4632,81,8161215.92,9183724,10387002.08,,188723,587096,226484,396831,301072
10000,Oracle Scheme,6100,5,Multiplicative 0.12,427000,70,35,7,4324799.6,5452013,5504290.4,,418638,253633,130241,153049,187065
10000,Vector Scheme,6100,5,Multiplicative 0.12,68689790,14540,5630,51,4700468.96,5452013,5982415.04,,418638,253633,130241,153049,187065
10000,Value Scheme,6100,5,Multiplicative 0.12,8436502,18502,6756,138,4709706.32,5452013,5994171.68,,418638,253633,130241,153049,187065
10000,Distance L2 Scheme,6100,5,Multiplicative 0.12,8436044,18044,6591,138,4769079.92,5452013,6069738.08,,418638,253633,130241,153049,187065
10000,Oracle Scheme,6200,5,Multiplicative 0.12,124000,20,10,2,2714675.92,3042946,3455042.08,,81707,84582,284278,78692,138441
10000,Vector Scheme,6200,5,Multiplicative 0.12,93215650,19284,7517,60,2674236.4,3042946,3403573.6,,81707,84582,284278,78692,138441
10000,Value Scheme,6200,5,Multiplicative 0.12,10748646,22646,8266,173,2693695.84,3042946,3428340.16,,81707,84582,284278,78692,138441
10000,Distance L2 Scheme,6200,5,Multiplicative 0.12,10810900,22900,8366,174,2673900.24,3042946,3403145.76,,81707,84582,284278,78692,138441
10000,Oracle Scheme,6300,5,Multiplicative 0.12,0,0,0,0,3629457.04,3882548,4619308.96,,69931,221177,290397,135379,161035
10000,Value Scheme,6300,5,Multiplicative 0.12,8965726,19726,7250,142,3436393.84,3882548,4373592.16,,69931,221177,290397,135379,161035
10000,Vector Scheme,6300,5,Multiplicative 0.12,76700180,15654,6087,50,3448217.52,3882548,4388640.48,,69931,221177,290397,135379,161035
10000,Distance L2 Scheme,6300,5,Multiplicative 0.12,8965532,19532,7154,142,3418411.92,3882548,4350706.08,,69931,221177,290397,135379,161035
10000,Oracle Scheme,6400,5,Multiplicative 0.12,512000,80,40,8,4878829.12,5543509,6209418.88,,293224,285199,171364,163442,228355
10000,Vector Scheme,6400,5,Multiplicative 0.12,66576264,13436,5201,43,4956472.4,5543509,6308237.6,,293224,285199,171364,163442,228355
10000,Value Scheme,6400,5,Multiplicative 0.12,7376575,16575,6086,115,4936158.48,5543509,6282383.52,,293224,285199,171364,163442,228355
10000,Distance L2 Scheme,6400,5,Multiplicative 0.12,7312684,16684,6138,114,4939939.84,5543509,6287196.16,,293224,285199,171364,163442,228355
10000,Oracle Scheme,6500,5,Multiplicative 0.12,195000,30,15,3,2552618.64,3095320,3248787.36,,70273,97779,122361,146803,143786
10000,Vector Scheme,6500,5,Multiplicative 0.12,91186583,18031,7014,58,2729849.76,3095320,3474354.24,,70273,97779,122361,146803,143786
10000,Value Scheme,6500,5,Multiplicative 0.12,11006605,21605,7881,169,2730820.4,3095320,3475589.6,,70273,97779,122361,146803,143786
10000,Distance L2 Scheme,6500,5,Multiplicative 0.12,11006879,21879,7980,169,2730820.4,3095320,3475589.6,,70273,97779,122361,146803,143786
10000,Oracle Scheme,6600,5,Multiplicative 0.12,528000,80,40,8,4692877.2,4963978,5972752.8,,130058,243908,131069,371852,161227
10000,Value Scheme,6600,5,Multiplicative 0.12,6680197,14197,5215,101,4389993.52,4963978,5587264.48,,130058,243908,131069,371852,161227
10000,Vector Scheme,6600,5,Multiplicative 0.12,58254587,11433,4413,38,4379494.24,4963978,5573901.76,,130058,243908,131069,371852,161227
10000,Distance L2 Scheme,6600,5,Multiplicative 0.12,6680614,14614,5378,101,4410510.72,4963978,5613377.28,,130058,243908,131069,371852,161227
10000,Oracle Scheme,6700,5,Multiplicative 0.12,134000,20,10,2,3522535.28,4394704,4483226.72,,192500,121537,151389,173975,196042
10000,Value Scheme,6700,5,Multiplicative 0.12,10405822,20822,7622,155,3836022.08,4394704,4882209.92,,192500,121537,151389,173975,196042
10000,Vector Scheme,6700,5,Multiplicative 0.12,89837988,17236,6704,56,3705041.12,4394704,4715506.88,,192500,121537,151389,173975,196042
10000,Distance L2 Scheme,6700,5,Multiplicative 0.12,10405450,20450,7463,155,3802487.92,4394704,4839530.08,,192500,121537,151389,173975,196042
10000,Oracle Scheme,6800,5,Multiplicative 0.12,748000,110,55,11,3725827.6,4118863,4741962.4,,90996,158270,154276,325527,166301
10000,Value Scheme,6800,5,Multiplicative 0.12,8925124,17124,6244,131,3627572.96,4118863,4616911.04,,90996,158270,154276,325527,166301
10000,Vector Scheme,6800,5,Multiplicative 0.12,74558972,14226,5482,51,3645814.48,4118863,4640127.52,,90996,158270,154276,325527,166301
10000,Distance L2 Scheme,6800,5,Multiplicative 0.12,8925206,17206,6264,131,3626961.36,4118863,4616132.64,,90996,158270,154276,325527,166301
10000,Oracle Scheme,6900,5,Multiplicative 0.12,207000,30,15,3,3222443.84,3662584,4101292.16,,90613,154459,124531,119969,158270
10000,Vector Scheme,6900,5,Multiplicative 0.12,99005877,18435,7174,59,3208565.36,3662584,4083628.64,,90613,154459,124531,119969,158270
10000,Value Scheme,6900,5,Multiplicative 0.12,11613597,21597,7865,168,3205422,3662584,4079628,,90613,154459,124531,119969,158270
10000,Distance L2 Scheme,6900,5,Multiplicative 0.12,11682570,21570,7857,169,3205536.4,3662584,4079773.6,,90613,154459,124531,119969,158270
10000,Oracle Scheme,7000,5,Multiplicative 0.12,840000,120,60,12,3993865.04,4044865,5083100.96,,87892,222426,206883,177842,192327
10000,Value Scheme,7000,5,Multiplicative 0.12,9467002,17002,6174,135,3637586.48,4044865,4629655.52,,87892,222426,206883,177842,192327
10000,Vector Scheme,7000,5,Multiplicative 0.12,76121809,14153,5437,53,3675953.6,4044865,4678486.4,,87892,222426,206883,177842,192327
10000,Distance L2 Scheme,7000,5,Multiplicative 0.12,9467004,17004,6170,135,3629131.44,4044865,4618894.56,,87892,222426,206883,177842,192327
10000,Oracle Scheme,7100,5,Multiplicative 0.12,284000,40,20,4,11066559.68,13761281,14084712.32,,425857,1378114,548862,210905,320378
10000,Vector Scheme,7100,5,Multiplicative 0.12,46294218,8458,3260,28,11651669.04,13761281,14829396.96,,425857,1378114,548862,210905,320378
10000,Value Scheme,7100,5,Multiplicative 0.12,5337306,12306,4567,75,11778379.36,13761281,14990664.64,,425857,1378114,548862,210905,320378
10000,Distance L2 Scheme,7100,5,Multiplicative 0.12,5266316,12316,4579,74,11696228.72,13761281,14886109.28,,425857,1378114,548862,210905,320378
10000,Oracle Scheme,7200,5,Multiplicative 0.12,360000,50,25,5,3305564.24,3568297,4207081.76,,169760,171263,116673,106334,140103
10000,Value Scheme,7200,5,Multiplicative 0.12,12117280,21280,7727,168,3178592.56,3568297,4045481.44,,169760,171263,116673,106334,140103
10000,Vector Scheme,7200,5,Multiplicative 0.12,94886020,16998,6589,60,3218972.24,3568297,4096873.76,,169760,171263,116673,106334,140103
10000,Distance L2 Scheme,7200,5,Multiplicative 0.12,12045493,21493,7815,167,3180324.4,3568297,4047685.6,,169760,171263,116673,106334,140103
10000,Oracle Scheme,7300,5,Multiplicative 0.12,657000,90,45,9,4459597.12,5617690,5675850.88,,210415,237506,178587,192267,218608
10000,Value Scheme,7300,5,Multiplicative 0.12,10457600,18600,6789,143,4864954.16,5617690,6191759.84,,210415,237506,178587,192267,218608
10000,Vector Scheme,7300,5,Multiplicative 0.12,87647826,15502,6003,53,4785066.88,5617690,6090085.12,,210415,237506,178587,192267,218608
10000,Distance L2 Scheme,7300,5,Multiplicative 0.12,10384755,18755,6859,142,4841107.92,5617690,6161410.08,,210415,237506,178587,192267,218608
10000,Oracle Scheme,7400,5,Multiplicative 0.12,740000,100,50,10,8568105.92,10015837,10904862.08,,375120,487066,667080,303602,190013
10000,Value Scheme,7400,5,Multiplicative 0.12,6673886,13886,5153,90,8685900.96,10015837,11054783.04,,375120,487066,667080,303602,190013
10000,Vector Scheme,7400,5,Multiplicative 0.12,62073960,10798,4194,35,8812879.68,10015837,11216392.32,,375120,487066,667080,303602,190013
10000,Distance L2 Scheme,7400,5,Multiplicative 0.12,6674303,14303,5323,90,8685900.96,10015837,11054783.04,,375120,487066,667080,303602,190013
10000,Oracle Scheme,7500,5,Multiplicative 0.12,150000,20,10,2,3085877.52,3682236,3927480.48,,91025,97382,173485,151644,202745
10000,Vector Scheme,7500,5,Multiplicative 0.12,100219377,17189,6681,55,3228603.84,3682236,4109132.16,,91025,97382,173485,151644,202745
10000,Value Scheme,7500,5,Multiplicative 0.12,11645330,20330,7431,155,3231844,3682236,4113256,,91025,97382,173485,151644,202745
10000,Distance L2 Scheme,7500,5,Multiplicative 0.12,11570426,20426,7457,154,3232713.44,3682236,4114362.56,,91025,97382,173485,151644,202745
10000,Oracle Scheme,7600,5,Multiplicative 0.12,684000,90,45,9,8515544.4,9458403,10837965.6,,428005,479606,383987,338107,186174
10000,Vector Scheme,7600,5,Multiplicative 0.12,73115215,12425,4810,41,7955665.52,9458403,10125392.48,,428005,479606,383987,338107,186174
10000,Value Scheme,7600,5,Multiplicative 0.12,7994597,14597,5364,105,8393687.28,9458403,10682874.72,,428005,479606,383987,338107,186174
10000,Distance L2 Scheme,7600,5,Multiplicative 0.12,7994887,14887,5477,105,8393687.28,9458403,10682874.72,,428005,479606,383987,338107,186174
10000,Oracle Scheme,7700,5,Multiplicative 0.12,308000,40,20,4,4232703.2,4925074,5387076.8,,81763,482320,146806,124496,181635
10000,Vector Scheme,7700,5,Multiplicative 0.12,85396689,14319,5545,46,4215590.72,4925074,5365297.28,,81763,482320,146806,124496,181635
10000,Value Scheme,7700,5,Multiplicative 0.12,9873752,17752,6494,128,4250824.16,4925074,5410139.84,,81763,482320,146806,124496,181635
10000,Distance L2 Scheme,7700,5,Multiplicative 0.12,9874071,18071,6632,128,4250824.16,4925074,5410139.84,,81763,482320,146806,124496,181635
10000,Oracle Scheme,7800,5,Multiplicative 0.12,624000,80,40,8,4557329.04,4965898,5800236.96,,118365,306191,136945,352522,136691
10000,Value Scheme,7800,5,Multiplicative 0.12,8673709,15709,5776,111,4360956.16,4965898,5550307.84,,118365,306191,136945,352522,136691
10000,Vector Scheme,7800,5,Multiplicative 0.12,79501001,13153,5096,44,4372449.84,4965898,5564936.16,,118365,306191,136945,352522,136691
10000,Distance L2 Scheme,7800,5,Multiplicative 0.12,8673645,15645,5753,111,4360956.16,4965898,5550307.84,,118365,306191,136945,352522,136691
10000,Oracle Scheme,7900,5,Multiplicative 0.12,1185000,150,75,15,3039693.36,3307153,3868700.64,,147652,126637,125008,133752,133271
10000,Vector Scheme,7900,5,Multiplicative 0.12,83712103,13779,5298,52,2915386.32,3307153,3710491.68,,147652,126637,125008,133752,133271
10000,Value Scheme,7900,5,Multiplicative 0.12,10365560,16560,6006,131,2910294.64,3307153,3704011.36,,147652,126637,125008,133752,133271
10000,Distance L2 Scheme,7900,5,Multiplicative 0.12,10365619,16619,6024,131,2910294.64,3307153,3704011.36,,147652,126637,125008,133752,133271
10000,Oracle Scheme,8000,5,Multiplicative 0.12,560000,70,35,7,2309309.2,2753910,2939120.8,,73719,106433,89022,104668,146092
10000,Value Scheme,8000,5,Multiplicative 0.12,14582957,22957,8332,182,2427984.24,2753910,3090161.76,,73719,106433,89022,104668,146092
10000,Vector Scheme,8000,5,Multiplicative 0.12,117332869,18895,7333,64,2424434.32,2753910,3085643.68,,73719,106433,89022,104668,146092
10000,Distance L2 Scheme,8000,5,Multiplicative 0.12,14582379,22379,8113,182,2428864.24,2753910,3091281.76,,73719,106433,89022,104668,146092
10000,Oracle Scheme,8100,5,Multiplicative 0.12,486000,60,30,6,5389926.96,5518226,6859907.04,,240685,450956,147252,248311,169539
10000,Vector Scheme,8100,5,Multiplicative 0.12,90513140,14424,5587,49,4903596.72,5518226,6240941.28,,240685,450956,147252,248311,169539
10000,Value Scheme,8100,5,Multiplicative 0.12,10709771,17771,6507,132,4897052.16,5518226,6232611.84,,240685,450956,147252,248311,169539
10000,Distance L2 Scheme,8100,5,Multiplicative 0.12,10628910,17910,6563,131,4896349.92,5518226,6231718.08,,240685,450956,147252,248311,169539
10000,Oracle Scheme,8200,5,Multiplicative 0.12,328000,40,20,4,1868885.92,2266451,2378582.08,,69458,63233,105414,90636,118400
10000,Value Scheme,8200,5,Multiplicative 0.12,17162491,24491,8830,209,1970679.04,2266451,2508136.96,,69458,63233,105414,90636,118400
10000,Vector Scheme,8200,5,Multiplicative 0.12,135715500,21300,8275,75,1980334.4,2266451,2520425.6,,69458,63233,105414,90636,118400
10000,Distance L2 Scheme,8200,5,Multiplicative 0.12,17162810,24810,8971,209,1974503.52,2266451,2513004.48,,69458,63233,105414,90636,118400
10000,Oracle Scheme,8300,5,Multiplicative 0.12,1411000,170,85,17,2162600,2438615,2752400,,75212,94729,90521,74598,134683
10000,Vector Scheme,8300,5,Multiplicative 0.12,109979635,17215,6625,67,2140185.52,2438615,2723872.48,,75212,94729,90521,74598,134683
10000,Value Scheme,8300,5,Multiplicative 0.12,14130651,20651,7465,170,2139689.2,2438615,2723240.8,,75212,94729,90521,74598,134683
10000,Distance L2 Scheme,8300,5,Multiplicative 0.12,13965108,21108,7663,168,2138318.16,2438615,2721495.84,,75212,94729,90521,74598,134683
10000,Oracle Scheme,8400,5,Multiplicative 0.12,1176000,140,70,14,3977211.92,4635788,5061906.08,,157912,256050,133310,117357,209763
10000,Value Scheme,8400,5,Multiplicative 0.12,9423487,15487,5677,112,3998120.72,4635788,5088517.28,,157912,256050,133310,117357,209763
10000,Vector Scheme,8400,5,Multiplicative 0.12,80424957,12461,4787,47,4016795.2,4635788,5112284.8,,157912,256050,133310,117357,209763
10000,Distance L2 Scheme,8400,5,Multiplicative 0.12,9339438,15438,5662,111,3974942.4,4635788,5059017.6,,157912,256050,133310,117357,209763
10000,Oracle Scheme,8500,5,Multiplicative 0.12,425000,50,25,5,2585142.56,2842425,3290181.44,,80026,149846,96264,93439,138729
10000,Vector Scheme,8500,5,Multiplicative 0.12,120075681,18197,7063,61,2527620.48,2842425,3216971.52,,80026,149846,96264,93439,138729
10000,Value Scheme,8500,5,Multiplicative 0.12,14472381,22381,8168,170,2525119.52,2842425,3213788.48,,80026,149846,96264,93439,138729
10000,Distance L2 Scheme,8500,5,Multiplicative 0.12,14471883,21883,7962,170,2524331.04,2842425,3212784.96,,80026,149846,96264,93439,138729
10000,Oracle Scheme,8600,5,Multiplicative 0.12,1462000,170,85,17,2901908.24,3075610,3693337.76,,89773,116001,102071,105467,126557
10000,Vector Scheme,8600,5,Multiplicative 0.12,100778852,15200,5859,57,2771940.16,3075610,3527923.84,,89773,116001,102071,105467,126557
10000,Value Scheme,8600,5,Multiplicative 0.12,12144590,18590,6784,141,2716719.28,3075610,3457642.72,,89773,116001,102071,105467,126557
10000,Distance L2 Scheme,8600,5,Multiplicative 0.12,12059053,19053,6969,140,2716719.28,3075610,3457642.72,,89773,116001,102071,105467,126557
10000,Oracle Scheme,8700,5,Multiplicative 0.12,870000,100,50,10,3638712,4135830,4631088,,71459,287978,109925,239743,140198
10000,Value Scheme,8700,5,Multiplicative 0.12,13505165,20165,7359,155,3637565.36,4135830,4629628.64,,71459,287978,109925,239743,140198
10000,Vector Scheme,8700,5,Multiplicative 0.12,114879211,17025,6602,59,3639530.4,4135830,4632129.6,,71459,287978,109925,239743,140198
10000,Distance L2 Scheme,8700,5,Multiplicative 0.12,13505504,20504,7482,155,3637565.36,4135830,4629628.64,,71459,287978,109925,239743,140198
10000,Oracle Scheme,8800,5,Multiplicative 0.12,528000,60,30,6,4395376.48,5119615,5594115.52,,133213,204651,376055,147701,167675
10000,Value Scheme,8800,5,Multiplicative 0.12,10312109,16109,5911,117,4507913.52,5119615,5737344.48,,133213,204651,376055,147701,167675
10000,Vector Scheme,8800,5,Multiplicative 0.12,92984338,13654,5283,45,4490516.8,5119615,5715203.2,,133213,204651,376055,147701,167675
10000,Distance L2 Scheme,8800,5,Multiplicative 0.12,10312224,16224,5953,117,4502005.2,5119615,5729824.8,,133213,204651,376055,147701,167675
10000,Oracle Scheme,8900,5,Multiplicative 0.12,712000,80,40,8,3178175.44,3777572,4044950.56,,99682,260446,97810,216949,134163
10000,Vector Scheme,8900,5,Multiplicative 0.12,113675087,16489,6386,57,3324493.04,3777572,4231172.96,,99682,260446,97810,216949,134163
10000,Value Scheme,8900,5,Multiplicative 0.12,13815538,20538,7507,155,3246273.36,3777572,4131620.64,,99682,260446,97810,216949,134163
10000,Distance L2 Scheme,8900,5,Multiplicative 0.12,13904129,20129,7318,156,3246273.36,3777572,4131620.64,,99682,260446,97810,216949,134163
10000,Oracle Scheme,9000,5,Multiplicative 0.12,360000,40,20,4,2826216.8,3227484,3597003.2,,112573,157889,109412,103040,114976
10000,Vector Scheme,9000,5,Multiplicative 0.12,126778528,18044,7043,57,2816286,3227484,3584364,,112573,157889,109412,103040,114976
10000,Value Scheme,9000,5,Multiplicative 0.12,14961549,21549,7873,166,2872065.68,3227484,3655356.32,,112573,157889,109412,103040,114976
10000,Distance L2 Scheme,9000,5,Multiplicative 0.12,14962450,22450,8226,166,2872065.68,3227484,3655356.32,,112573,157889,109412,103040,114976
10000,Oracle Scheme,9100,5,Multiplicative 0.12,455000,50,25,5,2886937.68,3390847,3674284.32,,68790,145454,114733,244924,166062
10000,Value Scheme,9100,5,Multiplicative 0.12,15218287,21287,7757,167,2987983.68,3390847,3802888.32,,68790,145454,114733,244924,166062
10000,Vector Scheme,9100,5,Multiplicative 0.12,126931408,17966,6974,59,3013226.48,3390847,3835015.52,,68790,145454,114733,244924,166062
10000,Distance L2 Scheme,9100,5,Multiplicative 0.12,15309229,21229,7711,168,2987983.68,3390847,3802888.32,,68790,145454,114733,244924,166062
10000,Oracle Scheme,9200,5,Multiplicative 0.12,368000,40,20,4,4251401.44,5058967,5410874.56,,386239,336838,101419,135589,136861
10000,Value Scheme,9200,5,Multiplicative 0.12,12898223,18223,6648,140,4421528.32,5058967,5627399.68,,386239,336838,101419,135589,136861
10000,Vector Scheme,9200,5,Multiplicative 0.12,108214373,15205,5881,53,4373978.4,5058967,5566881.6,,386239,336838,101419,135589,136861
10000,Distance L2 Scheme,9200,5,Multiplicative 0.12,12898486,18486,6755,140,4418643.68,5058967,5623728.32,,386239,336838,101419,135589,136861
10000,Oracle Scheme,9300,5,Multiplicative 0.12,837000,90,45,9,2429260.24,2804116,3091785.76,,105563,129131,121288,92690,104293
10000,Vector Scheme,9300,5,Multiplicative 0.12,134854869,18709,7250,66,2431730.4,2804116,3094929.6,,105563,129131,121288,92690,104293
10000,Value Scheme,9300,5,Multiplicative 0.12,16576474,22474,8177,178,2471328.64,2804116,3145327.36,,105563,129131,121288,92690,104293
10000,Distance L2 Scheme,9300,5,Multiplicative 0.12,16669702,22702,8259,179,2453711.92,2804116,3122906.08,,105563,129131,121288,92690,104293
10000,Oracle Scheme,9400,5,Multiplicative 0.12,282000,30,15,3,1980835.12,2345330,2521062.88,,111354,64039,86278,86749,98097
10000,Vector Scheme,9400,5,Multiplicative 0.12,162306009,22155,8633,72,2062650.48,2345330,2625191.52,,111354,64039,86278,86749,98097
10000,Value Scheme,9400,5,Multiplicative 0.12,19200839,24839,9015,204,2059006.4,2345330,2620553.6,,111354,64039,86278,86749,98097
10000,Distance L2 Scheme,9400,5,Multiplicative 0.12,19295032,25032,9082,205,2059006.4,2345330,2620553.6,,111354,64039,86278,86749,98097
10000,Oracle Scheme,9500,5,Multiplicative 0.12,950000,100,50,10,3260202.88,4020112,4149349.12,,312810,183771,114438,222746,101354
10000,Value Scheme,9500,5,Multiplicative 0.12,15505195,20195,7334,163,3556940.64,4020112,4527015.36,,312810,183771,114438,222746,101354
10000,Vector Scheme,9500,5,Multiplicative 0.12,130116571,17647,6848,62,3572590.56,4020112,4546933.44,,312810,183771,114438,222746,101354
10000,Distance L2 Scheme,9500,5,Multiplicative 0.12,15410143,20143,7320,162,3389767.04,4020112,4314248.96,,312810,183771,114438,222746,101354
10000,Oracle Scheme,9600,5,Multiplicative 0.12,576000,60,30,6,3490971.44,3952755,4443054.56,,204545,154533,108884,232781,133328
10000,Value Scheme,9600,5,Multiplicative 0.12,15668846,20846,7584,163,3459915.36,3952755,4403528.64,,204545,154533,108884,232781,133328
10000,Vector Scheme,9600,5,Multiplicative 0.12,121444326,16376,6325,60,3332514.24,3952755,4241381.76,,204545,154533,108884,232781,133328
10000,Distance L2 Scheme,9600,5,Multiplicative 0.12,15668662,20662,7521,163,3459915.36,3952755,4403528.64,,204545,154533,108884,232781,133328
10000,Oracle Scheme,9700,5,Multiplicative 0.12,388000,40,20,4,2149007.52,2662198,2735100.48,,105614,80596,106402,101149,124634
10000,Value Scheme,9700,5,Multiplicative 0.12,18744412,23412,8471,193,2379616.8,2662198,3028603.2,,105614,80596,106402,101149,124634
10000,Vector Scheme,9700,5,Multiplicative 0.12,155438044,20578,8012,69,2323038.96,2662198,2956595.04,,105614,80596,106402,101149,124634
10000,Distance L2 Scheme,9700,5,Multiplicative 0.12,18744598,23598,8547,193,2372293.44,2662198,3019282.56,,105614,80596,106402,101149,124634
10000,Oracle Scheme,9800,5,Multiplicative 0.12,588000,60,30,6,4661035.28,5260908,5932226.72,,168906,404089,109928,210228,200833
10000,Value Scheme,9800,5,Multiplicative 0.12,11580514,16514,6065,118,4647689.2,5260908,5915240.8,,168906,404089,109928,210228,200833
10000,Vector Scheme,9800,5,Multiplicative 0.12,107548798,14132,5487,44,4712381.52,5260908,5997576.48,,168906,404089,109928,210228,200833
10000,Distance L2 Scheme,9800,5,Multiplicative 0.12,11678837,16837,6194,119,4636477.12,5260908,5900970.88,,168906,404089,109928,210228,200833
10000,Oracle Scheme,9900,5,Multiplicative 0.12,198000,20,10,2,3072586,3714787,3910564,,171387,140138,176142,124957,138497
