LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Epsilon,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8
1,Naive,20000,8,Multiplicative 0.08,160000,8,1,34040344.08,37000374,39960403.92,,0,0,0,0,0,0,0,0
1,Oracle,20000,8,Multiplicative 0.08,0,0,0,33919967.6,37000374,39819092.4,,0,0,0,0,0,0,0,0
1,Value,20000,8,Multiplicative 0.08,0,0,0,33919967.6,37000374,39819092.4,,0,0,0,0,0,0,0,0
1,SKV,20000,8,Multiplicative 0.08,0,0,0,33919967.6,37000374,39819092.4,,0,0,0,0,0,0,0,0
1,Vector,20000,8,Multiplicative 0.08,0,0,0,33919967.6,37000374,39819092.4,,0,0,0,0,0,0,0,0
1,Distance,20000,8,Multiplicative 0.08,0,0,0,33919967.6,37000374,39819092.4,,0,0,0,0,0,0,0,0
1,SKD,20000,8,Multiplicative 0.08,0,0,0,33919967.6,37000374,39819092.4,,0,0,0,0,0,0,0,0
2,Naive,20000,8,Multiplicative 0.08,320000,16,2,34032466.12,36991811,39951155.88,,0,0,0,0,0,0,0,0
2,Oracle,20000,8,Multiplicative 0.08,0,0,0,33919967.6,36991811,39819092.4,,0,0,0,0,0,0,0,0
2,Value,20000,8,Multiplicative 0.08,0,0,0,33919967.6,36991811,39819092.4,,0,0,0,0,0,0,0,0
2,SKV,20000,8,Multiplicative 0.08,0,0,0,33919967.6,36991811,39819092.4,,0,0,0,0,0,0,0,0
2,Vector,20000,8,Multiplicative 0.08,0,0,0,33919967.6,36991811,39819092.4,,0,0,0,0,0,0,0,0
2,Distance,20000,8,Multiplicative 0.08,0,0,0,33919967.6,36991811,39819092.4,,0,0,0,0,0,0,0,0
2,SKD,20000,8,Multiplicative 0.08,0,0,0,33919967.6,36991811,39819092.4,,0,0,0,0,0,0,0,0
3,Oracle,20000,8,Multiplicative 0.08,0,0,0,33919967.6,36983088,39819092.4,,0,0,0,0,0,0,0,0
3,Naive,20000,8,Multiplicative 0.08,480000,24,3,34024440.96,36983088,39941735.04,,0,0,0,0,0,0,0,0
3,SKV,20000,8,Multiplicative 0.08,4,5,0,33919967.6,36983088,39819092.4,,0,0,0,0,0,0,0,0
3,Value,20000,8,Multiplicative 0.08,4,5,0,33919967.6,36983088,39819092.4,,0,0,0,0,0,0,0,0
3,Vector,20000,8,Multiplicative 0.08,80000,5,0,33919967.6,36983088,39819092.4,,0,0,0,0,0,0,0,0
3,Distance,20000,8,Multiplicative 0.08,8,10,0,33919967.6,36983088,39819092.4,,0,0,0,0,0,0,0,0
3,SKD,20000,8,Multiplicative 0.08,8,9,0,33919967.6,36983088,39819092.4,,0,0,0,0,0,0,0,0
4,Naive,20000,8,Multiplicative 0.08,640000,32,4,33739369.76,36673228,39607086.24,,0,0,0,0,0,0,0,0
4,Oracle,20000,8,Multiplicative 0.08,0,0,0,33919967.6,36673228,39819092.4,,0,0,0,0,0,0,0,0
4,Value,20000,8,Multiplicative 0.08,10,12,0,33919967.6,36673228,39819092.4,,0,0,0,0,0,0,0,0
4,SKV,20000,8,Multiplicative 0.08,8,10,0,33919967.6,36673228,39819092.4,,0,0,0,0,0,0,0,0
4,Vector,20000,8,Multiplicative 0.08,160000,10,0,33919967.6,36673228,39819092.4,,0,0,0,0,0,0,0,0
4,SKD,20000,8,Multiplicative 0.08,16,18,0,33919967.6,36673228,39819092.4,,0,0,0,0,0,0,0,0
4,Distance,20000,8,Multiplicative 0.08,16,19,0,33919967.6,36673228,39819092.4,,0,0,0,0,0,0,0,0
5,Naive,20000,8,Multiplicative 0.08,800000,40,5,33793052.68,36731579,39670105.32,,0,0,0,0,0,0,0,0
5,Oracle,20000,8,Multiplicative 0.08,0,0,0,33919967.6,36731579,39819092.4,,0,0,0,0,0,0,0,0
5,SKV,20000,8,Multiplicative 0.08,22,27,0,33919967.6,36731579,39819092.4,,0,0,0,0,0,0,0,0
5,Value,20000,8,Multiplicative 0.08,20,24,0,33919967.6,36731579,39819092.4,,0,0,0,0,0,0,0,0
5,Vector,20000,8,Multiplicative 0.08,280000,17,0,33919967.6,36731579,39819092.4,,0,0,0,0,0,0,0,0
5,Distance,20000,8,Multiplicative 0.08,32,37,0,33919967.6,36731579,39819092.4,,0,0,0,0,0,0,0,0
5,SKD,20000,8,Multiplicative 0.08,32,36,0,33919967.6,36731579,39819092.4,,0,0,0,0,0,0,0,0
6,Naive,20000,8,Multiplicative 0.08,960000,48,6,33543501.76,36460328,39377154.24,,0,0,0,0,0,0,0,0
6,Oracle,20000,8,Multiplicative 0.08,0,0,0,33919967.6,36460328,39819092.4,,0,0,0,0,0,0,0,0
6,SKV,20000,8,Multiplicative 0.08,40,49,0,33919967.6,36460328,39819092.4,,0,0,0,0,0,0,0,0
6,Value,20000,8,Multiplicative 0.08,24,29,0,33919967.6,36460328,39819092.4,,0,0,0,0,0,0,0,0
6,Vector,20000,8,Multiplicative 0.08,360000,22,0,33919967.6,36460328,39819092.4,,0,0,0,0,0,0,0,0
6,Distance,20000,8,Multiplicative 0.08,40,46,0,33919967.6,36460328,39819092.4,,0,0,0,0,0,0,0,0
6,SKD,20000,8,Multiplicative 0.08,48,54,0,33919967.6,36460328,39819092.4,,0,0,0,0,0,0,0,0
7,Naive,20000,8,Multiplicative 0.08,1120000,56,7,33341745.76,36241028,39140310.24,,0,0,0,0,0,0,0,0
7,Oracle,20000,8,Multiplicative 0.08,0,0,0,33919967.6,36241028,39819092.4,,0,0,0,0,0,0,0,0
7,Value,20000,8,Multiplicative 0.08,40,48,0,33919967.6,36241028,39819092.4,,0,0,0,0,0,0,0,0
7,SKV,20000,8,Multiplicative 0.08,58,70,0,33919967.6,36241028,39819092.4,,0,0,0,0,0,0,0,0
7,Vector,20000,8,Multiplicative 0.08,720000,44,0,33919967.6,36241028,39819092.4,,0,0,0,0,0,0,0,0
7,Distance,20000,8,Multiplicative 0.08,56,66,0,33919967.6,36241028,39819092.4,,0,0,0,0,0,0,0,0
7,SKD,20000,8,Multiplicative 0.08,64,72,0,33919967.6,36241028,39819092.4,,0,0,0,0,0,0,0,0
8,Naive,20000,8,Multiplicative 0.08,1280000,64,8,33303735.04,36199712,39095688.96,,0,0,0,0,0,0,0,0
8,Oracle,20000,8,Multiplicative 0.08,0,0,0,33919967.6,36199712,39819092.4,,0,0,0,0,0,0,0,0
8,SKV,20000,8,Multiplicative 0.08,76,93,0,33919967.6,36199712,39819092.4,,0,0,0,0,0,0,0,0
8,Value,20000,8,Multiplicative 0.08,66,78,0,33919967.6,36199712,39819092.4,,0,0,0,0,0,0,0,0
8,Vector,20000,8,Multiplicative 0.08,1040000,62,0,33919967.6,36199712,39819092.4,,0,0,0,0,0,0,0,0
8,Distance,20000,8,Multiplicative 0.08,72,85,0,33919967.6,36199712,39819092.4,,0,0,0,0,0,0,0,0
8,SKD,20000,8,Multiplicative 0.08,80,91,0,33919967.6,36199712,39819092.4,,0,0,0,0,0,0,0,0
9,Naive,20000,8,Multiplicative 0.08,1440000,72,9,33232788.32,36122596,39012403.68,,0,0,0,0,0,0,0,0
9,Oracle,20000,8,Multiplicative 0.08,0,0,0,33919967.6,36122596,39819092.4,,0,0,0,0,0,0,0,0
9,Vector,20000,8,Multiplicative 0.08,1280000,78,0,33919967.6,36122596,39819092.4,,0,0,0,0,0,0,0,0
9,Value,20000,8,Multiplicative 0.08,320074,114,1,33232788.32,36122596,39012403.68,,0,0,0,0,0,0,0,0
9,SKV,20000,8,Multiplicative 0.08,334,142,0,33919967.6,36122596,39819092.4,,0,0,0,0,0,0,0,0
9,SKD,20000,8,Multiplicative 0.08,344,147,0,33919967.6,36122596,39819092.4,,0,0,0,0,0,0,0,0
9,Distance,20000,8,Multiplicative 0.08,320080,121,1,33232788.32,36122596,39012403.68,,0,0,0,0,0,0,0,0
10,Naive,20000,8,Multiplicative 0.08,1600000,80,10,32610288.72,35445966,38281643.28,,0,0,0,0,0,0,0,0
10,Oracle,20000,8,Multiplicative 0.08,0,0,0,33919967.6,35445966,39819092.4,,0,0,0,0,0,0,0,0
10,SKV,20000,8,Multiplicative 0.08,356,169,0,33919967.6,35445966,39819092.4,,0,0,0,0,0,0,0,0
10,Value,20000,8,Multiplicative 0.08,320074,114,1,33232788.32,35445966,39012403.68,,0,0,0,0,0,0,0,0
10,Vector,20000,8,Multiplicative 0.08,1600000,98,0,33919967.6,35445966,39819092.4,,0,0,0,0,0,0,0,0
10,SKD,20000,8,Multiplicative 0.08,360,168,0,33919967.6,35445966,39819092.4,,0,0,0,0,0,0,0,0
10,Distance,20000,8,Multiplicative 0.08,320080,121,1,33232788.32,35445966,39012403.68,,0,0,0,0,0,0,0,0
11,Naive,20000,8,Multiplicative 0.08,1760000,88,11,32089878.76,34880303,37670727.24,,0,0,0,0,0,0,0,0
11,Oracle,20000,8,Multiplicative 0.08,0,0,0,33919967.6,34880303,39819092.4,,0,0,0,0,0,0,0,0
11,Value,20000,8,Multiplicative 0.08,320080,122,1,33232788.32,34880303,39012403.68,,0,0,0,0,0,0,0,0
11,Vector,20000,8,Multiplicative 0.08,1880000,114,0,33919967.6,34880303,39819092.4,,0,0,0,0,0,0,0,0
11,Distance,20000,8,Multiplicative 0.08,320088,132,1,33232788.32,34880303,39012403.68,,0,0,0,0,0,0,0,0
11,SKV,20000,8,Multiplicative 0.08,4438,334,0,33919967.6,34880303,39819092.4,,0,0,0,0,0,0,0,0
11,SKD,20000,8,Multiplicative 0.08,4440,329,0,33919967.6,34880303,39819092.4,,0,0,0,0,0,0,0,0
12,Naive,20000,8,Multiplicative 0.08,1920000,96,12,31953520.96,34732088,37510655.04,,0,0,0,0,0,0,0,0
12,Oracle,20000,8,Multiplicative 0.08,0,0,0,33919967.6,34732088,39819092.4,,0,0,0,0,0,0,0,0
12,Value,20000,8,Multiplicative 0.08,320094,139,1,33232788.32,34732088,39012403.68,,0,0,0,0,0,0,0,0
12,Vector,20000,8,Multiplicative 0.08,2320000,140,0,33919967.6,34732088,39819092.4,,0,0,0,0,0,0,0,0
12,Distance,20000,8,Multiplicative 0.08,320104,151,1,33232788.32,34732088,39012403.68,,0,0,0,0,0,0,0,0
12,SKV,20000,8,Multiplicative 0.08,21344,581,0,33919967.6,34732088,39819092.4,,0,0,0,0,0,0,0,0
12,SKD,20000,8,Multiplicative 0.08,21336,567,0,33919967.6,34732088,39819092.4,,0,0,0,0,0,0,0,0
13,Naive,20000,8,Multiplicative 0.08,2080000,104,13,31853896.92,34623801,37393705.08,,0,0,0,0,0,0,0,0
13,Oracle,20000,8,Multiplicative 0.08,0,0,0,33919967.6,34623801,39819092.4,,0,0,0,0,0,0,0,0
