LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Approximation,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9
1,Naive,625,9,Threshold2700000,5625,9,1,="-Infinity",161145.811614742,2700000,,12.5982677548371,3.99174610327348,10.5140098263132,8356.05916467083,26803.8449398785,15361.9588896421,122.042424114184,158.096187513961,113.024959271747
1,Oracle,625,9,Threshold2700000,0,0,0,="-Infinity",161145.811614742,2700000,,12.5982677548371,3.99174610327348,10.5140098263132,8356.05916467083,26803.8449398785,15361.9588896421,122.042424114184,158.096187513961,113.024959271747
1,Dist L2,625,9,Threshold2700000,0,0,0,="-Infinity",161145.811614742,2700000,,12.5982677548371,3.99174610327348,10.5140098263132,8356.05916467083,26803.8449398785,15361.9588896421,122.042424114184,158.096187513961,113.024959271747
1,Value,625,9,Threshold2700000,0,0,0,="-Infinity",161145.811614742,2700000,,12.5982677548371,3.99174610327348,10.5140098263132,8356.05916467083,26803.8449398785,15361.9588896421,122.042424114184,158.096187513961,113.024959271747
1,Vector,625,9,Threshold2700000,0,0,0,="-Infinity",161145.811614742,2700000,,12.5982677548371,3.99174610327348,10.5140098263132,8356.05916467083,26803.8449398785,15361.9588896421,122.042424114184,158.096187513961,113.024959271747
1,Oracle Vector,625,9,Threshold2700000,0,0,0,="-Infinity",161145.811614742,2700000,,12.5982677548371,3.99174610327348,10.5140098263132,8356.05916467083,26803.8449398785,15361.9588896421,122.042424114184,158.096187513961,113.024959271747
1,Dist L0,625,9,Threshold2700000,0,0,0,="-Infinity",161145.811614742,2700000,,12.5982677548371,3.99174610327348,10.5140098263132,8356.05916467083,26803.8449398785,15361.9588896421,122.042424114184,158.096187513961,113.024959271747
2,Naive,625,9,Threshold2700000,11250,18,2,="-Infinity",146717.156954205,2700000,,12.2016359598894,3.64505741428567,9.57154599522868,7921.82656499556,24247.6715957737,13941.1214212768,106.662482434869,134.767015930073,87.8053195145712
2,Oracle,625,9,Threshold2700000,0,0,0,="-Infinity",146717.156954205,2700000,,12.2016359598894,3.64505741428567,9.57154599522868,7921.82656499556,24247.6715957737,13941.1214212768,106.662482434869,134.767015930073,87.8053195145712
2,Vector,625,9,Threshold2700000,0,0,0,="-Infinity",146717.156954205,2700000,,12.2016359598894,3.64505741428567,9.57154599522868,7921.82656499556,24247.6715957737,13941.1214212768,106.662482434869,134.767015930073,87.8053195145712
2,Value,625,9,Threshold2700000,0,0,0,="-Infinity",146717.156954205,2700000,,12.2016359598894,3.64505741428567,9.57154599522868,7921.82656499556,24247.6715957737,13941.1214212768,106.662482434869,134.767015930073,87.8053195145712
2,Oracle Vector,625,9,Threshold2700000,0,0,0,="-Infinity",146717.156954205,2700000,,12.2016359598894,3.64505741428567,9.57154599522868,7921.82656499556,24247.6715957737,13941.1214212768,106.662482434869,134.767015930073,87.8053195145712
2,Dist L2,625,9,Threshold2700000,0,0,0,="-Infinity",146717.156954205,2700000,,12.2016359598894,3.64505741428567,9.57154599522868,7921.82656499556,24247.6715957737,13941.1214212768,106.662482434869,134.767015930073,87.8053195145712
2,Dist L0,625,9,Threshold2700000,0,0,0,="-Infinity",146717.156954205,2700000,,12.2016359598894,3.64505741428567,9.57154599522868,7921.82656499556,24247.6715957737,13941.1214212768,106.662482434869,134.767015930073,87.8053195145712
3,Naive,625,9,Threshold2700000,16875,27,3,="-Infinity",130323.072488823,2700000,,11.0322645606948,3.47498187603693,9.11825095485765,7127.03398372909,22222.5671956013,12164.9732471025,82.178309426078,108.041990205043,67.4410396007288
3,Oracle,625,9,Threshold2700000,0,0,0,="-Infinity",130323.072488823,2700000,,11.0322645606948,3.47498187603693,9.11825095485765,7127.03398372909,22222.5671956013,12164.9732471025,82.178309426078,108.041990205043,67.4410396007288
3,Value,625,9,Threshold2700000,0,0,0,="-Infinity",130323.072488823,2700000,,11.0322645606948,3.47498187603693,9.11825095485765,7127.03398372909,22222.5671956013,12164.9732471025,82.178309426078,108.041990205043,67.4410396007288
3,Vector,625,9,Threshold2700000,0,0,0,="-Infinity",130323.072488823,2700000,,11.0322645606948,3.47498187603693,9.11825095485765,7127.03398372909,22222.5671956013,12164.9732471025,82.178309426078,108.041990205043,67.4410396007288
3,Oracle Vector,625,9,Threshold2700000,0,0,0,="-Infinity",130323.072488823,2700000,,11.0322645606948,3.47498187603693,9.11825095485765,7127.03398372909,22222.5671956013,12164.9732471025,82.178309426078,108.041990205043,67.4410396007288
3,Dist L2,625,9,Threshold2700000,0,0,0,="-Infinity",130323.072488823,2700000,,11.0322645606948,3.47498187603693,9.11825095485765,7127.03398372909,22222.5671956013,12164.9732471025,82.178309426078,108.041990205043,67.4410396007288
3,Dist L0,625,9,Threshold2700000,0,0,0,="-Infinity",130323.072488823,2700000,,11.0322645606948,3.47498187603693,9.11825095485765,7127.03398372909,22222.5671956013,12164.9732471025,82.178309426078,108.041990205043,67.4410396007288
4,Naive,625,9,Threshold2700000,22500,36,4,="-Infinity",117510.890727858,2700000,,8.6967682751926,2.5605537453681,7.7386892725232,6057.60894701669,20748.912168696,10855.3234737783,69.911224178019,102.275234909699,61.6471876180646
