LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Approximation,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9
1,Oracle,400,9,Threshold2700000,0,0,0,="-Infinity",162438.09702129,2700000,,13.5918141509712,4.91409224223941,11.0057322317095,8670.69951006268,25808.442478516,15329.3068416734,133.258994413029,158.559405772288,112.073839370074
1,Naive,400,9,Threshold2700000,3600,9,1,="-Infinity",162438.09702129,2700000,,13.5918141509712,4.91409224223941,11.0057322317095,8670.69951006268,25808.442478516,15329.3068416734,133.258994413029,158.559405772288,112.073839370074
1,Dist L2,400,9,Threshold2700000,0,0,0,="-Infinity",162438.09702129,2700000,,13.5918141509712,4.91409224223941,11.0057322317095,8670.69951006268,25808.442478516,15329.3068416734,133.258994413029,158.559405772288,112.073839370074
1,Value,400,9,Threshold2700000,0,0,0,="-Infinity",162438.09702129,2700000,,13.5918141509712,4.91409224223941,11.0057322317095,8670.69951006268,25808.442478516,15329.3068416734,133.258994413029,158.559405772288,112.073839370074
1,Vector,400,9,Threshold2700000,0,0,0,="-Infinity",162438.09702129,2700000,,13.5918141509712,4.91409224223941,11.0057322317095,8670.69951006268,25808.442478516,15329.3068416734,133.258994413029,158.559405772288,112.073839370074
1,Oracle Vector,400,9,Threshold2700000,0,0,0,="-Infinity",162438.09702129,2700000,,13.5918141509712,4.91409224223941,11.0057322317095,8670.69951006268,25808.442478516,15329.3068416734,133.258994413029,158.559405772288,112.073839370074
1,Dist L0,400,9,Threshold2700000,0,0,0,="-Infinity",162438.09702129,2700000,,13.5918141509712,4.91409224223941,11.0057322317095,8670.69951006268,25808.442478516,15329.3068416734,133.258994413029,158.559405772288,112.073839370074
2,Naive,400,9,Threshold2700000,7200,18,2,="-Infinity",146012.935405194,2700000,,12.9701736268384,4.34141708475484,9.73126386130045,7946.61138234055,23532.9738363318,14273.9621014298,117.149311933066,136.475910345024,82.8662814865513
2,Oracle,400,9,Threshold2700000,0,0,0,="-Infinity",146012.935405194,2700000,,12.9701736268384,4.34141708475484,9.73126386130045,7946.61138234055,23532.9738363318,14273.9621014298,117.149311933066,136.475910345024,82.8662814865513
2,Value,400,9,Threshold2700000,0,0,0,="-Infinity",146012.935405194,2700000,,12.9701736268384,4.34141708475484,9.73126386130045,7946.61138234055,23532.9738363318,14273.9621014298,117.149311933066,136.475910345024,82.8662814865513
2,Vector,400,9,Threshold2700000,0,0,0,="-Infinity",146012.935405194,2700000,,12.9701736268384,4.34141708475484,9.73126386130045,7946.61138234055,23532.9738363318,14273.9621014298,117.149311933066,136.475910345024,82.8662814865513
2,Dist L0,400,9,Threshold2700000,0,0,0,="-Infinity",146012.935405194,2700000,,12.9701736268384,4.34141708475484,9.73126386130045,7946.61138234055,23532.9738363318,14273.9621014298,117.149311933066,136.475910345024,82.8662814865513
2,Oracle Vector,400,9,Threshold2700000,0,0,0,="-Infinity",146012.935405194,2700000,,12.9701736268384,4.34141708475484,9.73126386130045,7946.61138234055,23532.9738363318,14273.9621014298,117.149311933066,136.475910345024,82.8662814865513
2,Dist L2,400,9,Threshold2700000,0,0,0,="-Infinity",146012.935405194,2700000,,12.9701736268384,4.34141708475484,9.73126386130045,7946.61138234055,23532.9738363318,14273.9621014298,117.149311933066,136.475910345024,82.8662814865513
3,Naive,400,9,Threshold2700000,10800,27,3,="-Infinity",128777.846888102,2700000,,11.5015172293814,4.1324887770659,9.50129891125779,7105.28213731051,21640.8022997178,12751.1183479243,89.1587078173314,108.424435799255,63.4361560733863
3,Oracle,400,9,Threshold2700000,0,0,0,="-Infinity",128777.846888102,2700000,,11.5015172293814,4.1324887770659,9.50129891125779,7105.28213731051,21640.8022997178,12751.1183479243,89.1587078173314,108.424435799255,63.4361560733863
3,Oracle Vector,400,9,Threshold2700000,0,0,0,="-Infinity",128777.846888102,2700000,,11.5015172293814,4.1324887770659,9.50129891125779,7105.28213731051,21640.8022997178,12751.1183479243,89.1587078173314,108.424435799255,63.4361560733863
3,Vector,400,9,Threshold2700000,0,0,0,="-Infinity",128777.846888102,2700000,,11.5015172293814,4.1324887770659,9.50129891125779,7105.28213731051,21640.8022997178,12751.1183479243,89.1587078173314,108.424435799255,63.4361560733863
3,Value,400,9,Threshold2700000,0,0,0,="-Infinity",128777.846888102,2700000,,11.5015172293814,4.1324887770659,9.50129891125779,7105.28213731051,21640.8022997178,12751.1183479243,89.1587078173314,108.424435799255,63.4361560733863
3,Dist L2,400,9,Threshold2700000,0,0,0,="-Infinity",128777.846888102,2700000,,11.5015172293814,4.1324887770659,9.50129891125779,7105.28213731051,21640.8022997178,12751.1183479243,89.1587078173314,108.424435799255,63.4361560733863
3,Dist L0,400,9,Threshold2700000,0,0,0,="-Infinity",128777.846888102,2700000,,11.5015172293814,4.1324887770659,9.50129891125779,7105.28213731051,21640.8022997178,12751.1183479243,89.1587078173314,108.424435799255,63.4361560733863
4,Naive,400,9,Threshold2700000,14400,36,4,="-Infinity",115274.671307432,2700000,,9.96444040044484,3.04019949967335,8.05510239957415,6056.74735719745,20333.2395765677,11291.4296216854,70.425168406689,103.389887330174,60.5444474056562
4,Oracle,400,9,Threshold2700000,0,0,0,="-Infinity",115274.671307432,2700000,,9.96444040044484,3.04019949967335,8.05510239957415,6056.74735719745,20333.2395765677,11291.4296216854,70.425168406689,103.389887330174,60.5444474056562
4,Oracle Vector,400,9,Threshold2700000,0,0,0,="-Infinity",115274.671307432,2700000,,9.96444040044484,3.04019949967335,8.05510239957415,6056.74735719745,20333.2395765677,11291.4296216854,70.425168406689,103.389887330174,60.5444474056562
4,Value,400,9,Threshold2700000,0,0,0,="-Infinity",115274.671307432,2700000,,9.96444040044484,3.04019949967335,8.05510239957415,6056.74735719745,20333.2395765677,11291.4296216854,70.425168406689,103.389887330174,60.5444474056562
4,Vector,400,9,Threshold2700000,0,0,0,="-Infinity",115274.671307432,2700000,,9.96444040044484,3.04019949967335,8.05510239957415,6056.74735719745,20333.2395765677,11291.4296216854,70.425168406689,103.389887330174,60.5444474056562
4,Dist L0,400,9,Threshold2700000,0,0,0,="-Infinity",115274.671307432,2700000,,9.96444040044484,3.04019949967335,8.05510239957415,6056.74735719745,20333.2395765677,11291.4296216854,70.425168406689,103.389887330174,60.5444474056562
4,Dist L2,400,9,Threshold2700000,0,0,0,="-Infinity",115274.671307432,2700000,,9.96444040044484,3.04019949967335,8.05510239957415,6056.74735719745,20333.2395765677,11291.4296216854,70.425168406689,103.389887330174,60.5444474056562
5,Naive,400,9,Threshold2700000,18000,45,5,="-Infinity",103967.467203726,2700000,,8.50159484631115,3.02406308327679,8.19944846809237,5325.60173698975,19224.8953600591,10102.8886431464,52.8295731275474,91.4659202062419,54.6969504231283
